cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,k8s_mapped_compliance_functions,k8s_mapped_compliance_ids
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.enabled,k8s.k8s.pod_container_security.seccomp_apparmor.apparmor_profile_enforced.enabled,pod.security_context,,kubernetes,k8s.pod.seccomp_profile_runtime_default_check,cis_kubernetes_kubernetes_1.6.6_0175
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.audited,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.audited,pod.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.enabled,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.enabled,pod.security_context,,kubernetes,k8s.pod.container_seccomp_profile_runtime_default,cis_kubernetes_kubernetes_5.6.2_0132
k8s,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.seccomp_profile_type_validated,k8s.k8s.pod_container_security.seccomp_apparmor.seccomp_profile_enforced.seccomp_profile_type_validated,pod.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.audited,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.audited,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.enabled,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.enabled,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.read_only_root_filesystem_validated,k8s.k8s.pod_container_security.security_contexts.read_only_rootfs_enabled.read_only_root_filesystem_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.audited,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.audited,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.enabled,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.enabled,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.enforced,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.enforced,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.run_as_non_root_validated,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.run_as_non_root_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.run_as_user_validated,k8s.k8s.pod_container_security.security_contexts.run_as_non_root_enforced.run_as_user_validated,container.security_context,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.audited,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.audited,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.enabled,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.enabled,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.enforced,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.enforced,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.image_signing_enabled_validated,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.image_signing_enabled_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.signature_verification_validated,k8s.k8s.pod_container_security.supply_chain_security.image_signing_verified.signature_verification_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.audited,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.audited,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.enabled,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.enabled,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.sbom_enabled_validated,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.sbom_enabled_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.sbom_format_validated,k8s.k8s.pod_container_security.supply_chain_security.sbom_management_enabled.sbom_format_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.audited,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.audited,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.enabled,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.enabled,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.enforced,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.enforced,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.scan_frequency_validated,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.scan_frequency_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.severity_threshold_validated,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.severity_threshold_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.vuln_scanning_enabled_validated,k8s.k8s.pod_container_security.supply_chain_security.vulnerability_scanning_enabled.vuln_scanning_enabled_validated,supply_chain.image,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.audited,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.audited,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.configmap_encryption_validated,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.configmap_encryption_validated,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.enabled,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.enabled,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.enforced,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.enforced,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.sensitive_patterns_validated,k8s.k8s.secrets_config_mgmt.configmap_security.sensitive_data_prohibited.sensitive_patterns_validated,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.audited,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.audited,secret.external_secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.enabled,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.enabled,secret.external_secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.external_secret_operator_validated,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.external_secret_operator_validated,secret.external_secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.secret_rotation_enabled_validated,k8s.k8s.secrets_config_mgmt.external_secrets.external_secret_operator_enabled.secret_rotation_enabled_validated,secret.external_secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.access_monitoring_validated,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.access_monitoring_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.audit_logging_validated,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.audit_logging_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.audited,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.audited,secret.secret,,kubernetes,k8s.rbac.secrets_access_review,cis_kubernetes_kubernetes_5.1.2_0101
k8s,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.enabled,k8s.k8s.secrets_config_mgmt.key_protection.access_monitoring_enabled.enabled,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.audited,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.audited,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.auto_rotation_enabled_validated,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.auto_rotation_enabled_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.enabled,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.enabled,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.enforced,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.enforced,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.rotation_period_validated,k8s.k8s.secrets_config_mgmt.key_rotation.automated_rotation_enabled.rotation_period_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.audited,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.audited,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.enabled,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.enabled,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.enforced,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.enforced,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.secret_access_audit_validated,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.secret_access_audit_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.secret_rbac_enabled_validated,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_rbac_configured.secret_rbac_enabled_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.anomaly_detection_validated,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.anomaly_detection_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.audited,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.audited,secret.secret,,kubernetes,k8s.rbac.group.usage_check,cis_kubernetes_kubernetes_5.1.7_0106
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.enabled,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.enabled,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.usage_audit_enabled_validated,k8s.k8s.secrets_config_mgmt.secret_access_controls.secret_usage_monitored.usage_audit_enabled_validated,secret.secret,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.audited,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.audited,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.block_on_detection_validated,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.block_on_detection_validated,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.enabled,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.enabled,config.configmap,,kubernetes,k8s.all.resources_secrets_as_env_vars_check,cis_kubernetes_kubernetes_5.4.1_0128
k8s,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.enforced,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.enforced,config.configmap,,kubernetes,,
k8s,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.scan_frequency_validated,k8s.k8s.secrets_config_mgmt.secret_detection.hardcoded_secrets_scanned.scan_frequency_validated,config.configmap,,kubernetes,,
