cloud_provider,rule_id,uniform_rule_format,service,category,provider_service,azure_mapped_compliance_functions,azure_mapped_compliance_ids
azure,azure.compute.virtual_machine_template.launch_template_root_volume_encrypted_by_default,azure.compute.virtual_machine_template.launch_template_root_volume_encrypted_by_default,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_template.launch_template_security_groups_restrictive,azure.compute.virtual_machine_template.launch_template_security_groups_restrictive,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_template.launch_template_user_data_no_secrets,azure.compute.virtual_machine_template.launch_template_user_data_no_secrets,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_template.launch_template_instance_profile_least_privilege,azure.compute.virtual_machine_template.launch_template_instance_profile_least_privilege,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_scale_set.instance_group_uses_approved_launch_template,azure.compute.virtual_machine_scale_set.instance_group_uses_approved_launch_template,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_scale_set.instance_group_no_public_ip_assigned,azure.compute.virtual_machine_scale_set.instance_group_no_public_ip_assigned,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_scale_set.instance_group_instance_profile_least_privilege,azure.compute.virtual_machine_scale_set.instance_group_instance_profile_least_privilege,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.virtual_machine_scale_set.instance_group_volumes_encrypted,azure.compute.virtual_machine_scale_set.instance_group_volumes_encrypted,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.ssh_public_key.key_pair_max_age_days,azure.compute.ssh_public_key.key_pair_max_age_days,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.ssh_public_key.key_pair_disable_unused_keys,azure.compute.ssh_public_key.key_pair_disable_unused_keys,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.spot_virtual_machine.spot_instance_uses_approved_launch_template,azure.compute.spot_virtual_machine.spot_instance_uses_approved_launch_template,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.spot_virtual_machine.spot_instance_no_public_ip_assigned,azure.compute.spot_virtual_machine.spot_instance_no_public_ip_assigned,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.spot_virtual_machine.spot_instance_instance_profile_least_privilege,azure.compute.spot_virtual_machine.spot_instance_instance_profile_least_privilege,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.dedicated_host.host_sharing_restricted,azure.compute.dedicated_host.host_sharing_restricted,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.compute.dedicated_host.instance_auto_placement_controlled,azure.compute.dedicated_host.instance_auto_placement_controlled,compute,compute_host_security,azure-mgmt-compute,,
azure,azure.policy.assignment.configuration_management_config_recorder_enabled,azure.policy.assignment.configuration_management_config_recorder_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.assignment.configuration_management_config_recorder_global_resource_types_tracked,azure.policy.assignment.configuration_management_config_recorder_global_resource_types_tracked,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.assignment.configuration_management_config_delivery_secure_destination_configured,azure.policy.assignment.configuration_management_config_delivery_secure_destination_configured,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.assignment.configuration_management_config_aggregation_org_aggregator_enabled,azure.policy.assignment.configuration_management_config_aggregation_org_aggregator_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.assignment.configuration_management_config_aggregation_auto_enroll_new_accounts,azure.policy.assignment.configuration_management_config_aggregation_auto_enroll_new_accounts,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.rule.configuration_management_config_required_rules_present,azure.policy.rule.configuration_management_config_required_rules_present,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.rule.configuration_management_config_rules_enabled,azure.policy.rule.configuration_management_config_rules_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.rule.configuration_management_config_remediation_targets_bound,azure.policy.rule.configuration_management_config_remediation_targets_bound,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.set_definition.configuration_management_config_baseline_conformance_pack_deployed,azure.policy.set_definition.configuration_management_config_baseline_conformance_pack_deployed,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.set_definition.configuration_management_config_baseline_parameters_set,azure.policy.set_definition.configuration_management_config_baseline_parameters_set,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.compliance.configuration_management_config_drift_critical_resources_drift_detection_enabled,azure.policy.compliance.configuration_management_config_drift_critical_resources_drift_detection_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.compliance.configuration_management_config_drift_alerts_configured,azure.policy.compliance.configuration_management_config_drift_alerts_configured,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.definition.configuration_management_config_delivery_kms_encryption_enabled,azure.policy.definition.configuration_management_config_delivery_kms_encryption_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.definition.configuration_management_config_delivery_destination_access_least_privilege,azure.policy.definition.configuration_management_config_delivery_destination_access_least_privilege,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.remediation_task.configuration_management_config_remediation_auto_remediation_enabled_for_high,azure.policy.remediation_task.configuration_management_config_remediation_auto_remediation_enabled_for_high,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.remediation_task.configuration_management_config_remediation_manual_runbooks_attached,azure.policy.remediation_task.configuration_management_config_remediation_manual_runbooks_attached,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.compliance_assessment.configuration_management_config_compliance_reporting_dashboards_enabled,azure.policy.compliance_assessment.configuration_management_config_compliance_reporting_dashboards_enabled,policy,configuration_management,azure-mgmt-policy,,
azure,azure.policy.compliance_assessment.configuration_management_config_compliance_evidence_export_configured,azure.policy.compliance_assessment.configuration_management_config_compliance_evidence_export_configured,policy,configuration_management,azure-mgmt-policy,,
azure,azure.kubernetes.managed_cluster.containers_cluster_secrets_encryption_kms_enabled,azure.kubernetes.managed_cluster.containers_cluster_secrets_encryption_kms_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.managed_cluster.containers_cluster_audit_logging_enabled,azure.kubernetes.managed_cluster.containers_cluster_audit_logging_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,azure.api.management.restapi.logging.enabled;azure.apimanagement.logging.enabled;azure.entra.no.admin.privileges;azure.load.balancer.desync.mitigation.mode;azure.loadbalancer.logging.enabled;azure.loadbalancer.v2.logging.enabled;azure.monitor.cloudtrail.enabled;azure.monitor.guardduty.enabled;azure.monitor.log.metric.filter.and.alarm.for.cloudtrail.configuration.changes.enabled;azure.monitor.log.metric.filter.and.alarm.for.config.configuration.changes.enabled;azure.monitor.log.metric.filter.root.usage;azure.monitor.log.metric.filter.security.group.changes;azure.monitor.log.metric.filter.unauthorized.api.calls;azure.monitor.rds.instance.integration.cloudwatch.logs;azure.monitor.redshift.cluster.audit.logging;azure.monitor.securityhub.enabled;azure.monitor.vpc.flow.logs.enabled;azure.sql.audit.logging;azure.sql.audit.logging.enabled;azure.sql.database.enhanced.monitoring.enabled;azure.sql.database.integration.logging.enabled;azure.sql.database.integration.monitoring;azure.sql.instance.integration.logging.enabled;azure.sql.instance.integration.monitoring;azure.storage.blob.logging.enabled;azure.storage.logging.enabled;azure.virtual.network.flow.logs.enabled,canada_pbmm_moderate_multi_cloud_CCCS_AU-12_0033;canada_pbmm_moderate_multi_cloud_CCCS_AU-2_0024;canada_pbmm_moderate_multi_cloud_CCCS_AU-3_0025;canada_pbmm_moderate_multi_cloud_CCCS_AU-8_0030;canada_pbmm_moderate_multi_cloud_CCCS_CA-7_0039;fedramp_moderate_multi_cloud_AU-12_0081;fedramp_moderate_multi_cloud_AU-12_1_0082;fedramp_moderate_multi_cloud_AU-12_3_0083;fedramp_moderate_multi_cloud_AU-2_0058;fedramp_moderate_multi_cloud_AU-3_0059;fedramp_moderate_multi_cloud_AU-3_1_0060;fedramp_moderate_multi_cloud_AU-8_0074;fedramp_moderate_multi_cloud_CA-7_0093;fedramp_moderate_multi_cloud_CA-7_1_0094;fedramp_moderate_multi_cloud_CA-7_4_0095;gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;gdpr_multi_cloud_Article_30_Records_of_processing_activities_0002;gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_308_a_6_ii_0016;hipaa_multi_cloud_164_312_b_0026;hipaa_multi_cloud_164_312_c_2_0028;nist_800_171_r2_multi_cloud_3_12_4_3.12.4_Develop_document_and_periodically_0003;nist_800_171_r2_multi_cloud_3_13_1_3.13.1_Monitor_control_and_protect_commu_0004;nist_800_171_r2_multi_cloud_3_13_2_3.13.2_Employ_architectural_designs_softw_0008;nist_800_171_r2_multi_cloud_3_14_6_3.14.6_Monitor_organizational_systems_inc_0018;nist_800_171_r2_multi_cloud_3_14_7_3.14.7_Identify_unauthorized_use_of_organi_0019;nist_800_171_r2_multi_cloud_3_1_6_3.1.6_Use_non-privileged_accounts_or_roles_0029;nist_800_171_r2_multi_cloud_3_1_7_3.1.7_Prevent_non-privileged_users_from_exe_0030;nist_800_171_r2_multi_cloud_3_3_1_3.3.1_Create_and_retain_system_audit_logs_a_0031;nist_800_171_r2_multi_cloud_3_3_2_3.3.2_Ensure_that_the_actions_of_individual_0032;nist_800_171_r2_multi_cloud_3_3_3_3.3.3_Review_and_update_logged_events_0033;nist_800_171_r2_multi_cloud_3_3_5_3.3.5_Correlate_audit_record_review_analys_0035;nist_800_171_r2_multi_cloud_3_6_1_3.6.1_Establish_an_operational_incident-han_0049;nist_800_171_r2_multi_cloud_3_6_2_3.6.2_Track_document_and_report_incidents_0050;nist_800_53_rev5_multi_cloud_AC-4_26_0075;nist_800_53_rev5_multi_cloud_AU-10_1_0268;nist_800_53_rev5_multi_cloud_AU-10_2_0269;nist_800_53_rev5_multi_cloud_AU-10_3_0270;nist_800_53_rev5_multi_cloud_AU-10_4_0271;nist_800_53_rev5_multi_cloud_AU-10_5_0272;nist_800_53_rev5_multi_cloud_AU-12-a_0278;nist_800_53_rev5_multi_cloud_AU-12-c_0280;nist_800_53_rev5_multi_cloud_AU-12_1_0274;nist_800_53_rev5_multi_cloud_AU-12_2_0275;nist_800_53_rev5_multi_cloud_AU-12_3_0276;nist_800_53_rev5_multi_cloud_AU-12_4_0277;nist_800_53_rev5_multi_cloud_AU-14-a_0289;nist_800_53_rev5_multi_cloud_AU-14-b_0290;nist_800_53_rev5_multi_cloud_AU-14_3_0288;nist_800_53_rev5_multi_cloud_AU-2-b_0224;nist_800_53_rev5_multi_cloud_AU-3-a_0231;nist_800_53_rev5_multi_cloud_AU-3-b_0232;nist_800_53_rev5_multi_cloud_AU-3-c_0233;nist_800_53_rev5_multi_cloud_AU-3-d_0234;nist_800_53_rev5_multi_cloud_AU-3-e_0235;nist_800_53_rev5_multi_cloud_AU-3-f_0236;nist_800_53_rev5_multi_cloud_AU-8-b_0258;nist_800_53_rev5_multi_cloud_CA-7-b_0338;nist_800_53_rev5_multi_cloud_PM-31-a_0911;nist_800_53_rev5_multi_cloud_PM-31-b_0912;nist_800_53_rev5_multi_cloud_PM-31-c_0913;nist_800_53_rev5_multi_cloud_PM-31-d_0914;nist_800_53_rev5_multi_cloud_PM-31-e_0915;nist_800_53_rev5_multi_cloud_PM-31-f_0916;nist_800_53_rev5_multi_cloud_SI-4_17_1373;pci_dss_v4_multi_cloud_10.2.1.2_0145;pci_dss_v4_multi_cloud_10.2.1.5_0148
azure,azure.kubernetes.managed_cluster.containers_cluster_private_control_plane_endpoint_enabled,azure.kubernetes.managed_cluster.containers_cluster_private_control_plane_endpoint_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.managed_cluster.containers_cluster_default_service_account_automount_disabled,azure.kubernetes.managed_cluster.containers_cluster_default_service_account_automount_disabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.rbac.containers_authorization_mode_rbac_enabled,azure.kubernetes.rbac.containers_authorization_mode_rbac_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.rbac.containers_no_cluster_admin_bindings_to_users,azure.kubernetes.rbac.containers_no_cluster_admin_bindings_to_users,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.rbac.containers_no_wildcard_rules_in_clusterroles,azure.kubernetes.rbac.containers_no_wildcard_rules_in_clusterroles,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.rbac.containers_subjects_scoped_to_namespaces,azure.kubernetes.rbac.containers_subjects_scoped_to_namespaces,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.admission_controller.containers_admission_pod_security_admission_restricted_default,azure.kubernetes.admission_controller.containers_admission_pod_security_admission_restricted_default,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.admission_controller.containers_admission_image_registry_allowlist_enforced,azure.kubernetes.admission_controller.containers_admission_image_registry_allowlist_enforced,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.admission_controller.containers_admission_image_signature_verification_enabled,azure.kubernetes.admission_controller.containers_admission_image_signature_verification_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.admission_controller.containers_admission_privilege_escalation_denied,azure.kubernetes.admission_controller.containers_admission_privilege_escalation_denied,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.admission_controller.containers_admission_host_namespace_usage_denied,azure.kubernetes.admission_controller.containers_admission_host_namespace_usage_denied,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.network_policy.containers_networkpolicy_default_deny_ingress_per_namespace,azure.kubernetes.network_policy.containers_networkpolicy_default_deny_ingress_per_namespace,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.network_policy.containers_networkpolicy_default_deny_egress_per_namespace,azure.kubernetes.network_policy.containers_networkpolicy_default_deny_egress_per_namespace,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.network_policy.containers_networkpolicy_required_allowlist_for_namespace_services,azure.kubernetes.network_policy.containers_networkpolicy_required_allowlist_for_namespace_services,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_anonymous_auth_disabled,azure.kubernetes.api_server.containers_apiserver_anonymous_auth_disabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_insecure_port_disabled,azure.kubernetes.api_server.containers_apiserver_insecure_port_disabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_tls_min_1_2_enforced,azure.kubernetes.api_server.containers_apiserver_tls_min_1_2_enforced,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_authorization_mode_rbac,azure.kubernetes.api_server.containers_apiserver_authorization_mode_rbac,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_audit_logging_enabled,azure.kubernetes.api_server.containers_apiserver_audit_logging_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.api_server.containers_apiserver_etcd_connection_encrypted,azure.kubernetes.api_server.containers_apiserver_etcd_connection_encrypted,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
azure,azure.kubernetes.etcd.containers_client_tls_enabled,azure.kubernetes.etcd.containers_client_tls_enabled,kubernetes,containers_kubernetes,azure-mgmt-kubernetes,,
