csp,catalog_rule_id,service,category,compliance_ids,compliance_frameworks,gap_reason,suggested_rule_type,priority,notes
alicloud,alicloud.WAF IP Set.edge_security_ip_set_used_by_at_least_one_rule,,edge,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080,iso27001_2022_multi_cloud_A.8.5_0092;iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.5_0092",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.Web Application Firewall (WAF).edge_security_waf_managed_rule_sets_enabled,,edge,"iso27001_2022_multi_cloud_A.8.15_0070;iso27001_2022_multi_cloud_A.8.15_0070,iso27001_2022_multi_cloud_A.8.16_0071,soc2_multi_cloud_cc_2_1_0002,soc2_multi_cloud_cc_5_2_0008,soc2_multi_cloud_cc_7_2_0016,soc2_multi_cloud_cc_7_3_0017,soc2_multi_cloud_cc_7_4_0018,soc2_multi_cloud_cc_a_1_1_0021;iso27001_2022_multi_cloud_A.8.16_0071;soc2_multi_cloud_cc_2_1_0002;soc2_multi_cloud_cc_5_2_0008;soc2_multi_cloud_cc_7_2_0016;soc2_multi_cloud_cc_7_3_0017;soc2_multi_cloud_cc_7_4_0018;soc2_multi_cloud_cc_a_1_1_0021",iso27001_2022_multi;soc2_multi_cloud,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.kms.instance.secrets_security_kms_logging_enabled,,secrets_key_mgmt,"iso27001_2022_multi_cloud_A.8.20_0076;iso27001_2022_multi_cloud_A.8.20_0076,iso27001_2022_multi_cloud_A.8.21_0077,iso27001_2022_multi_cloud_A.8.22_0078;iso27001_2022_multi_cloud_A.8.21_0077;iso27001_2022_multi_cloud_A.8.22_0078",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.kms.key.secrets_security_kms_key_not_publicly_accessible,,secrets_key_mgmt,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.kms.key.secrets_security_kms_key_policy_least_privilege,,secrets_key_mgmt,"canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135;canada_pbmm_moderate_multi_cloud_CCCS_SC-12_0135,fedramp_moderate_multi_cloud_SC-12_0346;fedramp_moderate_multi_cloud_SC-12_0346",canada_pbmm_moderate;fedramp_moderate_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.kms.key.secrets_security_kms_key_rotation_enabled,,secrets_key_mgmt,iso27001_2022_multi_cloud_A.8.27_0083,iso27001_2022_multi,No config or CIEM rule found for alicloud  service,config,medium,
alicloud,alicloud.No.checks.defined,No,security,nist_800_171_r2_multi_cloud_3_13_4_3.13.4_Prevent_unauthorized_and_unintended_0010,nist_800_171,No config or CIEM rule found for alicloud No service,config,medium,
alicloud,alicloud.account.maintain_current_contact_details,account,security,iso27001_2022_multi_cloud_A.5.5_0037,iso27001_2022_multi,No config or CIEM rule found for alicloud account service,config,medium,
alicloud,alicloud.account.security_contact_information_is_registered,account,security,iso27001_2022_multi_cloud_A.5.5_0037,iso27001_2022_multi,No config or CIEM rule found for alicloud account service,config,medium,
alicloud,alicloud.ack.cluster.cloudmonitor_status_check,ack,security,cis_alicloud_alicloud_7.2_0188,cis_alicloud_alicloud,No config or CIEM rule found for alicloud ack service,config,medium,
alicloud,alicloud.ack.cluster.dashboard_check,ack,security,cis_alicloud_alicloud_7.5_0191,cis_alicloud_alicloud,No config or CIEM rule found for alicloud ack service,config,medium,
alicloud,alicloud.ack.user.check,ack,security,cis_alicloud_alicloud_5.2.6_0100,cis_alicloud_alicloud,No config or CIEM rule found for alicloud ack service,config,medium,
alicloud,alicloud.autoscaling.group.multiple_az,autoscaling,security,iso27001_2022_multi_cloud_A.8.14_0069,iso27001_2022_multi,No config or CIEM rule found for alicloud autoscaling service,config,medium,
alicloud,"alicloud.cas.certificates.expiration.check,.alicloud.oss.bucket.enforces.ssl,.alicloud.alb.ssl.listeners,.alicloud.elasticsearch.service.domains.node.to.node.encryption.enabled,.alicloud.slb.ssl.listeners,.alicloud.elasticsearch.service.domains.https.communications.enforced,.alicloud.cdn.distributions.using.deprecated.ssl.protocols,.alicloud.cdn.distributions.origin.traffic.encrypted,.alicloud.vpc.flow.logs.enabled",cas,security,pci_dss_v4_multi_cloud_4.1.1_0058;pci_dss_v4_multi_cloud_4.1.2_0059;pci_dss_v4_multi_cloud_4.1.4_0060,pci_dss_v4,No config or CIEM rule found for alicloud cas service,config,medium,
alicloud,"alicloud.cms.log.metric.filter.policy.changes,.alicloud.ram.password.policy.reuse.24,.alicloud.ram.user.accesskey.unused,.alicloud.ram.user.console.access.unused",cms,security,pci_dss_v4_multi_cloud_8.1.1_0099,pci_dss_v4,No config or CIEM rule found for alicloud cms service,config,medium,
alicloud,"alicloud.devops.project.no.secrets.in.variables,.alicloud.devops.project.source.repo.url.no.sensitive.credentials,.alicloud.oss.bucket.enforces.ssl,.alicloud.alb.ssl.listeners,.alicloud.elasticsearch.service.domains.node.to.node.encryption.enabled,.alicloud.slb.ssl.listeners,.alicloud.ecs.ebs.default.encryption,.alicloud.rds.instance.storage.encrypted,.alicloud.pai.notebook.instance.encryption.enabled,.alicloud.oss.bucket.default.encryption,.alicloud.nas.encryption.at.rest.enabled,.alicloud.elasticsearch.service.domains.encryption.at.rest.enabled,.alicloud.ecs.ebs.volume.encryption,.alicloud.oss.bucket.kms.encryption,.alicloud.ack.cluster.kms.cmk.encryption.in.secrets.enabled,.alicloud.rds.snapshots.encrypted,.alicloud.tablestore.accelerator.cluster.encryption.enabled,.alicloud.tablestore.table.encryption.enabled,.alicloud.actiontrail.kms.encryption.enabled,.alicloud.cms.log.group.kms.encryption.enabled,.alicloud.mns.topics.kms.encryption.at.rest.enabled,.alicloud.tablestore.tables.kms.cmk.encryption.enabled,.alicloud.analyticdb.cluster.audit.logging",devops,security,pci_dss_v4_multi_cloud_8.2.1_0101,pci_dss_v4,No config or CIEM rule found for alicloud devops service,config,medium,
alicloud,alicloud.directoryservice.supported_mfa_radius_enabled,directoryservice,security,iso27001_2022_multi_cloud_A.8.5_0092,iso27001_2022_multi,No config or CIEM rule found for alicloud directoryservice service,config,medium,
alicloud,"alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.ack.endpoints.not.publicly.accessible,.alicloud.oss.account.level.public.access.blocks,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.emr.cluster.master.nodes.no.public.ip,.alicloud.ecs.instance.public.ip,.alicloud.cms.log.metric.filter.root.usage,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.oss.bucket.policy.public.write.access,.alicloud.oss.bucket.public.write.acl,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured",ecs,security,pci_dss_v4_multi_cloud_7.2.1_0091;pci_dss_v4_multi_cloud_7.2.2_0092;pci_dss_v4_multi_cloud_7.2.3_0093;pci_dss_v4_multi_cloud_7.2.5_0094,pci_dss_v4,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,"alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.ack.endpoints.not.publicly.accessible,.alicloud.vpc.endpoint.for.ec2.enabled,.alicloud.oss.account.level.public.access.blocks,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.emr.cluster.master.nodes.no.public.ip,.alicloud.ecs.instance.public.ip,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.awslambda.function.inside.vpc,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured,.alicloud.oss.bucket.policy.public.write.access,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.alicloud.oss.bucket.public.write.acl,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.all.ports,.alicloud.ecs.networkacl.allow.ingress.tcp.port.22,.alicloud.ecs.networkacl.allow.ingress.tcp.port.3389,.alicloud.ecs.securitygroup.default.restrict.traffic",ecs,security,pci_dss_v4_multi_cloud_1.3.3_0011,pci_dss_v4,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,"alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.ack.endpoints.not.publicly.accessible,.alicloud.vpc.endpoint.for.ec2.enabled,.alicloud.oss.account.level.public.access.blocks,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.emr.cluster.master.nodes.no.public.ip,.alicloud.ecs.instance.public.ip,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.awslambda.function.inside.vpc,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured",ecs,security,pci_dss_v4_multi_cloud_2.2.2_0021,pci_dss_v4,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,"alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.oss.bucket.policy.public.write.access,.alicloud.awslambda.function.inside.vpc,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.alicloud.oss.bucket.public.write.acl,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured",ecs,security,pci_dss_v4_multi_cloud_1.3.1_0009,pci_dss_v4,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,"alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.ecs.securitygroup.default.restrict.traffic,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.all.ports,.alicloud.ecs.networkacl.allow.ingress.tcp.port.22,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.oss.bucket.policy.public.write.access,.alicloud.awslambda.function.inside.vpc,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.alicloud.oss.bucket.public.write.acl,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured,.alicloud.ecs.networkacl.allow.ingress.tcp.port.3389",ecs,security,pci_dss_v4_multi_cloud_1.2.1_0003;pci_dss_v4_multi_cloud_1.2.5_0005;pci_dss_v4_multi_cloud_1.2.6_0006;pci_dss_v4_multi_cloud_1.2.7_0007;pci_dss_v4_multi_cloud_1.2.8_0008,pci_dss_v4,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,alicloud.ecs.group.ingress_port_22_unrestricted,ecs,security,cis_alicloud_alicloud_4.3_0165,cis_alicloud_alicloud,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,alicloud.ecs.instance.security_enhanced,ecs,security,nist_800_53_rev5_multi_cloud_SI-16_1433,nist_800_53,No config or CIEM rule found for alicloud ecs service,config,medium,
alicloud,alicloud.emr.cluster.publicly_accesible,emr,security,iso27001_2022_multi_cloud_A.8.1_0064,iso27001_2022_multi,No config or CIEM rule found for alicloud emr service,config,medium,
alicloud,alicloud.entra.user.has_mfa entra_privileged_user_has_mfa,entra,security,iso27001_2022_multi_cloud_A.8.5_0092,iso27001_2022_multi,No config or CIEM rule found for alicloud entra service,config,medium,
alicloud,alicloud.mns.topic_subscription_configured,mns,security,rbi_bank_multi_cloud_14.1_0007;rbi_nbfc_multi_cloud_3.3_0019,rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud mns service,config,medium,
alicloud,"alicloud.oos.managed.compliant.patching,.alicloud.ack.cluster.uses.a.supported.version,.alicloud.rds.cluster.minor.version.upgrade.enabled",oos,security,pci_dss_v4_multi_cloud_6.2.1_0075;pci_dss_v4_multi_cloud_6.2.2_0076;pci_dss_v4_multi_cloud_6.2.3.1_0078;pci_dss_v4_multi_cloud_6.2.3_0077;pci_dss_v4_multi_cloud_6.2.4_0079,pci_dss_v4,No config or CIEM rule found for alicloud oos service,config,medium,
alicloud,"alicloud.oss.bucket.cross.region.replication,.alicloud.ecs.ebs.public.snapshot,.alicloud.rds.instance.no.public.access,.alicloud.ack.endpoints.not.publicly.accessible,.alicloud.vpc.endpoint.for.ec2.enabled,.alicloud.oss.account.level.public.access.blocks,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.emr.cluster.master.nodes.no.public.ip,.alicloud.ecs.instance.public.ip,.alicloud.rds.snapshots.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.analyticdb.cluster.public.access,.alicloud.awslambda.function.inside.vpc,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.tcp.port.22,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured,.alicloud.oos.managed.compliant.patching,.alicloud.rds.cluster.default.admin,.alicloud.rds.instance.default.admin",oss,security,pci_dss_v4_multi_cloud_2.2.1_0020;pci_dss_v4_multi_cloud_2.2.3_0022;pci_dss_v4_multi_cloud_2.2.6_0025;pci_dss_v4_multi_cloud_2.2.7_0026,pci_dss_v4,No config or CIEM rule found for alicloud oss service,config,medium,
alicloud,"alicloud.oss.bucket.lifecycle.enabled,.alicloud.ecs.ebs.volume.protected.by.backup.plan,.alicloud.rds.instance.backup.enabled,.alicloud.rds.instance.protected.by.backup.plan,.alicloud.tablestore.table.protected.by.backup.plan,.alicloud.analyticdb.cluster.automated.snapshot,.alicloud.apsaradb.redis.redis.cluster.backup.enabled,.alicloud.tablestore.tables.pitr.enabled,.alicloud.oss.bucket.object.versioning,.alicloud.oss.bucket.cross.region.replication",oss,security,pci_dss_v4_multi_cloud_3.1.1_0032;pci_dss_v4_multi_cloud_3.1.2_0033,pci_dss_v4,No config or CIEM rule found for alicloud oss service,config,medium,
alicloud,"alicloud.oss.bucket.server.access.logging.enabled,.alicloud.actiontrail.s3.dataevents.read.enabled,.alicloud.actiontrail.multi.region.enabled,.alicloud.actiontrail.cloudwatch.logging.enabled,.alicloud.analyticdb.cluster.audit.logging",oss,security,pci_dss_v4_multi_cloud_10.2.1_0143;pci_dss_v4_multi_cloud_10.3.1_0151;pci_dss_v4_multi_cloud_10.3.2_0152;pci_dss_v4_multi_cloud_10.3.3_0153;pci_dss_v4_multi_cloud_10.3.4_0154,pci_dss_v4,No config or CIEM rule found for alicloud oss service,config,medium,
alicloud,"alicloud.oss.bucket.server.access.logging.enabled,.alicloud.actiontrail.s3.dataevents.read.enabled,.alicloud.actiontrail.multi.region.enabled,.alicloud.actiontrail.cloudwatch.logging.enabled,.alicloud.analyticdb.cluster.audit.logging,.alicloud.config.recorder.all.regions.enabled,.alicloud.oss.bucket.object.versioning,.alicloud.actiontrail.log.file.validation.enabled,.alicloud.oss.bucket.cross.region.replication",oss,security,pci_dss_v4_multi_cloud_10.5.1_0157,pci_dss_v4,No config or CIEM rule found for alicloud oss service,config,medium,
alicloud,"alicloud.ram.password.policy.reuse.24,.alicloud.devops.project.no.secrets.in.variables,.alicloud.devops.project.source.repo.url.no.sensitive.credentials,.alicloud.oss.bucket.enforces.ssl,.alicloud.alb.ssl.listeners,.alicloud.elasticsearch.service.domains.node.to.node.encryption.enabled,.alicloud.slb.ssl.listeners,.alicloud.ecs.ebs.default.encryption,.alicloud.rds.instance.storage.encrypted,.alicloud.pai.notebook.instance.encryption.enabled,.alicloud.oss.bucket.default.encryption,.alicloud.nas.encryption.at.rest.enabled,.alicloud.elasticsearch.service.domains.encryption.at.rest.enabled,.alicloud.ecs.ebs.volume.encryption,.alicloud.oss.bucket.kms.encryption,.alicloud.ack.cluster.kms.cmk.encryption.in.secrets.enabled,.alicloud.rds.snapshots.encrypted,.alicloud.tablestore.accelerator.cluster.encryption.enabled,.alicloud.tablestore.table.encryption.enabled,.alicloud.actiontrail.kms.encryption.enabled,.alicloud.cms.log.group.kms.encryption.enabled,.alicloud.mns.topics.kms.encryption.at.rest.enabled,.alicloud.tablestore.tables.kms.cmk.encryption.enabled,.alicloud.analyticdb.cluster.audit.logging",ram,security,pci_dss_v4_multi_cloud_8.2.6_0104;pci_dss_v4_multi_cloud_8.2.7_0105;pci_dss_v4_multi_cloud_8.2.8_0106,pci_dss_v4,No config or CIEM rule found for alicloud ram service,config,medium,
alicloud,alicloud.ram.user.group_membership,ram,security,rbi_bank_multi_cloud_9.3_0027,rbi_bank_multi,No config or CIEM rule found for alicloud ram service,config,medium,
alicloud,alicloud.rds.auto_minor_version_upgrade,rds,security,cisa_ce_v1_multi_cloud_Booting_Up-3_0011;rbi_bank_multi_cloud_21.2_0013;rbi_nbfc_multi_cloud_2.6_0010,cisa_ce_v1;rbi_bank_multi;rbi_nbfc_multi,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,"alicloud.rds.cluster.default.admin,.alicloud.rds.instance.default.admin",rds,security,pci_dss_v4_multi_cloud_2.1.1_0018;pci_dss_v4_multi_cloud_2.1.2_0019,pci_dss_v4,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,alicloud.rds.instance.copy_tags_to_snapshots,rds,security,soc2_multi_cloud_cc_7_5_0019,soc2_multi_cloud,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,"alicloud.rds.instance.no.public.access,.alicloud.ecs.securitygroup.allow.ingress.from.internet.to.all.ports,.alicloud.ecs.networkacl.allow.ingress.tcp.port.22,.alicloud.awslambda.function.not.publicly.accessible,.alicloud.ecs.networkacl.allow.ingress.tcp.port.3389,.alicloud.analyticdb.cluster.public.access,.alicloud.elasticsearch.service.domains.not.publicly.accessible,.alicloud.oss.bucket.policy.public.write.access,.alicloud.awslambda.function.inside.vpc,.alicloud.oss.bucket.public.write.acl,.alicloud.dts.instance.no.public.access,.alicloud.pai.notebook.instance.without.direct.internet.access.configured",rds,security,pci_dss_v4_multi_cloud_1.3.2_0010,pci_dss_v4,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,alicloud.rds.instance.performance_insights_enabled,rds,security,soc2_multi_cloud_a1_1_0024,soc2_multi_cloud,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,alicloud.rds.instance.sql_auditing_enabled,rds,security,cis_alicloud_alicloud_6.3_0180,cis_alicloud_alicloud,No config or CIEM rule found for alicloud rds service,config,medium,
alicloud,alicloud.security.center_status_and_asset_summary_enabled,security,security,cis_alicloud_alicloud_6.6.2_0123,cis_alicloud_alicloud,No config or CIEM rule found for alicloud security service,config,medium,
alicloud,alicloud.security.center_vulnerability_check,security,security,cis_alicloud_alicloud_4.5_0167,cis_alicloud_alicloud,No config or CIEM rule found for alicloud security service,config,medium,
alicloud,"alicloud.slb.logging.enabled,.alicloud.oss.bucket.server.access.logging.enabled,.alicloud.alb.logging.enabled,.alicloud.actiontrail.s3.dataevents.read.enabled,.alicloud.cms.log.group.retention.policy.specific.days.enabled,.alicloud.api.gateway.restapi.logging.enabled,.alicloud.actiontrail.multi.region.enabled,.alicloud.wafv2.web.acl.logging.enabled,.alicloud.actiontrail.cloudwatch.logging.enabled,.alicloud.vpc.flow.logs.enabled,.alicloud.analyticdb.cluster.audit.logging",slb,security,pci_dss_v4_multi_cloud_10.1.1_0141;pci_dss_v4_multi_cloud_10.1.2_0142,pci_dss_v4,No config or CIEM rule found for alicloud slb service,config,medium,
alicloud,"alicloud.tablestore.table.encryption.enabled,.alicloud.actiontrail.kms.encryption.enabled,.alicloud.pai.notebook.instance.encryption.enabled,.alicloud.cms.log.group.kms.encryption.enabled,.alicloud.oss.bucket.kms.encryption,.alicloud.ack.cluster.kms.cmk.encryption.in.secrets.enabled,.alicloud.rds.snapshots.encrypted,.alicloud.oss.bucket.default.encryption,.alicloud.nas.encryption.at.rest.enabled,.alicloud.ecs.ebs.default.encryption,.alicloud.elasticsearch.service.domains.encryption.at.rest.enabled,.alicloud.mns.topics.kms.encryption.at.rest.enabled,.alicloud.tablestore.accelerator.cluster.encryption.enabled,.alicloud.tablestore.tables.kms.cmk.encryption.enabled,.alicloud.ecs.ebs.volume.encryption,.alicloud.rds.instance.storage.encrypted,.alicloud.analyticdb.cluster.audit.logging",tablestore,security,pci_dss_v4_multi_cloud_3.4.1_0039,pci_dss_v4,No config or CIEM rule found for alicloud tablestore service,config,medium,
