rule_id,service,resource,scope,template_id
aws.s3.bucket_encryption.in_transit_tls_min_1_2,s3,bucket_encryption,privacy.encryption,privacy.security.encryption.in_transit_tls_min_1_2
aws.kms.key.in_transit_tls_min_1_2,kms,key,privacy.encryption,privacy.security.encryption.in_transit_tls_min_1_2
aws.s3.bucket_encryption.at_rest_cmek_enabled,s3,bucket_encryption,privacy.encryption,privacy.security.encryption.at_rest_cmek_enabled
aws.kms.key.at_rest_cmek_enabled,kms,key,privacy.encryption,privacy.security.encryption.at_rest_cmek_enabled
aws.api_gateway.usage_plan.quota_limits_configured,api_gateway,usage_plan,platform.usage_plan,platform.security.usage_plan.quota_limits_configured
aws.api_gateway.usage_plan.rate_limits_configured,api_gateway,usage_plan,platform.usage_plan,platform.security.usage_plan.rate_limits_configured
aws.api_gateway.stage.require_usage_plan_for_api_keys,api_gateway,stage,platform.stage,platform.security.stage.require_usage_plan_for_api_keys
aws.api_gateway.stage.throttling_enabled,api_gateway,stage,platform.stage,platform.security.stage.throttling_enabled
aws.api_gateway.stage.logging_enabled,api_gateway,stage,platform.stage,platform.security.stage.logging_enabled
aws.api_gateway.authorizer.cache_ttl_reasonable,api_gateway,authorizer,platform.authorizer,platform.security.authorizer.cache_ttl_reasonable
aws.api_gateway.authorizer.token_audience_restricted,api_gateway,authorizer,platform.authorizer,platform.security.authorizer.token_audience_restricted
aws.api_gateway.authorizer.tls_min_1_2_enforced,api_gateway,authorizer,platform.authorizer,platform.security.authorizer.tls_min_1_2_enforced
aws.api_gateway.api_key.expiration_required,api_gateway,api_key,platform.api_key,platform.security.api_key.expiration_required
aws.api_gateway.api_key.rotation_policy_defined,api_gateway,api_key,platform.api_key,platform.security.api_key.rotation_policy_defined
aws.api_gateway.api_key.scopes_least_privilege,api_gateway,api_key,platform.api_key,platform.security.api_key.scopes_least_privilege
aws.api_gateway.v2_api.waf_attached,api_gateway,v2_api,platform.api_endpoint,platform.security.api_endpoint.waf_attached
aws.api_gateway.rest_api.waf_attached,api_gateway,rest_api,platform.api_endpoint,platform.security.api_endpoint.waf_attached
aws.api_gateway.v2_api.private_networking_enforced,api_gateway,v2_api,platform.api_endpoint,platform.security.api_endpoint.private_networking_enforced
aws.api_gateway.rest_api.private_networking_enforced,api_gateway,rest_api,platform.api_endpoint,platform.security.api_endpoint.private_networking_enforced
aws.api_gateway.v2_api.authz_policies_enforced,api_gateway,v2_api,platform.api_endpoint,platform.security.api_endpoint.authz_policies_enforced
aws.api_gateway.rest_api.authz_policies_enforced,api_gateway,rest_api,platform.api_endpoint,platform.security.api_endpoint.authz_policies_enforced
aws.api_gateway.v2_api.authn_required,api_gateway,v2_api,platform.api_endpoint,platform.security.api_endpoint.authn_required
aws.api_gateway.rest_api.authn_required,api_gateway,rest_api,platform.api_endpoint,platform.security.api_endpoint.authn_required
aws.lightsail.database.require_tls_in_transit,lightsail,database,paas.lightsail_database,paas.security.db.require_tls_in_transit
aws.lightsail.database.encryption_at_rest_enabled,lightsail,database,paas.lightsail_database,paas.security.db.encryption_at_rest_enabled
aws.lightsail.database.public_access_disabled,lightsail,database,paas.lightsail_database,paas.security.db.public_access_disabled
aws.lightsail.instance.disk_encrypted,lightsail,instance,paas.lightsail_instance,paas.security.instance.disk_encrypted
aws.lightsail.instance.no_public_ip_unless_required,lightsail,instance,paas.lightsail_instance,paas.security.instance.no_public_ip_unless_required
aws.lightsail.instance.ssh_password_auth_disabled,lightsail,instance,paas.lightsail_instance,paas.security.instance.ssh_password_auth_disabled
aws.elastic_beanstalk.application_version.artifact_encrypted,elastic_beanstalk,application_version,paas.application_version,paas.security.app_version.artifact_encrypted
aws.elastic_beanstalk.application_version.immutable,elastic_beanstalk,application_version,paas.application_version,paas.security.app_version.immutable
aws.elastic_beanstalk.environment.logging_enabled,elastic_beanstalk,environment,paas.app,paas.security.app.logging_enabled
aws.elastic_beanstalk.application.logging_enabled,elastic_beanstalk,application,paas.app,paas.security.app.logging_enabled
aws.elastic_beanstalk.environment.env_secrets_from_vault_only,elastic_beanstalk,environment,paas.app,paas.security.app.env_secrets_from_vault_only
aws.elastic_beanstalk.application.env_secrets_from_vault_only,elastic_beanstalk,application,paas.app,paas.security.app.env_secrets_from_vault_only
aws.elastic_beanstalk.environment.private_networking_enforced,elastic_beanstalk,environment,paas.app,paas.security.app.private_networking_enforced
aws.elastic_beanstalk.application.private_networking_enforced,elastic_beanstalk,application,paas.app,paas.security.app.private_networking_enforced
aws.elastic_beanstalk.environment.tls_min_1_2_enforced,elastic_beanstalk,environment,paas.app,paas.security.app.tls_min_1_2_enforced
aws.elastic_beanstalk.application.tls_min_1_2_enforced,elastic_beanstalk,application,paas.app,paas.security.app.tls_min_1_2_enforced
aws.ec2.vpc.automated_isolation_supported,ec2,vpc,network.isolation,network.security.isolation.automated_isolation_supported
aws.ec2.subnet.automated_isolation_supported,ec2,subnet,network.isolation,network.security.isolation.automated_isolation_supported
aws.ec2.vpc.quarantine_network_defined,ec2,vpc,network.isolation,network.security.isolation.quarantine_network_defined
aws.ec2.subnet.quarantine_network_defined,ec2,subnet,network.isolation,network.security.isolation.quarantine_network_defined
aws.vpc_flow_logs.flow_log.alert_destinations_configured,vpc_flow_logs,flow_log,network.traffic_analysis,network.security.traffic_analysis.alert_destinations_configured
aws.cloudtrail.trail.alert_destinations_configured,cloudtrail,trail,network.traffic_analysis,network.security.traffic_analysis.alert_destinations_configured
aws.vpc_flow_logs.flow_log.ids_ips_enabled_where_supported,vpc_flow_logs,flow_log,network.traffic_analysis,network.security.traffic_analysis.ids_ips_enabled_where_supported
aws.cloudtrail.trail.ids_ips_enabled_where_supported,cloudtrail,trail,network.traffic_analysis,network.security.traffic_analysis.ids_ips_enabled_where_supported
aws.waf.web_acl.policy_store_encrypted,waf,web_acl,network.access_control,network.security.access_control.policy_store_encrypted
aws.ec2.security_group.policy_store_encrypted,ec2,security_group,network.access_control,network.security.access_control.policy_store_encrypted
aws.waf.web_acl.no_permit_all,waf,web_acl,network.access_control,network.security.access_control.no_permit_all
aws.ec2.security_group.no_permit_all,ec2,security_group,network.access_control,network.security.access_control.no_permit_all
aws.waf.web_acl.policies_present,waf,web_acl,network.access_control,network.security.access_control.policies_present
aws.ec2.security_group.policies_present,ec2,security_group,network.access_control,network.security.access_control.policies_present
aws.systems_manager.automation.change_audit_logging_enabled,systems_manager,automation,network.automation,network.security.automation.change_audit_logging_enabled
aws.lambda.function.change_audit_logging_enabled,lambda,function,network.automation,network.security.automation.change_audit_logging_enabled
aws.systems_manager.automation.remediation_roles_least_privilege,systems_manager,automation,network.automation,network.security.automation.remediation_roles_least_privilege
aws.lambda.function.remediation_roles_least_privilege,lambda,function,network.automation,network.security.automation.remediation_roles_least_privilege
aws.security_hub.hub.destinations_encrypted,security_hub,hub,network.anomaly_detection,network.security.anomaly.destinations_encrypted
aws.guardduty.detector.destinations_encrypted,guardduty,detector,network.anomaly_detection,network.security.anomaly.destinations_encrypted
aws.security_hub.hub.detectors_enabled,security_hub,hub,network.anomaly_detection,network.security.anomaly.detectors_enabled
aws.guardduty.detector.detectors_enabled,guardduty,detector,network.anomaly_detection,network.security.anomaly.detectors_enabled
aws.vpc_flow_logs.flow_log.alerts_for_anomalies_configured,vpc_flow_logs,flow_log,network.monitoring,network.security.monitoring.alerts_for_anomalies_configured
aws.cloudwatch.metric.alerts_for_anomalies_configured,cloudwatch,metric,network.monitoring,network.security.monitoring.alerts_for_anomalies_configured
aws.cloudtrail.trail.alerts_for_anomalies_configured,cloudtrail,trail,network.monitoring,network.security.monitoring.alerts_for_anomalies_configured
aws.vpc_flow_logs.flow_log.flow_logs_enabled,vpc_flow_logs,flow_log,network.monitoring,network.security.monitoring.flow_logs_enabled
aws.cloudwatch.metric.flow_logs_enabled,cloudwatch,metric,network.monitoring,network.security.monitoring.flow_logs_enabled
aws.cloudtrail.trail.flow_logs_enabled,cloudtrail,trail,network.monitoring,network.security.monitoring.flow_logs_enabled
aws.kms.key.mtls_required_for_internal_services_where_supported,kms,key,network.encryption,network.security.encryption.mtls_required_for_internal_services_where_supported
aws.acm.certificate.mtls_required_for_internal_services_where_supported,acm,certificate,network.encryption,network.security.encryption.mtls_required_for_internal_services_where_supported
aws.kms.key.tls_min_1_2_enforced,kms,key,network.encryption,network.security.encryption.tls_min_1_2_enforced
aws.acm.certificate.tls_min_1_2_enforced,acm,certificate,network.encryption,network.security.encryption.tls_min_1_2_enforced
aws.ec2.security_group.identity_aware_policies_enabled,ec2,security_group,network.micro_segmentation,network.security.microseg.identity_aware_policies_enabled
aws.ec2.network_acl.identity_aware_policies_enabled,ec2,network_acl,network.micro_segmentation,network.security.microseg.identity_aware_policies_enabled
aws.ec2.security_group.endpoint_policies_applied,ec2,security_group,network.micro_segmentation,network.security.microseg.endpoint_policies_applied
aws.ec2.network_acl.endpoint_policies_applied,ec2,network_acl,network.micro_segmentation,network.security.microseg.endpoint_policies_applied
aws.ec2.vpc.exception_approvals_required,ec2,vpc,network.segmentation,network.security.segmentation.exception_approvals_required
aws.ec2.subnet.exception_approvals_required,ec2,subnet,network.segmentation,network.security.segmentation.exception_approvals_required
aws.ec2.security_group.exception_approvals_required,ec2,security_group,network.segmentation,network.security.segmentation.exception_approvals_required
aws.ec2.vpc.default_deny_between_tiers,ec2,vpc,network.segmentation,network.security.segmentation.default_deny_between_tiers
aws.ec2.subnet.default_deny_between_tiers,ec2,subnet,network.segmentation,network.security.segmentation.default_deny_between_tiers
aws.ec2.security_group.default_deny_between_tiers,ec2,security_group,network.segmentation,network.security.segmentation.default_deny_between_tiers
aws.ec2.vpc.tier_to_tier_policies_defined,ec2,vpc,network.segmentation,network.security.segmentation.tier_to_tier_policies_defined
aws.ec2.subnet.tier_to_tier_policies_defined,ec2,subnet,network.segmentation,network.security.segmentation.tier_to_tier_policies_defined
aws.ec2.security_group.tier_to_tier_policies_defined,ec2,security_group,network.segmentation,network.security.segmentation.tier_to_tier_policies_defined
aws.ec2.network_interface.security_groups_restrictive,ec2,network_interface,network.interface,network.security.eni.security_groups_restrictive
aws.ec2.network_interface.security_groups_present,ec2,network_interface,network.interface,network.security.eni.security_groups_present
aws.ec2.customer_gateway.no_public_management_interfaces_exposed,ec2,customer_gateway,network.customer_gateway,network.security.cgw.no_public_management_interfaces_exposed
aws.ec2.customer_gateway.ip_addresses_valid_and_owned,ec2,customer_gateway,network.customer_gateway,network.security.cgw.ip_addresses_valid_and_owned
aws.ec2.vpn_connection.pre_shared_keys_rotation_policy_defined,ec2,vpn_connection,network.vpn_connection,network.security.vpn.pre_shared_keys_rotation_policy_defined
aws.directconnect.connection.pre_shared_keys_rotation_policy_defined,directconnect,connection,network.vpn_connection,network.security.vpn.pre_shared_keys_rotation_policy_defined
aws.ec2.vpn_connection.tunnel_health_monitoring_enabled,ec2,vpn_connection,network.vpn_connection,network.security.vpn.tunnel_health_monitoring_enabled
aws.directconnect.connection.tunnel_health_monitoring_enabled,directconnect,connection,network.vpn_connection,network.security.vpn.tunnel_health_monitoring_enabled
aws.ec2.vpn_connection.ike_phase_encryption_strong,ec2,vpn_connection,network.vpn_connection,network.security.vpn.ike_phase_encryption_strong
aws.directconnect.connection.ike_phase_encryption_strong,directconnect,connection,network.vpn_connection,network.security.vpn.ike_phase_encryption_strong
