csp,rule_id,rule_type,intent,frameworks,compliance_ids,framework_applicable,framework_detail,control_text_excerpt,catalog_candidates,auto_category
aws,aws.cloudtrail.audit.privileged_context_modify,ciem,Detect IAM role assumption into privileged security contexts and changes to privileged IAM/SCP policies.,CIS,CIS/5.2.10,MISMATCH,"CIS control CIS/5.2.10 found in ['azure', 'k8s'] but not aws",,,FRAMEWORK_MISMATCH
aws,aws.cloudtrail.chain.log_tampering,ciem,"Detect deletion or stopping of CloudTrail logs, and multi-step attempts to disable logging before privileged actions.; Detect CloudTrail log deletion ",CANADA_PBMM,CANADA_PBMM/AU-9(2);CANADA_PBMM/AU-9(4),APPLIES,CANADA_PBMM is cross-CSP,,aws.cloudtrail.trail.log_trail_logs_centralized_and_encrypted (shared:log); aws.cloudtrail.resource.trail_cloudtrail_log_file_validation_enabled (shared:log),GENUINELY_NEW
aws,aws.cloudtrail.chain.privilege_retention_evasion,ciem,Detect IAM user access review overrides and chained actions to evade privilege removal after review deadlines,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,aws.cloudtrail.trail.retention_days_minimum (shared:retention); aws.cloudtrail.threat_detection_privilege_escalation.trail_cloudtrail_threat_detection_privilege_escalation_configured (shared:privilege),GENUINELY_NEW
aws,aws.cloudtrail.chain.replay_auth_anomaly,ciem,Detect replay attempts via duplicate or out-of-sequence authentication events and anomalous multi-step authentication chains.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,aws.cloudtrail.console_auth_failures_monitoring.console_auth_failures_monitoring_configured (shared:auth),GENUINELY_NEW
aws,aws.ebs.audit.create_snapshot,ciem,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.,NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
aws,aws.ec2.activity_log.auditd_disable,ciem,Detect EC2 auditd service stop/deletion and SSM commands that disable or tamper with Linux audit logging,CIS,CIS/5.7.2,MISMATCH,"CIS control CIS/5.7.2 found in ['gcp', 'k8s'] but not aws",,aws.ec2.keypair.disable_unused_keys_configured (shared:disable),FRAMEWORK_MISMATCH
aws,aws.ec2.activity_log.create_vpc_endpoint,ciem,Detect creation of VPC endpoints for VoIP services and privileged Chime meeting creation,NIST_800_171,NIST_800_171/3.13.14,APPLIES,NIST_800_171 is cross-CSP,,"aws.ec2.security_group.vpc_endpoint_policies_applied (shared:endpoint,vpc); aws.ec2.routetable.vpc_endpoints_used_for_saas_if_supported (shared:vpc); aws.ec2.resource.vpc_peering_route_table_least_access_configured (shared:vpc); aws.ec2.resource.vpc_flow_logging_reject_enabled (shared:vpc); aws.ec2.resource.client_vpn_endpoint_connection_logging_enabled (shared:endpoint)",AMBIGUOUS
aws,aws.ec2.activity_log.delete_volume,ciem,Detect volume deletion without prior sanitization and snapshot creation from deleted volumes as potential data retention evasion.,NIST_800_171,NIST_800_171/3.8.3,APPLIES,NIST_800_171 is cross-CSP,,aws.ec2.launchtemplate.root_volume_encrypted_by_default (shared:volume); aws.ec2.instance.root_volume_encrypted_cmek (shared:volume); aws.ec2.ebs.volume_encryption_configured (shared:volume),GENUINELY_NEW
aws,aws.ec2.activity_log.disable_antimalware,ciem,Detect EC2 antivirus disable or SSM association deletion evading malware protection,CANADA_PBMM,CANADA_PBMM/SI-3(2),APPLIES,CANADA_PBMM is cross-CSP,,aws.ec2.keypair.disable_unused_keys_configured (shared:disable),GENUINELY_NEW
aws,aws.ec2.activity_log.disable_guardduty,ciem,Detect attempts to disable or circumvent AWS GuardDuty malware protection or delete associated IAM roles.; Detect attempts to disable or circumvent Gu,CANADA_PBMM,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(7),APPLIES,CANADA_PBMM is cross-CSP,,aws.ec2.keypair.disable_unused_keys_configured (shared:disable),GENUINELY_NEW
aws,aws.ec2.activity_log.import_image,ciem,Detect import of VM images or execution of diagnostic commands that could introduce untested code into EC2 instances.,NIST_800_171,NIST_800_171/3.7.4,APPLIES,NIST_800_171 is cross-CSP,,aws.ec2.ami.image_signed_and_verified (shared:image); aws.ec2.ami.approved_image_allowlist_enforced (shared:image),GENUINELY_NEW
aws,aws.ec2.activity_log.modify_network_interface,ciem,"Detect changes that could disable TLS/SSL on EC2 network interfaces or ELB listeners, indicating potential removal of encryption in transit.",CIS,CIS/10.3,APPLIES,CIS control CIS/10.3 found in CIS-aws,[CIS-aws 10.3] Ensure Encryption in Transit is Configured — Configure your applications or tools to use secure communication protocols when interacting with Amazon Timestream. Utilize endpoints to establish private and secure connections to Timestream.,aws.ec2.vpc.quarantine_network_configured (shared:network); aws.ec2.subnet.quarantine_network_configured (shared:network); aws.ec2.security_group.network_policies_configured (shared:network); aws.ec2.security_group.identity_aware_network_policies_enabled (shared:network); aws.ec2.security_group.default_deny_between_network_tiers_enforced (shared:network),GENUINELY_NEW
aws,aws.ec2.activity_log.modify_time_sync,ciem,"Detect attempts to disable or interfere with time synchronization services (e.g., EC2 instance time sync) and CloudTrail logging disruptions that coul",NIST_800_171;PCI_DSS,NIST_800_171/3.3.7;PCI_DSS/10.6.1,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
aws,aws.ec2.activity_log.run_instances,ciem,Detect EC2 instance launches and SSM commands to enforce software execution policies via deny-by-exception or whitelisting.,NIST_800_171,NIST_800_171/3.4.8,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
aws,aws.ec2.activity_log.security_group_modify,ciem,Detect security group changes that open risky ports and attempts to disable VPC flow logs to evade vulnerability monitoring.,CANADA_PBMM,CANADA_PBMM/RA-5(1),APPLIES,CANADA_PBMM is cross-CSP,,"aws.ec2.instance.security_group_inbound_restricted (shared:group,security); aws.ec2.network_interface.security_groups_restrictive_configured (shared:security); aws.ec2.network_interface.security_groups_present (shared:security); aws.ec2.launchtemplate.security_groups_restrictive_configured (shared:security)",AMBIGUOUS
aws,aws.ec2.audit.log_config_change,ciem,Detect EC2 audit log path modifications and multi-step attempts to disable CloudTrail logging.,CIS,CIS/1.2.20,MISMATCH,"CIS control CIS/1.2.20 found in ['alicloud', 'k8s'] but not aws",,,FRAMEWORK_MISMATCH
aws,aws.ec2.audit.modify_instance_capabilities,ciem,Detect attempts to disable Intel TXT via instance attribute modification or launch template changes.,CIS,CIS/5.1,APPLIES,CIS control CIS/5.1 found in CIS-aws,[CIS-aws 5.1] Ensure Secure Access to ElastiCache — Securing access to Amazon ElastiCache involves implementing appropriate authentication and authorization mechanisms.,aws.ec2.spotinstance.instance_uses_approved_launch_template_configured (shared:instance); aws.ec2.reserved_instance.instance_approval_workflow_required (shared:instance); aws.ec2.instance.internet_facing_with_instance_profile_configured (shared:instance); aws.ec2.dedicatedhost.instance_auto_placement_controlled_configured (shared:instance),GENUINELY_NEW
aws,aws.ec2.audit.nested_virtualization_enable,ciem,Detect attempts to enable nested virtualization on EC2 instances via instance attribute modification or launch settings.,CIS,CIS/6.1,APPLIES,CIS control CIS/6.1 found in CIS-aws,[CIS-aws 6.1] Ensure Network Security is Enabled — ,,GENUINELY_NEW
aws,aws.ec2.audit.patch_override,ciem,Detect privileged actions that override patch states or orchestrate patch evasion via SSM command chaining.,CIS,CIS/10.7,APPLIES,CIS control CIS/10.7 found in CIS-aws,[CIS-aws 10.7] Ensure Regular Updates and Patches are Installed — Stay updated with the latest security patches and updates provided by AWS for Amazon Timestream. Follow AWS security best practices and recommendations to ensure your Timestream implementation remains,aws.ec2.instance.patch_compliance_status_check (shared:patch),GENUINELY_NEW
aws,aws.ecs.activity_log.privileged_container_launch,ciem,Detect privileged container launches in ECS/EKS via RunTask/CreatePod events; Detect privileged container launch in ECS/EKS via API or console activit,CIS,CIS/2.1.1;CIS/5.2.1,APPLIES,CIS control CIS/2.1.1 found in CIS-aws,[CIS-aws 2.1.1] Enable audit Logs — Control plane logs provide visibility into operation of the EKS Control plane component systems. The API server audit logs record all accepted and rejected requests in the cluster. When enabled via EK | [CIS-aws 5.2.1] Prefer using dedicated EKS Service Accounts — Kubernetes workloads should not use cluster node service accounts to authenticate to Amazon EKS APIs. Each Kubernetes workload that needs to authenticate to other AWS services using AWS IAM should be,aws.ecs.container_instance.no_privileged_containers_configured (shared:privileged); aws.ecs.container_instance.container_read_only_root_filesystem_configured (shared:container); aws.ecs.container_instance.container_env_no_plaintext_secrets_configured (shared:container),GENUINELY_NEW
aws,aws.elb.audit.modify_load_balancer_attributes,ciem,"Detect changes that could disable TLS/SSL on EC2 network interfaces or ELB listeners, indicating potential removal of encryption in transit.",CIS,CIS/10.3,APPLIES,CIS control CIS/10.3 found in CIS-aws,[CIS-aws 10.3] Ensure Encryption in Transit is Configured — Configure your applications or tools to use secure communication protocols when interacting with Amazon Timestream. Utilize endpoints to establish private and secure connections to Timestream.,,GENUINELY_NEW
aws,aws.guardduty.activity_log.finding_creation,ciem,"Detect privileged actions that suppress or delete vulnerability findings from AWS Security Hub or GuardDuty, indicating potential evasion of vulnerabi",PCI_DSS,PCI_DSS/6.3.1,APPLIES,PCI_DSS is cross-CSP,,aws.guardduty.no_high_severity_findings.guardduty_finding_no_high_severity_findings_configured (shared:finding); aws.guardduty.no.guardduty_finding_high_severity_findings_configured (shared:finding); aws.guardduty.finding.medium_finding (shared:finding); aws.guardduty.finding.low_finding (shared:finding); aws.guardduty.finding.guardduty_finding_reports_storage_encrypted (shared:finding),GENUINELY_NEW
aws,aws.guardduty.audit.disable,ciem,Detect attempts to disable GuardDuty malware protection logs or delete CloudTrail logs that contain anti-malware findings.,PCI_DSS,PCI_DSS/5.3.4,APPLIES,PCI_DSS is cross-CSP,,,GENUINELY_NEW
aws,aws.guardduty.audit.suspend,ciem,"Detect attempts to disable AWS Security Hub or suspend GuardDuty, which are analogous to disabling external attack surface monitoring.",CIS,CIS/8.1.16,AMBIGUOUS,"generic CIS, control CIS/8.1.16 not found in any CIS benchmark",,,GENUINELY_NEW
aws,aws.iam.activity_log.assume_role,ciem,Detect privileged IAM role assumption and attempts to disable CloudTrail logging for defense evasion; Detect privileged IAM role assumption and consol,CANADA_PBMM;CIS;NIST_800_171,CANADA_PBMM/AC-6(1);CANADA_PBMM/AC-6(5);CANADA_PBMM/AU-6(1);CANADA_PBMM/AU-6(3);CANADA_PBMM/CA-7(1);CANADA_PBMM/IA-2(1);CANADA_PBMM/IR-4(1);CANADA_PBMM/IR-4(3);CANADA_PBMM/IR-6(1);CANADA_PBMM/IR-7(1);CANADA_PBMM/SI-4(1);CANADA_PBMM/SI-4(11);CANADA_PBMM/SI-4(14);CANADA_PBMM/SI-4(16);CANADA_PBMM/SI-4(2);CANADA_PBMM/SI-4(20);CANADA_PBMM/SI-4(4);CANADA_PBMM/SI-4(7);CIS/5.2.10;NIST_800_171/3.1.15;NIST_800_171/3.12.3,APPLIES,NIST_800_171 is cross-CSP,,"aws.iam.cloudtrail.sts_assume_role_with_web_identity (shared:assume,role); aws.iam.cloudtrail.sts_assume_role_with_saml (shared:assume,role); aws.iam.support.role_created_configured (shared:role); aws.iam.instanceprofile.role_policies_least_privilege (shared:role); aws.iam.instanceprofile.role_enabled (shared:role)",AMBIGUOUS
aws,aws.iam.activity_log.assume_role_high_privilege,ciem,Detect privileged role assumption and console logins without MFA to enforce least privilege access patterns.,CANADA_PBMM,CANADA_PBMM/AC-6(10),APPLIES,CANADA_PBMM is cross-CSP,,"aws.iam.instanceprofile.role_policies_least_privilege (shared:privilege,role); aws.iam.cloudtrail.sts_assume_role_with_web_identity (shared:assume,role); aws.iam.cloudtrail.sts_assume_role_with_saml (shared:assume,role); aws.iam.support.role_created_configured (shared:role); aws.iam.role.scopes_or_s_least_privilege (shared:privilege)",AMBIGUOUS
aws,aws.iam.activity_log.console_login_followed_by_disable,ciem,"Detect console login after 90+ day inactivity, then immediate disable (defense evasion) or reactivation of long-dormant users",CIS,CIS/1.5,APPLIES,CIS control CIS/1.5 found in CIS-aws,"[CIS-aws 1.5] Ensure to create IAM roles for Backup — An AWS Identity and Access Management (IAM) role is similar to a user, in that it is an AWS identity with permissions policies that determine what the identity can and cannot do in AWS. However, inste",aws.iam.user.mfa_enabled_console_access (shared:console); aws.iam.user.console_password_present_only_if_required (shared:console); aws.iam.user.console_access_unused_configured (shared:console); aws.iam.resource.console_mfa_enabled (shared:console); aws.iam.cloudtrail.update_login_profile (shared:login),GENUINELY_NEW
aws,aws.iam.activity_log.deactivate_mfa,ciem,Detect MFA deactivation during active console session and console session lock evasion via credential reuse.,NIST_800_171,NIST_800_171/3.1.10,APPLIES,NIST_800_171 is cross-CSP,,"aws.iam.cloudtrail.deactivate_mfa_device (shared:deactivate,mfa); aws.iam.user.mfa_required (shared:mfa); aws.iam.user.mfa_enabled_console_access (shared:mfa); aws.iam.user.hardware_mfa_enabled (shared:mfa); aws.iam.timestream_access_control_and_mfa_enforcement.timestream_access_control_mfa_enforcement_configured (shared:mfa)",AMBIGUOUS
aws,aws.iam.activity_log.delete_policy_version,ciem,Detect attempts to weaken IAM policy by deleting a policy version and attempts to disable CloudTrail logging to evade monitoring of corrective actions,NIST_800_171,NIST_800_171/3.12.2,APPLIES,NIST_800_171 is cross-CSP,,"aws.iam.cloudtrail.set_default_policy_version (shared:policy,version); aws.iam.cloudtrail.org_delete_policy (shared:delete,policy); aws.iam.cloudtrail.delete_policy (shared:delete,policy); aws.iam.cloudtrail.delete_account_password_policy (shared:delete,policy); aws.iam.cloudtrail.create_policy_version (shared:policy,version)",AMBIGUOUS
aws,aws.iam.activity_log.failed_auth_attempts,ciem,Detect multiple failed IAM authentication attempts and console sign-in failures within a short timeframe.,NIST_800_171,NIST_800_171/3.1.8,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
aws,aws.iam.activity_log.guest_user_creation,ciem,Detect creation of new guest users (federated/SSO) and subsequent privilege escalation attempts.,CIS,CIS/5.3.2,MISMATCH,"CIS control CIS/5.3.2 found in ['alicloud', 'azure', 'gcp', 'k8s'] but not aws",,aws.iam.role.no_user_managed_long_lived_keys_configured (shared:user); aws.iam.role.creation_monitored (shared:creation); aws.iam.no_guest_accounts_with_permissions.no_guest_accounts_with_permissions_configured (shared:guest); aws.iam.cloudtrail.remove_user_from_group (shared:user); aws.iam.cloudtrail.put_user_policy (shared:user),FRAMEWORK_MISMATCH
aws,aws.iam.activity_log.replay_attempt,ciem,Detect replay attempts via duplicate or out-of-sequence authentication events and anomalous multi-step authentication chains.,NIST_800_171,NIST_800_171/3.5.4,APPLIES,NIST_800_171 is cross-CSP,,,GENUINELY_NEW
aws,aws.iam.activity_log.role_assignment_modify,ciem,Detect IAM role assignment changes and suspicious chains that may bypass periodic review,CIS,CIS/5.3.7,AMBIGUOUS,"generic CIS, control CIS/5.3.7 not found in any CIS benchmark",,aws.iam.support.role_created_configured (shared:role); aws.iam.instanceprofile.role_policies_least_privilege (shared:role); aws.iam.instanceprofile.role_enabled (shared:role); aws.iam.cloudtrail.sts_assume_role_with_web_identity (shared:role); aws.iam.cloudtrail.sts_assume_role_with_saml (shared:role),GENUINELY_NEW
aws,aws.iam.audit.delete_malware_protection_role,ciem,Detect attempts to disable or circumvent AWS GuardDuty malware protection or delete associated IAM roles.; Detect attempts to disable or circumvent Gu,CANADA_PBMM,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(7),APPLIES,CANADA_PBMM is cross-CSP,,"aws.iam.cloudtrail.delete_role (shared:delete,role); aws.iam.support.role_created_configured (shared:role); aws.iam.instanceprofile.role_policies_least_privilege (shared:role); aws.iam.instanceprofile.role_enabled (shared:role); aws.iam.cloudtrail.sts_assume_role_with_web_identity (shared:role)",AMBIGUOUS
aws,aws.iam.audit.user_access_review_override,ciem,Detect IAM user access review overrides and chained actions to evade privilege removal after review deadlines,PCI_DSS,PCI_DSS/7.2.4,APPLIES,PCI_DSS is cross-CSP,,aws.iam.user.single_active_access_key_configured (shared:access); aws.iam.user.single_active_access_key_audit_configured (shared:access); aws.iam.user.mfa_enabled_console_access (shared:access); aws.iam.user.console_access_unused_configured (shared:access); aws.iam.user.access_keys_rotated_90_days_or_less_when_present (shared:access),GENUINELY_NEW
