catalog_rule_id,service,category,provider_service,catalog_compliance_ids,has_compliance_ids,ciem_rule_id,confidence,reasoning,ciem_title,ciem_threat_category,ciem_service,ciem_compliance_ids,candidate_count,error
aws.systems_manager.baseline.parameters_set,systems_manager,configuration_management,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule 'aws.systems_manager.baseline.parameters_set' appears to check for baseline SSM parameters being properly configured, but none of the CIEM candidates detect the absence or misconfiguration of baseline parameters—they only monitor specific API actions like PutParameter or DeleteParam",,,,,20,
aws.systems_manager.document.access_rbac_least_privilege,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule directly detects Systems Manager document RBAC least privilege violations via CloudTrail events.,,,,,20,
aws.systems_manager.document.change_audit_logging_enabled,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule is for AWS Systems Manager document change audit logging, while all CIEM candidates are for EKS Kubernetes audit events, covering completely different AWS services and security controls.",,,,,20,
aws.systems_manager.document.storage_encrypted_and_private,systems_manager,dr,"boto3.client(""systems_manager"")",,no,,none,"No CIEM rule detects encryption or privacy violations specifically for Systems Manager documents, as all candidates focus on other services like S3, CloudTrail, ALB, or general encryption downgrades.",,,,,20,
aws.systems_manager.maintenance_window.execution_roles_least_privilege,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,"No CIEM rule directly detects AWS Systems Manager maintenance window execution role privilege violations, as all candidates focus on general IAM role changes rather than SSM-specific maintenance window role configurations.",,,,,20,
aws.systems_manager.maintenance_window.window_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule checks for the existence of Systems Manager maintenance windows (static configuration), while all CIEM candidates monitor runtime events like ALB access patterns, IAM activities, or CloudTrail API calls, none of which detect missing maintenance window definitions.",,,,,20,
aws.systems_manager.patch_baseline.approval_rules_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects patch baseline approval rule configuration changes or violations.,,,,,20,
aws.systems_manager.patch_baseline.baseline_defined_for_os_families,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects missing patch baseline configuration for OS families in AWS Systems Manager.,,,,,20,
aws.systems_manager.patch_baseline.exemptions_have_expiry_and_owner,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule checks for static configuration of AWS Systems Manager patch baseline exemptions, while all provided CIEM candidates monitor runtime events like ALB logs or IAM/CloudTrail activities, which are unrelated.",,,,,20,
aws.systems_manager.patch_baseline.maintenance_windows_configured,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule checks for patch baseline maintenance window configuration, while all CIEM candidates monitor ALB logs, correlation events, or admin API calls unrelated to Systems Manager patch management.",,,,,20,
aws.systems_manager.patch_baseline.required_controls_present,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,"The catalog rule checks for required controls in Systems Manager patch baselines (static configuration), while all CIEM candidates monitor runtime events like ALB logs, WAF blocks, or IAM activities, none of which detect missing patch baseline controls.",,,,,20,
aws.systems_manager.patch_group.approval_rules_defined,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects Systems Manager patch group approval rule configuration changes or violations.,,,,,20,
aws.systems_manager.patch_group.baseline_defined_for_os_families,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects Systems Manager patch group or baseline configuration events related to OS family patch compliance.,,,,,20,
aws.systems_manager.patch_group.maintenance_windows_configured,systems_manager,vuln,"boto3.client(""systems_manager"")",,no,,none,No CIEM rule in the provided list detects Systems Manager patch group or maintenance window configuration events.,,,,,20,
"dynamodb.table.encryption.enabled,.cloudtrail.kms.encryption.enabled,.sagemaker.notebook.instance.encryption.enabled,.cloudwatch.log.group.kms.encryption.enabled,.s3.bucket.kms.encryption,.eks.cluster.kms.cmk.encryption.in.secrets.enabled,.rds.snapshots.encrypted,.s3.bucket.default.encryption,.efs.encryption.at.rest.enabled,.ec2.ebs.default.encryption,.opensearch.service.domains.encryption.at.rest.enabled,.sns.topics.kms.encryption.at.rest.enabled,.dynamodb.accelerator.cluster.encryption.enabled,.dynamodb.tables.kms.cmk.encryption.enabled,.ec2.ebs.volume.encryption,.rds.instance.storage.encrypted,.redshift.cluster.audit.logging",table,security,"boto3.client(""table"")",pci_dss_v4_multi_cloud_3.4.1_0039,yes,,none,"The catalog rule requires encryption at rest for multiple AWS services, while all CIEM candidates detect table operations, data destruction, or other events unrelated to encryption configuration.",,,,,10,
"dynamodb.table.encryption.enabled,.cloudtrail.kms.encryption.enabled,.sagemaker.notebook.instance.encryption.enabled,.cloudwatch.log.group.kms.encryption.enabled,.s3.bucket.kms.encryption,.eks.cluster.kms.cmk.encryption.in.secrets.enabled,.rds.snapshots.encrypted,.s3.bucket.default.encryption,.efs.encryption.at.rest.enabled,.ec2.ebs.default.encryption,.opensearch.service.domains.encryption.at.rest.enabled,.sns.topics.kms.encryption.at.rest.enabled,.dynamodb.accelerator.cluster.encryption.enabled,.dynamodb.tables.kms.cmk.encryption.enabled,.ec2.ebs.volume.encryption,.rds.instance.storage.encrypted,.redshift.cluster.audit.logging,.opensearch.service.domains.audit.logging.enabled,.elb.logging.enabled,.elbv2.logging.enabled,.apigateway.restapi.logging.enabled,.cloudtrail.multi.region.enabled,.wafv2.web.acl.logging.enabled,.cloudtrail.cloudwatch.logging.enabled",table,security,"boto3.client(""table"")",pci_dss_v4_multi_cloud_3.4.2_0040,yes,,none,"The catalog rule requires encryption and logging for multiple AWS services, but all CIEM candidates only detect specific table modification or deletion events, not the absence of encryption or logging configurations.",,,,,10,
dynamodb.tables.kms.cmk.encryption.enabled,tables,security,"boto3.client(""tables"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,,none,"No CIEM rule directly detects when a DynamoDB table is created or modified without KMS CMK encryption enabled, which is the static configuration requirement.",,,,,20,
sns.topics.kms.encryption.at.rest.enabled,topics,security,"boto3.client(""topics"")",gdpr_multi_cloud_Article_32_Security_of_processing_0003;hipaa_multi_cloud_164_308_a_1_ii_b_0002;hipaa_multi_cloud_164_308_a_4_ii_a_0009;hipaa_multi_cloud_164_312_a_2_iv_0025;hipaa_multi_cloud_164_312_e_2_ii_0032,yes,,none,"No CIEM rule detects SNS topic creation or modification without KMS encryption, which is required for the catalog rule about SNS topics having encryption at rest enabled.",,,,,20,
aws.transfer.server_in_transit_encryption_enabled,transfer,,"boto3.client(""transfer"")",iso27001_2022_multi_cloud_A.8.12_0067; iso27001_2022_multi_cloud_A.8.24_0080; soc2_multi_cloud_cc_6_7_0013,yes,,none,"No CIEM rule detects AWS Transfer Server in-transit encryption configuration changes or violations, as all candidates focus on other services like CloudTrail, S3, ALB, or transit gateways.",,,,,20,
aws.transfer.server_in_transit_encryption_enabled:nan,transfer,,"boto3.client(""transfer"")",,no,,none,"No CIEM rule detects AWS Transfer Server in-transit encryption being disabled or modified, as all candidates focus on other services (S3, CloudTrail, ALB, Transit Gateway) or general encryption downgrades not specific to Transfer.",,,,,20,
iam.user.accesskey.unused,user,security,"boto3.client(""user"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_3_ii_b_0006;hipaa_multi_cloud_164_308_a_4_ii_c_0011;hipaa_multi_cloud_164_308_a_5_ii_d_0014,yes,,none,"No CIEM rule detects unused IAM user access keys, as all candidates focus on user creation, deletion, policy changes, or MFA events rather than monitoring access key inactivity.",,,,,20,
iam.user.console.access.unused,user,security,"boto3.client(""user"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_3_ii_b_0006;hipaa_multi_cloud_164_308_a_4_ii_c_0011;hipaa_multi_cloud_164_308_a_5_ii_d_0014,yes,,none,"No CIEM rule detects unused console access, as all candidates monitor user creation/modification/deletion events rather than login inactivity.",,,,,20,
iam.user.mfa.enabled.console.access,user,security,"boto3.client(""user"")",gdpr_multi_cloud_Article_25_Data_protection_by_design_and_by_defaul_0001;hipaa_multi_cloud_164_308_a_3_ii_a_0005;hipaa_multi_cloud_164_312_a_1_0022;hipaa_multi_cloud_164_312_d_0029;pci_dss_v4_multi_cloud_8.3.11_0112;pci_dss_v4_multi_cloud_8.3.3_0107;pci_dss_v4_multi_cloud_8.3.4_0108;pci_dss_v4_multi_cloud_8.3.7_0109;pci_dss_v4_multi_cloud_8.3.8_0110;pci_dss_v4_multi_cloud_8.3.9_0111;pci_dss_v4_multi_cloud_8.6.1_0117;pci_dss_v4_multi_cloud_8.6.3_0118,yes,,none,"No CIEM rule detects console login without MFA, which is what the catalog rule 'iam.user.mfa.enabled.console.access' requires.",,,,,20,
aws.vpc.network.security_check:aws.vpc.security_group.dns_hostnames_and_support_configured,vpc,,"boto3.client(""ec2"")",cis_aws_aws_8.2_0064,yes,,none,"No CIEM rule in the list detects configuration changes or events related to DNS hostnames and DNS support settings in VPCs, which is what the catalog rule checks.",,,,,20,
aws.vpc.network_acl.route_tables_no_unintended_internet_paths,vpc,network,"boto3.client(""ec2"")",,no,,none,"No CIEM rule directly detects unintended internet paths in route tables or network ACLs, as the catalog rule focuses on static configuration analysis while the CIEM candidates only detect creation/modification events of network components.",,,,,20,
aws.vpc.vpn_connection.flow_logs_enabled,vpc,network,"boto3.client(""ec2"")",,no,,none,"No CIEM rule detects the static configuration state of VPN connection flow logs being disabled, only deletion events or traffic analysis.",,,,,20,
aws.vpc.vpn_gateway.flow_logs_enabled,vpc,network,"boto3.client(""ec2"")",,no,,none,"The catalog rule checks for VPN Gateway flow logs being statically enabled, while all CIEM candidates detect either flow log analysis or deletion events, not the absence of flow log configuration.",,,,,20,
aws.vpc_flow_logs.flow_log.alerts_for_anomalies_configured,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,,none,"The catalog rule requires configuration of flow log anomaly alerts, while all CIEM candidates detect specific network security events using existing flow logs rather than verifying alert configuration.",,,,,20,
aws.vpc_flow_logs.flow_log.ids_ips_enabled_where_supported,vpc_flow_logs,network,"boto3.client(""vpc_flow_logs"")",,no,,none,"The catalog rule requires IDS/IPS enabled on flow logs, but all CIEM candidates detect specific network threats using existing flow logs rather than monitoring whether IDS/IPS features are configured.",,,,,20,
athena.workgroup.encryption,workgroup,security,"boto3.client(""workgroup"")",pci_dss_v4_multi_cloud_3.5.1.2_0042,yes,,none,No CIEM rule detects Athena workgroup encryption configuration changes or encryption disablement events.,,,,,20,
aws.workspaces.volume.encryption_enabled:nan,workspaces,,"boto3.client(""workspaces"")",,no,,none,"No CIEM rule detects encryption being disabled on AWS WorkSpaces volumes, as all encryption-related rules focus on S3, CloudTrail, or general correlation patterns not specific to WorkSpaces.",,,,,20,
aws.workspaces.vpc_2private_1public_subnets_nat,workspaces,,"boto3.client(""workspaces"")",iso27001_2022_multi_cloud_A.8.20_0076; iso27001_2022_multi_cloud_A.8.21_0077; iso27001_2022_multi_cloud_A.8.22_0078,yes,,none,"The catalog rule requires a specific Workspaces VPC configuration (2 private, 1 public subnets with NAT), while all CIEM candidates only detect creation/deletion events of network components without validating the required architectural pattern.",,,,,20,
aws.workspaces.vpc_2private_1public_subnets_nat:nan,workspaces,,"boto3.client(""workspaces"")",,no,,none,No CIEM rule detects the specific Workspaces VPC subnet configuration requirement of 2 private and 1 public subnets with NAT.,,,,,20,
