rule_id,source_category,service,severity,check_type,title,description,threat_category,aws_mapped_compliance_ids,compliance_frameworks_list,source_file
aws.compute.cloudtrail.lambda_delete_function,compute,compute,medium,log,Compute: Lambda Delete Function,Lambda function deleted.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,compute/aws.compute.cloudtrail.lambda_delete_function.yaml
aws.compute.cloudtrail.lambda_update_function_code,compute,compute,high,log,Compute: Lambda Update Function Code,Lambda function code updated via cloud admin API — existing function logic replaced.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,compute/aws.compute.cloudtrail.lambda_update_function_code.yaml
aws.compute.cloudtrail.lambda_update_function_configuration,compute,compute,high,log,Compute: Lambda Update Function Configuration,Lambda function configuration updated — execution environment modified via cloud admin API.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,compute/aws.compute.cloudtrail.lambda_update_function_configuration.yaml
aws.compute.cloudtrail.lightsail_create_instance,compute,compute,medium,log,Compute: Lightsail Create Instance,Lightsail instance created — VPS provisioned; possible rogue compute for C2.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,compute/aws.compute.cloudtrail.lightsail_create_instance.yaml
aws.compute.cloudtrail.lightsail_create_key_pair,compute,compute,high,log,Compute: Lightsail Create Key Pair,Lightsail key pair created — SSH credential established for persistent VPS access.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,compute/aws.compute.cloudtrail.lightsail_create_key_pair.yaml
aws.container.cloudtrail.ecr_image_push,container,container,medium,log,Container: Ecr Image Push,Container image pushed to ECR — new image version deployed to registry.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.ecr_image_push.yaml
aws.container.cloudtrail.ecr_repo_deleted,container,container,high,log,Container: Ecr Repo Deleted,ECR container repository deleted — all images in repository destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.ecr_repo_deleted.yaml
aws.container.cloudtrail.ecs_cluster_deleted,container,container,high,log,Container: ECS Cluster Deleted,ECS cluster deleted — all services and tasks terminated.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.ecs_cluster_deleted.yaml
aws.container.cloudtrail.ecs_exec_command,container,container,high,log,Container: ECS Exec Command,ECS Exec command executed — direct shell access via container CLI/API obtained.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.ecs_exec_command.yaml
aws.container.cloudtrail.ecs_task_def_host_network,container,container,high,log,Container: ECS Task Def Host Network,ECS task definition uses host network — container has access to host network stack.,lateral_movement,cis_aws_v3_5.1;cis_aws_v3_5.2;cis_aws_v3_5.3;cis_azure_v2_6.1;cis_azure_v2_6.2;nist_800_53_r5_SC-7;nist_800_53_r5_AC-4;nist_800_53_r5_SI-3;pci_dss_v4_1.2;pci_dss_v4_1.3;pci_dss_v4_7.2;iso_27001_2022_A.8.20;iso_27001_2022_A.8.22;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.ecs_task_def_host_network.yaml
aws.container.cloudtrail.eks_access_entry_created,container,container,medium,log,Container: EKS Access Entry Created,EKS access entry created — IAM principal granted Kubernetes access.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.eks_access_entry_created.yaml
aws.container.cloudtrail.eks_nodegroup_created,container,container,medium,log,Container: EKS Nodegroup Created,EKS node group created — new compute capacity added to cluster.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.eks_nodegroup_created.yaml
aws.container.cloudtrail.eks_rbac_binding_created,container,container,high,log,Container: EKS Rbac Binding Created,EKS RBAC binding created — container cluster role assigned to subject.,privilege_escalation,cis_aws_v3_1.1;cis_aws_v3_1.16;cis_aws_v3_1.17;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_3.1;nist_800_53_r5_AC-2;nist_800_53_r5_AC-3;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;pci_dss_v4_7.1;pci_dss_v4_7.2;pci_dss_v4_8.2;iso_27001_2022_A.5.18;iso_27001_2022_A.8.2;iso_27001_2022_A.8.3,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.cloudtrail.eks_rbac_binding_created.yaml
aws.container.eks_audit.pod_exec,container,container,high,log,Container: Pod Exec,kubectl exec in pod detected — direct shell access via Kubernetes container CLI.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.eks_audit.pod_exec.yaml
aws.container.eks_audit.secrets_accessed,container,container,high,log,Container: Secrets Accessed,Multiple Kubernetes Secrets accessed — bulk credential retrieval from cluster.,credential_access,cis_aws_v3_1.14;cis_aws_v3_1.19;cis_aws_v3_2.1;cis_azure_v2_1.3;cis_azure_v2_1.4;cis_azure_v2_8.1;nist_800_53_r5_IA-5;nist_800_53_r5_IA-8;nist_800_53_r5_SC-28;pci_dss_v4_8.2;pci_dss_v4_8.3;pci_dss_v4_8.6;iso_27001_2022_A.8.5;iso_27001_2022_A.9.4;iso_27001_2022_A.9.2,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,container/aws.container.eks_audit.secrets_accessed.yaml
aws.datasec.correlation.cloudtrail.glue_job_started,datasec,datasec,medium,log,Data Security: Glue Job Started,AWS Glue ETL job started — data processing workload executed.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,datasec/aws.datasec.correlation.cloudtrail.glue_job_started.yaml
aws.datasec.correlation.cloudtrail.rds_query_activity,datasec,datasec,medium,log,Data Security: RDS Query Activity,RDS query activity log event — database query recorded.,discovery,,,datasec/aws.datasec.correlation.cloudtrail.rds_query_activity.yaml
aws.datasec.correlation.cloudtrail.s3_delete_object,datasec,datasec,medium,log,Data Security: S3 Delete Object,S3 object deleted.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,datasec/aws.datasec.correlation.cloudtrail.s3_delete_object.yaml
aws.datasec.correlation.mass_download,datasec,datasec,high,log_correlation,Correlation: Mass Download,Mass download of data detected — large-scale bulk data access in progress.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,datasec/aws.datasec.correlation.mass_download.yaml
aws.datasec.correlation.residency_violation,datasec,datasec,high,log_correlation,Correlation: Residency Violation,Data residency violation — data transferred to non-compliant region or account.,data_exfiltration,cis_aws_v3_2.7;cis_aws_v3_3.7;cis_azure_v2_3.1;cis_azure_v2_5.2;nist_800_53_r5_SC-7;nist_800_53_r5_SC-28;nist_800_53_r5_AC-4;pci_dss_v4_3.2;pci_dss_v4_4.1;pci_dss_v4_10.2;iso_27001_2022_A.8.12;iso_27001_2022_A.8.20;iso_27001_2022_A.5.14,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,datasec/aws.datasec.correlation.residency_violation.yaml
aws.devops.cloudtrail.cfn_create_stack,devops,devops,medium,log,DevOps: Cfn Create Stack,CloudFormation stack created — infrastructure deployed via IaC template.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.cfn_create_stack.yaml
aws.devops.cloudtrail.cfn_delete_stack,devops,devops,high,log,DevOps: Cfn Delete Stack,CloudFormation stack deleted — all resources in stack destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.cfn_delete_stack.yaml
aws.devops.cloudtrail.cfn_execute_change_set,devops,devops,medium,log,DevOps: Cfn Execute Change Set,CloudFormation change set executed — infrastructure modified.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.cfn_execute_change_set.yaml
aws.devops.cloudtrail.cfn_update_stack,devops,devops,medium,log,DevOps: Cfn Update Stack,CloudFormation stack updated — infrastructure configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.cfn_update_stack.yaml
aws.devops.cloudtrail.codebuild_create_project,devops,devops,low,log,DevOps: Codebuild Create Project,CodeBuild project created — CI/CD build environment established.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codebuild_create_project.yaml
aws.devops.cloudtrail.codebuild_start_build,devops,devops,medium,log,DevOps: Codebuild Start Build,CodeBuild build started — CI/CD build pipeline executed.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codebuild_start_build.yaml
aws.devops.cloudtrail.codebuild_update_project,devops,devops,medium,log,DevOps: Codebuild Update Project,CodeBuild project updated — build configuration or environment changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codebuild_update_project.yaml
aws.devops.cloudtrail.codedeploy_create_application,devops,devops,low,log,DevOps: Codedeploy Create Application,CodeDeploy application created — deployment target defined.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codedeploy_create_application.yaml
aws.devops.cloudtrail.codedeploy_create_deployment,devops,devops,medium,log,DevOps: Codedeploy Create Deployment,CodeDeploy deployment created — application version deployed to targets.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codedeploy_create_deployment.yaml
aws.devops.cloudtrail.codepipeline_create_pipeline,devops,devops,medium,log,DevOps: Codepipeline Create Pipeline,CodePipeline created — CI/CD automation workflow established.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codepipeline_create_pipeline.yaml
aws.devops.cloudtrail.codepipeline_put_action_revision,devops,devops,low,log,DevOps: Codepipeline Put Action Revision,CodePipeline action revision updated — pipeline artifact version changed.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codepipeline_put_action_revision.yaml
aws.devops.cloudtrail.codepipeline_update_pipeline,devops,devops,medium,log,DevOps: Codepipeline Update Pipeline,CodePipeline updated — pipeline configuration changed.,defense_evasion,cis_aws_v3_3.1;cis_aws_v3_3.2;cis_aws_v3_3.3;cis_aws_v3_3.4;cis_azure_v2_5.1;cis_azure_v2_5.2;cis_azure_v2_5.3;nist_800_53_r5_AU-2;nist_800_53_r5_AU-6;nist_800_53_r5_AU-12;nist_800_53_r5_SI-4;pci_dss_v4_10.1;pci_dss_v4_10.2;pci_dss_v4_10.3;iso_27001_2022_A.8.15;iso_27001_2022_A.8.16;iso_27001_2022_A.5.28,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.codepipeline_update_pipeline.yaml
aws.devops.cloudtrail.ecr_batch_delete_image,devops,devops,high,log,DevOps: Ecr Batch Delete Image,ECR images bulk deleted — container images destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.ecr_batch_delete_image.yaml
aws.devops.cloudtrail.ecr_delete_repository,devops,devops,high,log,DevOps: Ecr Delete Repository,ECR container registry deleted — all images in repository destroyed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.ecr_delete_repository.yaml
aws.devops.cloudtrail.ecr_put_image,devops,devops,medium,log,DevOps: Ecr Put Image,Container image pushed to ECR — new image uploaded; verify for malicious content.,persistence,cis_aws_v3_1.1;cis_aws_v3_1.4;cis_aws_v3_1.16;cis_azure_v2_1.1;cis_azure_v2_2.1;cis_azure_v2_2.9;nist_800_53_r5_AC-2;nist_800_53_r5_AC-6;nist_800_53_r5_IA-2;nist_800_53_r5_SC-7;pci_dss_v4_7.1;pci_dss_v4_8.2;pci_dss_v4_10.2;iso_27001_2022_A.8.2;iso_27001_2022_A.9.2;iso_27001_2022_A.5.18,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.ecr_put_image.yaml
aws.devops.cloudtrail.ssm_delete_parameter,devops,devops,medium,log,DevOps: SSM Delete Parameter,SSM Parameter Store parameter deleted — stored configuration or secret removed.,data_destruction,cis_aws_v3_2.1;cis_aws_v3_2.6;cis_aws_v3_3.1;cis_azure_v2_3.1;cis_azure_v2_7.5;nist_800_53_r5_CP-9;nist_800_53_r5_CP-10;nist_800_53_r5_SI-12;pci_dss_v4_3.2;pci_dss_v4_3.3;pci_dss_v4_12.3;iso_27001_2022_A.8.13;iso_27001_2022_A.8.14;iso_27001_2022_A.5.33,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.ssm_delete_parameter.yaml
aws.devops.cloudtrail.ssm_start_session,devops,devops,high,log,DevOps: SSM Start Session,SSM Session Manager session started — interactive shell to EC2 instance via cloud service.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,devops/aws.devops.cloudtrail.ssm_start_session.yaml
aws.dns.query_log.crypto_mining_domain,dns,dns,high,log,Route53: Crypto Mining Domain,Known crypto-mining domain queried — cryptocurrency mining activity detected.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,dns/aws.dns.query_log.crypto_mining_domain.yaml
aws.dns.query_log.crypto_mining_stratum,dns,dns,high,log,Route53: Crypto Mining Stratum,Crypto mining stratum protocol traffic — mining pool communication detected.,execution,cis_aws_v3_3.1;cis_aws_v3_5.1;cis_azure_v2_5.1;cis_azure_v2_6.1;nist_800_53_r5_CM-7;nist_800_53_r5_SI-3;nist_800_53_r5_AU-12;pci_dss_v4_6.3;pci_dss_v4_10.2;iso_27001_2022_A.8.19;iso_27001_2022_A.8.8,cis_aws_v3;cis_azure_v2;nist_800_53_r5;pci_dss_v4;iso_27001_2022,dns/aws.dns.query_log.crypto_mining_stratum.yaml
