rule_id,provider,service,category,severity,title,description,rule_type,check_type,complexity,frameworks,compliance_ids,threat_category,action_category,mitre_tactics,mitre_techniques,risk_score,domain,posture_category,source_file
gcp.logging.activity_log.audit_frequency,gcp,logging,activity_log,MEDIUM,Monitor for deviations from defined log review schedules and detect privilege escalation chains in GCP audit logs.,Monitor for deviations from defined log review schedules and detect privilege escalation chains in GCP audit logs.,ciem,log,L6_CIEM_EVENT,PCI_DSS,PCI_DSS/10.4.2.1,reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,gcp_rule_ciem/logging/gcp.logging.activity_log.audit_frequency.yaml
gcp.osconfig.audit.patch_execution,gcp,osconfig,audit,MEDIUM,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.; Flag custom image creation from extern,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.4.8;NIST_800_171/3.7.4,reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,gcp_rule_ciem/osconfig/gcp.osconfig.audit.patch_execution.yaml
gcp.osconfig.chain.auditd_evasion,gcp,osconfig,chain,HIGH,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,Detect Compute Engine auditd service manipulation and OS Config patch deployments that modify or disable auditd,ciem,log_correlation,L7_CIEM_CHAIN,CIS,CIS/5.7.2,defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,gcp_rule_ciem/osconfig/gcp.osconfig.chain.auditd_evasion.yaml
ibm.activity_log.audit.rule_deletion,ibm,activity_log,audit,MEDIUM,"Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.","Detect deletion of critical security rules (Security Groups, ACLs) in logs and chained events that disable monitoring services.",ciem,log,L6_CIEM_EVENT,PCI_DSS,PCI_DSS/10.7.1,reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_log/ibm.activity_log.audit.rule_deletion.yaml
ibm.activity_tracker.audit.log_integrity_violation,ibm,activity_tracker,audit,MEDIUM,Monitor for log export deletions or timestamp alterations in Activity Tracker,Monitor for log export deletions or timestamp alterations in Activity Tracker,ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/AU-8(1),reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.log_integrity_violation.yaml
ibm.activity_tracker.chain.replay_sequence,ibm,activity_tracker,chain,HIGH,Detect authentication replay events and suspicious sequences indicating potential replay attacks.,Detect authentication replay events and suspicious sequences indicating potential replay attacks.,ciem,log_correlation,L7_CIEM_CHAIN,NIST_800_171,NIST_800_171/3.5.4,reconnaissance,read,discovery,T1580,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.chain.replay_sequence.yaml
ibm.activity_tracker.audit.config_change,ibm,activity_tracker,audit,MEDIUM,"Detect creation of ""false positive"" notes on IBM Security Advisor findings or configuration changes to IBM Activity Tracker that could suppress vulner","Detect creation of ""false positive"" notes on IBM Security Advisor findings or configuration changes to IBM Activity Tracker that could suppress vulner",ciem,log,L6_CIEM_EVENT,PCI_DSS,PCI_DSS/6.3.1,defense_evasion,modify,defense_evasion,T1562,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.config_change.yaml
ibm.activity_tracker.audit.log_export_delete,ibm,activity_tracker,audit,HIGH,"Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.","Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.",ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/AU-9(2),defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.log_export_delete.yaml
ibm.activity_tracker.audit.retention_update,ibm,activity_tracker,audit,MEDIUM,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,Detect retention period reduction for Activity Tracker instances and multi-step log routing disruption.,ciem,log,L6_CIEM_EVENT,CIS_IBM,CIS_IBM/3.2,defense_evasion,modify,defense_evasion,T1562,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.audit.retention_update.yaml
ibm.activity_tracker.chain.log_export_delete,ibm,activity_tracker,chain,HIGH,Detect disabling of IBM Security Advisor malware detection alerts or deletion of Activity Tracker log exports containing anti-malware events.,Detect disabling of IBM Security Advisor malware detection alerts or deletion of Activity Tracker log exports containing anti-malware events.,ciem,log_correlation,L7_CIEM_CHAIN,PCI_DSS,PCI_DSS/5.3.4,defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/activity_tracker/ibm.activity_tracker.chain.log_export_delete.yaml
ibm.cloudant.audit.route_delete,ibm,cloudant,audit,HIGH,"Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.","Detect Activity Tracker instance deletion or route removal, and Cloudant database audit log configuration changes that halt log forwarding.",ciem,log,L6_CIEM_EVENT,CIS,CIS/2.1.2,defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/cloudant/ibm.cloudant.audit.route_delete.yaml
ibm.cloudant.chain.log_removal,ibm,cloudant,chain,HIGH,"Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.","Detect export or deletion of Activity Tracker events, or chained actions to remove/encrypt log data in backing stores.",ciem,log_correlation,L7_CIEM_CHAIN,CANADA_PBMM,CANADA_PBMM/AU-9(2),reconnaissance,read,discovery,T1580,75,security_posture,security_posture,ibm_rule_ciem/cloudant/ibm.cloudant.chain.log_removal.yaml
ibm.codeengine.activity_log.privileged_job_run,ibm,codeengine,activity_log,MEDIUM,Detect privileged workload creation in IKS/OpenShift and Code Engine,Detect privileged workload creation in IKS/OpenShift and Code Engine,ciem,log,L6_CIEM_EVENT,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,privilege_escalation,create,privilege_escalation,T1078,55,security_posture,security_posture,ibm_rule_ciem/codeengine/ibm.codeengine.activity_log.privileged_job_run.yaml
ibm.functions.activity_log.create_action,ibm,functions,activity_log,MEDIUM,"Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code.","Monitor creation or modification of IBM Cloud Functions actions, representing serverless mobile code.",ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.13.13,persistence,create,persistence,T1098,55,security_posture,security_posture,ibm_rule_ciem/functions/ibm.functions.activity_log.create_action.yaml
ibm.iam.activity_log.account_invite,ibm,iam,activity_log,MEDIUM,Monitor invitations of external users to the account and subsequent API key generation for them.,Monitor invitations of external users to the account and subsequent API key generation for them.,ciem,log,L6_CIEM_EVENT,CIS_IBM,CIS_IBM/1.4,persistence,create,persistence,T1098,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.account_invite.yaml
ibm.iam.activity_log.api_key_activity,ibm,iam,activity_log,MEDIUM,Detect API key usage for privileged account and virtual server login by privileged identity,Detect API key usage for privileged account and virtual server login by privileged identity,ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/IA-2(1),credential_access,read,credential_access,T1552,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.api_key_activity.yaml
ibm.iam.activity_log.excessive_failed_logins,ibm,iam,activity_log,MEDIUM,Alert on an abnormal count of failed login attempts for a user or service ID.,Alert on an abnormal count of failed login attempts for a user or service ID.,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.1.8,reconnaissance,read,discovery,T1580,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.excessive_failed_logins.yaml
ibm.iam.activity_log.login_after_inactivity,ibm,iam,activity_log,MEDIUM,"Monitor for login after >90 day inactivity, and user disable immediately following account reactivation","Monitor for login after >90 day inactivity, and user disable immediately following account reactivation",ciem,log,L6_CIEM_EVENT,CIS,CIS/1.5,reconnaissance,read,discovery,T1580,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.login_after_inactivity.yaml
ibm.iam.activity_log.replay_auth,ibm,iam,activity_log,MEDIUM,Detect authentication replay events and suspicious sequences indicating potential replay attacks.,Detect authentication replay events and suspicious sequences indicating potential replay attacks.,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.5.4,reconnaissance,read,discovery,T1580,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.replay_auth.yaml
ibm.iam.activity_log.serviceid_to_api_key,ibm,iam,activity_log,MEDIUM,Detect service ID conversions to API keys and management key rotation evasion,Detect service ID conversions to API keys and management key rotation evasion,ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/AC-6(2),credential_access,read,credential_access,T1552,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.activity_log.serviceid_to_api_key.yaml
ibm.iam.audit.disable_after_reactivation,ibm,iam,audit,HIGH,"Monitor for login after >90 day inactivity, and user disable immediately following account reactivation","Monitor for login after >90 day inactivity, and user disable immediately following account reactivation",ciem,log,L6_CIEM_EVENT,CIS,CIS/1.5,defense_evasion,delete,defense_evasion,T1562,75,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.audit.disable_after_reactivation.yaml
ibm.iam.audit.serviceid_privilege_reversion,ibm,iam,audit,MEDIUM,Detect service ID privilege reversion post-review and chained access group modifications to evade entitlement removal,Detect service ID privilege reversion post-review and chained access group modifications to evade entitlement removal,ciem,log,L6_CIEM_EVENT,PCI_DSS,PCI_DSS/7.2.4,privilege_escalation,create,privilege_escalation,T1078,55,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.audit.serviceid_privilege_reversion.yaml
ibm.iam.chain.api_key_abuse,ibm,iam,chain,HIGH,Detect disabling of IBM Security Advisor or API key abuse chains that could disrupt external threat monitoring.,Detect disabling of IBM Security Advisor or API key abuse chains that could disrupt external threat monitoring.,ciem,log_correlation,L7_CIEM_CHAIN,CIS_IBM,CIS_IBM/1.2,credential_access,read,credential_access,T1552,75,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.chain.api_key_abuse.yaml
ibm.iam.chain.evade_malware_monitoring,ibm,iam,chain,HIGH,Detect disabling of security group flow logging or IAM changes to evade IBM Security Advisor malware monitoring.,Detect disabling of security group flow logging or IAM changes to evade IBM Security Advisor malware monitoring.,ciem,log_correlation,L7_CIEM_CHAIN,CANADA_PBMM,CANADA_PBMM/SI-3(7),reconnaissance,read,discovery,T1580,75,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.chain.evade_malware_monitoring.yaml
ibm.iam.chain.modify_shield_rules,ibm,iam,chain,HIGH,Detect disabling of security group logging or IAM modifications that could bypass IBM Cloud Security & Compliance Center malware rules.,Detect disabling of security group logging or IAM modifications that could bypass IBM Cloud Security & Compliance Center malware rules.,ciem,log_correlation,L7_CIEM_CHAIN,CANADA_PBMM,CANADA_PBMM/SI-3(1),defense_evasion,modify,defense_evasion,T1562,75,identity_and_access_management,security_posture,ibm_rule_ciem/iam/ibm.iam.chain.modify_shield_rules.yaml
ibm.is.audit.virtual_server_login,ibm,is,audit,MEDIUM,Detect API key usage for privileged account and virtual server login by privileged identity,Detect API key usage for privileged account and virtual server login by privileged identity,ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/IA-2(1),reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/is/ibm.is.audit.virtual_server_login.yaml
ibm.is.instance.audit_delete_volume,ibm,is,instance,HIGH,Detect block storage volume deletion and Cloud Object Storage bucket deletion as disposal actions.,Detect block storage volume deletion and Cloud Object Storage bucket deletion as disposal actions.,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.8.3,defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/is/ibm.is.instance.audit_delete_volume.yaml
ibm.is.vpc.audit_instance_ssh,ibm,is,vpc,MEDIUM,Detect creation of IAM API keys for remote auth and SSH/RDP sessions to VPC instances for command execution.,Detect creation of IAM API keys for remote auth and SSH/RDP sessions to VPC instances for command execution.,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.1.15,reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/is/ibm.is.vpc.audit_instance_ssh.yaml
ibm.resource.audit.management_key_rotation_bypass,ibm,resource,audit,HIGH,Detect service ID conversions to API keys and management key rotation evasion,Detect service ID conversions to API keys and management key rotation evasion,ciem,log,L6_CIEM_EVENT,CANADA_PBMM,CANADA_PBMM/AC-6(2),defense_evasion,delete,defense_evasion,T1562,75,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/resource/ibm.resource.audit.management_key_rotation_bypass.yaml
ibm.schematics.audit.workspace_action,ibm,schematics,audit,MEDIUM,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,Detect custom image creation in VPC and execution of Schematics workspace actions that may deploy unverified diagnostic code.,ciem,log,L6_CIEM_EVENT,NIST_800_171,NIST_800_171/3.7.4,reconnaissance,read,discovery,T1580,55,logging_monitoring_and_alerting,security_posture,ibm_rule_ciem/schematics/ibm.schematics.audit.workspace_action.yaml
