Control_ID,Title,FedRAMP_Baseline,Automation_Type,AWS_Checks,Azure_Checks,GCP_Checks,Oracle_Checks,IBM_Checks,Alicloud_Checks,Total_Checks
AU-3 (1),Content of Audit Records | Additional Audit Information,High,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_elbv2_logging_enabled; aws_elb_logging_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_redshift_cluster_audit_logging; aws_s3_bucket_server_access_logging_enabled,azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_logging_enabled; azure_sql_instance_integration_cloudwatch_logs; azure_synapse_cluster_audit_logging; azure_storage_bucket_server_access_logging_enabled,gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_logging_enabled; gcp_sql_instance_integration_cloudwatch_logs; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_server_access_logging_enabled,oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_load_balancer_logging_enabled; oracle_load_balancer_logging_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_server_access_logging_enabled,ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_load_balancer_logging_enabled; ibm_load_balancer_logging_enabled; ibm_databases_instance_integration_cloudwatch_logs; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_server_access_logging_enabled,alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_alb_logging_enabled; alicloud_slb_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_server_access_logging_enabled,60
AU-4,Audit Log Storage Capacity,High,manual,,,,,,,0
AU-5,Response to Audit Logging Process Failures,High,manual,,,,,,,0
AU-5 (1),Response to Audit Logging Process Failures | Storage Capacity Warning,High,manual,,,,,,,0
AU-5 (2),Response to Audit Logging Process Failures | Real-time Alerts,High,manual,,,,,,,0
AU-6,"Audit Record Review, Analysis, and Reporting",High,automated,aws_cloudwatch_log_metric_filter_alarm_configured; aws_cloudwatch_log_analysis_enabled,azure_monitor_log_metric_filter_alarm_configured; azure_monitor_log_analysis_enabled,gcp_logging_log_metric_filter_alarm_configured; gcp_logging_log_analysis_enabled,oracle_logging_log_metric_filter_alarm_configured; oracle_logging_log_analysis_enabled,ibm_log_analysis_log_metric_filter_alarm_configured; ibm_log_analysis_log_analysis_enabled,alicloud_sls_log_metric_filter_alarm_configured; alicloud_sls_log_analysis_enabled,12
AU-6 (1),"Audit Record Review, Analysis, and Reporting | Automated Process Integration",High,manual,,,,,,,0
AU-6 (3),"Audit Record Review, Analysis, and Reporting | Correlate Audit Record Repositories",High,manual,,,,,,,0
AU-6 (4),"Audit Record Review, Analysis, and Reporting | Central Review and Analysis",High,manual,,,,,,,0
AU-6 (5),"Audit Record Review, Analysis, and Reporting | Integrated Analysis of Audit Records",High,manual,,,,,,,0
AU-6 (6),"Audit Record Review, Analysis, and Reporting | Correlation with Physical Monitoring",High,manual,,,,,,,0
AU-6 (7),"Audit Record Review, Analysis, and Reporting | Permitted Actions",High,manual,,,,,,,0
AU-7,Audit Record Reduction and Report Generation,High,manual,,,,,,,0
AU-7 (1),Audit Record Reduction and Report Generation | Automatic Processing,High,manual,,,,,,,0
AU-8,Time Stamps,High,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_elbv2_logging_enabled; aws_elb_logging_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_redshift_cluster_audit_logging; aws_s3_bucket_server_access_logging_enabled,azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_logging_enabled; azure_sql_instance_integration_cloudwatch_logs; azure_synapse_cluster_audit_logging; azure_storage_bucket_server_access_logging_enabled,gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_logging_enabled; gcp_sql_instance_integration_cloudwatch_logs; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_server_access_logging_enabled,oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_load_balancer_logging_enabled; oracle_load_balancer_logging_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_server_access_logging_enabled,ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_load_balancer_logging_enabled; ibm_load_balancer_logging_enabled; ibm_databases_instance_integration_cloudwatch_logs; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_server_access_logging_enabled,alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_alb_logging_enabled; alicloud_slb_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_server_access_logging_enabled,60
AU-9,Protection of Audit Information,High,automated,aws_cloudtrail_log_file_validation_enabled,azure_monitor_log_file_validation_enabled,gcp_logging_log_file_validation_enabled,oracle_audit_log_file_validation_enabled,ibm_activity_tracker_log_file_validation_enabled,alicloud_actiontrail_log_file_validation_enabled,6
AU-9 (2),Protection of Audit Information | Store on Separate Physical Systems or Components,High,automated,aws_cloudtrail_log_file_validation_enabled,azure_monitor_log_file_validation_enabled,gcp_logging_log_file_validation_enabled,oracle_audit_log_file_validation_enabled,ibm_activity_tracker_log_file_validation_enabled,alicloud_actiontrail_log_file_validation_enabled,6
AU-9 (3),Protection of Audit Information | Cryptographic Protection,High,automated,aws_cloudtrail_log_file_validation_enabled,azure_monitor_log_file_validation_enabled,gcp_logging_log_file_validation_enabled,oracle_audit_log_file_validation_enabled,ibm_activity_tracker_log_file_validation_enabled,alicloud_actiontrail_log_file_validation_enabled,6
AU-9 (4),Protection of Audit Information | Access by Subset of Privileged Users,High,automated,aws_cloudtrail_log_file_validation_enabled,azure_monitor_log_file_validation_enabled,gcp_logging_log_file_validation_enabled,oracle_audit_log_file_validation_enabled,ibm_activity_tracker_log_file_validation_enabled,alicloud_actiontrail_log_file_validation_enabled,6
AU-10,Non-repudiation,High,manual,,,,,,,0
AU-11,Audit Record Retention,High,manual,,,,,,,0
AU-12,Audit Record Generation,High,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_elbv2_logging_enabled; aws_elb_logging_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_redshift_cluster_audit_logging; aws_s3_bucket_server_access_logging_enabled,azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_logging_enabled; azure_sql_instance_integration_cloudwatch_logs; azure_synapse_cluster_audit_logging; azure_storage_bucket_server_access_logging_enabled,gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_logging_enabled; gcp_sql_instance_integration_cloudwatch_logs; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_server_access_logging_enabled,oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_load_balancer_logging_enabled; oracle_load_balancer_logging_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_server_access_logging_enabled,ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_load_balancer_logging_enabled; ibm_load_balancer_logging_enabled; ibm_databases_instance_integration_cloudwatch_logs; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_server_access_logging_enabled,alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_alb_logging_enabled; alicloud_slb_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_server_access_logging_enabled,60
AU-12 (1),Audit Record Generation | System-wide and Time-correlated Audit Trail,High,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_elbv2_logging_enabled; aws_elb_logging_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_redshift_cluster_audit_logging; aws_s3_bucket_server_access_logging_enabled,azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_logging_enabled; azure_sql_instance_integration_cloudwatch_logs; azure_synapse_cluster_audit_logging; azure_storage_bucket_server_access_logging_enabled,gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_logging_enabled; gcp_sql_instance_integration_cloudwatch_logs; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_server_access_logging_enabled,oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_load_balancer_logging_enabled; oracle_load_balancer_logging_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_server_access_logging_enabled,ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_load_balancer_logging_enabled; ibm_load_balancer_logging_enabled; ibm_databases_instance_integration_cloudwatch_logs; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_server_access_logging_enabled,alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_alb_logging_enabled; alicloud_slb_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_server_access_logging_enabled,60
AU-12 (3),Audit Record Generation | Changes by Authorized Individuals,High,automated,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_elbv2_logging_enabled; aws_elb_logging_enabled; aws_rds_instance_integration_cloudwatch_logs; aws_redshift_cluster_audit_logging; aws_s3_bucket_server_access_logging_enabled,azure_api_management_restapi_logging_enabled; azure_monitor_multi_region_enabled; azure_monitor_s3_dataevents_read_enabled; azure_monitor_s3_dataevents_write_enabled; azure_monitor_cloudwatch_logging_enabled; azure_load_balancer_logging_enabled; azure_load_balancer_logging_enabled; azure_sql_instance_integration_cloudwatch_logs; azure_synapse_cluster_audit_logging; azure_storage_bucket_server_access_logging_enabled,gcp_api_gateway_restapi_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_s3_dataevents_read_enabled; gcp_logging_s3_dataevents_write_enabled; gcp_logging_cloudwatch_logging_enabled; gcp_load_balancing_logging_enabled; gcp_load_balancing_logging_enabled; gcp_sql_instance_integration_cloudwatch_logs; gcp_bigquery_cluster_audit_logging; gcp_storage_bucket_server_access_logging_enabled,oracle_api_gateway_restapi_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_s3_dataevents_read_enabled; oracle_audit_s3_dataevents_write_enabled; oracle_audit_cloudwatch_logging_enabled; oracle_load_balancer_logging_enabled; oracle_load_balancer_logging_enabled; oracle_database_instance_integration_cloudwatch_logs; oracle_autonomous_dw_cluster_audit_logging; oracle_object_storage_bucket_server_access_logging_enabled,ibm_api_connect_restapi_logging_enabled; ibm_activity_tracker_multi_region_enabled; ibm_activity_tracker_s3_dataevents_read_enabled; ibm_activity_tracker_s3_dataevents_write_enabled; ibm_activity_tracker_cloudwatch_logging_enabled; ibm_load_balancer_logging_enabled; ibm_load_balancer_logging_enabled; ibm_databases_instance_integration_cloudwatch_logs; ibm_db2_warehouse_cluster_audit_logging; ibm_cos_bucket_server_access_logging_enabled,alicloud_api_gateway_restapi_logging_enabled; alicloud_actiontrail_multi_region_enabled; alicloud_actiontrail_s3_dataevents_read_enabled; alicloud_actiontrail_s3_dataevents_write_enabled; alicloud_actiontrail_cloudwatch_logging_enabled; alicloud_alb_logging_enabled; alicloud_slb_logging_enabled; alicloud_rds_instance_integration_cloudwatch_logs; alicloud_analyticdb_cluster_audit_logging; alicloud_oss_bucket_server_access_logging_enabled,60
CA-1,Policy and Procedures,High,manual,,,,,,,0
CA-2,Control Assessments,High,automated,aws_guardduty_is_enabled; aws_securityhub_enabled,azure_security_center_is_enabled; azure_security_center_enabled,gcp_security_command_center_is_enabled; gcp_security_command_center_enabled,oracle_cloud_guard_is_enabled; oracle_cloud_guard_enabled,ibm_security_advisor_is_enabled; ibm_security_advisor_enabled,alicloud_threat_detection_is_enabled; alicloud_security_center_enabled,12
CA-2 (1),Control Assessments | Independent Assessors,High,automated,aws_guardduty_is_enabled; aws_securityhub_enabled,azure_security_center_is_enabled; azure_security_center_enabled,gcp_security_command_center_is_enabled; gcp_security_command_center_enabled,oracle_cloud_guard_is_enabled; oracle_cloud_guard_enabled,ibm_security_advisor_is_enabled; ibm_security_advisor_enabled,alicloud_threat_detection_is_enabled; alicloud_security_center_enabled,12
