csp,total_mapped_functions,total_needs_development
rbi_bank_multi_cloud_4.3_0018,23100209,2151550000
rbi_bank_multi_cloud_5.1_0019,53305015,1416350000
rbi_bank_multi_cloud_5.2_0020,21503012,19410150000
rbi_bank_multi_cloud_6.1_0021,51605014,109690000
rbi_bank_multi_cloud_6.2_0022,3260309,93200000
rbi_bank_multi_cloud_7.1_0023,2230206,70170000
rbi_bank_multi_cloud_8.1_0024,30503010,108470000
rbi_bank_multi_cloud_8.2_0025,2030206,913180000
rbi_bank_multi_cloud_9.1_0026,33150209,17013140000
rbi_bank_multi_cloud_9.3_0027,5290109,6800000
rbi_nbfc_multi_cloud_2.10_0014,2120309,83450000
rbi_nbfc_multi_cloud_2.11_0015,1120209,510150000
rbi_nbfc_multi_cloud_2.5_0009,981901012,72850000
rbi_nbfc_multi_cloud_2.6_0010,31704010,11560000
rbi_nbfc_multi_cloud_2.7_0011,2040107,533140000
rbi_nbfc_multi_cloud_2.8_0012,231002010,2121550000
rbi_nbfc_multi_cloud_2.9_0013,42705011,13811210000
rbi_nbfc_multi_cloud_3.1_0017,4020309,1413350000
rbi_nbfc_multi_cloud_3.2_0018,3040306,283160000
rbi_nbfc_multi_cloud_3.3_0019,2040209,533140000
rbi_nbfc_multi_cloud_3.4_0020,51605014,109690000
rbi_nbfc_multi_cloud_3.5_0021,24205011,20810310000
rbi_nbfc_multi_cloud_5.3_0027,3260309,93200000
rbi_nbfc_multi_cloud_7.2_0034,36180209,1781640000
rbi_nbfc_multi_cloud_7.3_0035,3140309,109490000
rbi_nbfc_multi_cloud_7.5_0037,3330308,1414280000
soc2_multi_cloud_a1_1_0024,72809021,1412110000
soc2_multi_cloud_a1_2_0025,1126011031,20616140000
soc2_multi_cloud_cc_1_3_0001,2514015058,7527220000
soc2_multi_cloud_cc_2_1_0002,20206044,1359280000
soc2_multi_cloud_cc_3_1_0003,202024050,741900001
soc2_multi_cloud_cc_3_2_0004,302030066,762500001
soc2_multi_cloud_cc_3_3_0005,1021014045,039280000
soc2_multi_cloud_cc_3_4_0006,1090206,450220000
soc2_multi_cloud_cc_4_2_0007,209028061,5225220001
soc2_multi_cloud_cc_5_2_0008,40202047,1709280000
soc2_multi_cloud_cc_6_1_0009,1310608,8015240000
soc2_multi_cloud_cc_6_2_0010,111010023,772570000
soc2_multi_cloud_cc_6_3_0011,111203019,712210000
soc2_multi_cloud_cc_6_6_0012,83509054,16729540000
soc2_multi_cloud_cc_6_7_0013,541015045,17927180000
soc2_multi_cloud_cc_6_8_0014,109028060,5325220001
soc2_multi_cloud_cc_7_1_0015,209030065,7725220001
soc2_multi_cloud_cc_7_2_0016,827032083,23428330000
soc2_multi_cloud_cc_7_3_0017,9214031091,25938330000
soc2_multi_cloud_cc_7_4_0018,821013059,22718290000
soc2_multi_cloud_cc_7_5_0019,92007019,1221010000
soc2_multi_cloud_cc_8_1_0020,10903028,4512220000
soc2_multi_cloud_cc_a_1_1_0021,1927051088,17928330000
soc2_multi_cloud_cc_c_1_1_0022,11306013,94120000
soc2_multi_cloud_cc_c_1_2_0023,32107018,13116230000
