id,title,final_approach,program_name,source
5.1.2,Ensure immutability for Backup vaults is Enabled,Automated,azure_dataprotection_backup_vault_immutability_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.3,Ensure backup data in Backup vaults is encrypted using customer-managed keys (CMK),Automated,azure_aks_acr_readonly_access_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.4,Ensure 'Use infrastructure encryption for this vault' is enabled on Backup vaults,Automated,azure_aks_container_registry_approved,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.5,Ensure 'Cross Region Restore' is set to 'Enabled' on Backup vaults,Manual,,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.1.6,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Backup vaults,Automated,azure_dataprotection_backup_vault_cross_subscription_restore_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.1,Ensure soft delete on Recovery Services vaults is Enabled,Automated,azure_aks_service_accounts_dedicated_usage_verified,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.2,Ensure immutability for Recovery Services vaults is Enabled,Automated,azure_vm_ssh_key_permissions_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.3,Ensure backup data in Recovery Services vaults is encrypted using customer-managed keys (CMK),Manual,,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.4,Ensure 'Use infrastructure encryption for this vault' is enabled on Recovery Services vaults,Automated,azure_backup_recovery_services_vault_infrastructure_encryption_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.5,Ensure public network access on Recovery Services vaults is Disabled,Automated,azure_backup_recovery_services_vault_public_network_access_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.6,Ensure 'Cross Region Restore' is set to 'Enabled' on Recovery Services vaults,Automated,azure_recovery_services_vault_cross_region_restore_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
5.2.7,Ensure 'Cross Subscription Restore' is set to 'Disabled' or 'Permanently Disabled' on Recovery Services vaults,Automated,azure_backup_vault_cross_subscription_restore_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.1,Ensure soft delete for Azure File Shares is Enabled,Automated,azure_network_nsg_rdp_access_restricted,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.2,Ensure root squash for NFS file shares is configured,Automated,azure_storage_share_root_squash_configured,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.3,Ensure 'SMB protocol version' is set to 'SMB 3.1.1' or higher for SMB file shares,Automated,azure_network_nsg_udp_access_restricted,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
8.4,Ensure 'SMB channel encryption' is set to 'AES-256-GCM' or higher for SMB file shares,Automated,azure_network_nsg_http_access_restricted,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
10.1,Ensure 'Encryption key source' is set to 'Customer Managed Key' for Azure NetApp Files accounts,Automated,azure_netappfiles_encryption_key_source_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.1,Ensure 'Allowed Protocols' for shared access signature (SAS) tokens is set to 'HTTPS Only',Automated,azure_storage_sas_https_only_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.2,Ensure that shared access signature (SAS) tokens expire within an hour,Automated,azure_storage_sas_token_expiry_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.3,Ensure that soft delete for blobs on Azure Blob Storage storage accounts is Enabled,Automated,azure_storage_blob_soft_delete_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.4,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Automated,azure_storage_container_check_sas_policy,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.5,Ensure 'Versioning' is set to 'Enabled' on Azure Blob Storage storage accounts,Automated,azure_storage_blob_versioning_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
11.6,Ensure locked immutability policies are used for containers storing business-critical blob data,Automated,azure_storage_immutability_policy_locked_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
12.1,Ensure double encryption is used for Azure Data Box in high-security environments,Automated,azure_databox_jobs_double_encryption_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
15.1,Ensure 'Public network access' is set to 'Disabled' on Azure Elastic SAN,Automated,azure_batch_account_customer_managed_keys_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
15.2,Ensure customer-managed keys (CMK) are used to encrypt data at rest on Azure Elastic SAN volume groups,Automated,azure_batch_pool_disk_encryption_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
16.1,Ensure 'Allowed Protocols' for shared access signature (SAS) tokens is set to 'HTTPS Only',Automated,azure_storage_sas_https_only,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
16.2,Ensure that shared access signature (SAS) tokens expire within an hour,Automated,azure_storage_sas_token_expiration_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
16.3,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Automated,azure_storage_sas_policy_verification,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.1,Ensure that 'Enable key rotation reminders' is enabled for each Storage Account,Automated,azure_storage_account_key_rotation_reminders_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.2,Ensure 'Allowed Protocols' for shared access signature (SAS) tokens is set to 'HTTPS Only',Automated,azure_storage_account_sas_https_only,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.3,Ensure that Storage Account Access Keys are Periodically Regenerated,Automated,azure_storage_account_access_keys_rotated,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.4,Ensure that shared access signature (SAS) tokens expire within an hour,Automated,azure_storage_sas_token_expiration_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.5,Ensure 'Allow storage account key access' for Azure Storage Accounts is 'Disabled',Automated,azure_storage_account_allow_shared_key_access_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.1.6,Ensure Storage for Critical Data are Encrypted with Customer Managed Keys (CMK),Automated,azure_storage_account_customer_managed_keys_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.2.1,Ensure Private Endpoints are used to access Storage Accounts,Automated,azure_storage_account_private_endpoint_compliance_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.2.2,Ensure that 'Public Network Access' is 'Disabled' for storage accounts,Automated,azure_storage_account_public_network_access_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.2.3,Ensure Default Network Access Rule for Storage Accounts is Set to Deny,Automated,azure_storage_account_default_network_access_rule_set_to_deny,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.4,Ensure that 'Secure transfer required' is set to 'Enabled',Automated,azure_storage_account_https_only_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.5,Ensure that ‘Enable Infrastructure Encryption’ for Each Storage Account in Azure Storage is Set to ‘enabled’,Automated,azure_storage_account_infrastructure_encryption_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.6,Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access,Automated,azure_storage_account_trusted_services_access_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.7,Ensure Soft Delete is Enabled for Azure Containers and Blob Storage,Automated,azure_storage_account_soft_delete_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.8, 'Write',Automated,azure_storage_account_logging_enabled,"Enabling this setting can have a high impact on the cost of the log analytics service and data storage used by logging more data per each request. Do not enable this without determining your need for this level of logging, and do not forget to check in on data usage and projected cost. Some users have seen their logging costs increase from $10 per month to $10,000 per month."
17.9, 'Write',Automated,azure_storage_account_blob_service_logging_enabled,"Being a level 2, enabling this setting can have a high impact on the cost of data storage used for logging more data per each request. Do not enable this without determining your need for this level of logging or forget to check in on data usage and projected cost."
17.10, 'Write',Automated,azure_storage_account_table_logging_enabled,"Being a level 2, enabling this setting can have a high impact on the cost of data storage used for logging more data per each request. Do not enable this without determining your need for this level of logging or forget to check in on data usage and projected cost."
17.11,Ensure the 'Minimum TLS version' for storage accounts is set to 'Version 1.2',Automated,azure_storage_account_minimum_tls_version_configured,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.12,Ensure 'Cross Tenant Replication' is not enabled,Automated,azure_storage_account_cross_tenant_replication_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.13,Ensure that 'Allow Blob Anonymous Access' is set to 'Disabled',Automated,azure_storage_account_blob_anonymous_access_disabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.14,Ensure Azure Resource Manager Delete locks are applied to Azure Storage Accounts,Automated,azure_storage_account_lock_delete_configured,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.15,Ensure Azure Resource Manager ReadOnly locks are considered for Azure Storage Accounts,Automated,azure_storage_account_readonly_lock_verification,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
17.16,Ensure Redundancy is set to 'geo-redundant storage (GRS)' on critical Azure Storage Accounts,Automated,azure_storage_account_redundancy_geo_redundant_enabled,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
18.1,Ensure that shared access signature (SAS) tokens expire within an hour,Automated,azure_storage_sas_token_expiration_check,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
18.2,Ensure stored access policies (SAP) are used when generating shared access signature (SAS) tokens,Automated,azure_storage_sas_policy_verification,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
18.3,Ensure Storage Explorer is using the latest version,Manual,,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json
