framework,control_id,title,automation_type_recommended,mapped_csp_count,new_csp_count,skip_csp_count,aws_cspm,aws_ciem,azure_cspm,azure_ciem,gcp_cspm,gcp_ciem,oracle_cspm,oracle_ciem,ibm_cspm,ibm_ciem,alicloud_cspm,alicloud_ciem,k8s_cspm,k8s_ciem
NIST_800_171,3.8.8,Prohibit the use of portable storage devices when such devices have no identifiable owner.,automated,7,0,0,aws.s3.bucket.storage_encrypted_and_private;aws.s3.bucket.object_versioning_configured;aws.ec2.volume.in_use_configured,,azure.storage.bucket.object.versioning;azure.compute.disk.in_use;azure.storage.disk.data_protection_volume_snapshots_encrypted,,gcp.storage.object.object_not_publicly_readable;gcp.storage.object.object_encrypted_at_rest;gcp.storage.bucket.bucket_versioning_enabled,,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.storage.bucket_lifecycle_enabled,,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,,alicloud.ecs.volume.in_use;alicloud.ecs.ebs.volume_encryption,,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,
NIST_800_171,3.8.9,Protect the confidentiality of backup CUI at storage locations.,automated,7,0,0,aws.ebs.volume.backup_configured;aws.s3.bucket.backup_storage_immutability_enabled;aws.ebs.snapshot.ebs_s_encrypted,,azure.storage.bucket.object.versioning;azure.storage.disk.data_protection_volume_snapshots_encrypted;azure.storage.blob.data_protection_object_not_publicly_readable,,gcp.storage.snapshot.snapshot_not_public;gcp.storage.snapshot.snapshot_encrypted;gcp.storage.object.object_not_publicly_readable,,oci.object_storage.bucket.storage_bucket_object_versioning;oci.object_storage.bucket.storage_accounts;oci.object_storage.bucket.encryption_backup_storage_immutability_enabled,,ibm.object_storage.bucket.versioning_enabled;ibm.object_storage.bucket.ssl_enforced;ibm.object_storage.bucket.no_public_access,,alicloud.ecs.ebs.volume_protected_by_backup_plan;alicloud.ecs.ebs.volume_encryption;alicloud.ecs.ebs.public_snapshot,,k8s.storage.volume.snapshot_enabled;k8s.storage.volume.backup_policy_defined;k8s.storage.volume.backup_enabled,
NIST_800_171,3.12.1,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,automated,0,4,1,NEW: aws.securityhub.findings.periodic_assessment,,NEW: azure.security_center.assessments.periodic,,NEW: gcp.securitycenter.sources.periodic_assessment,,PARTIAL: oci.audit.config | verifies audit log configuration exists for capturing assessment events but not the periodic execution of assessments,,PARTIAL: ibm.activity_tracker.config | verifies Activity Tracker is configured to log security events but not the periodic execution of assessments,,NEW: alicloud.sas.check.periodic,,"SKIP: The control describes an organizational process for periodic assessment; Kubernetes is a platform for deploying workloads, not a provider of organizational assessment processes.",
NIST_800_171,3.12.2,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems.,manual,0,0,7,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: aws.iam.activity_log.delete_policy_version;aws.cloudtrail.audit.stop_logging,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: azure.policy.activity_log.delete_assignment;azure.monitor.audit.disable_diagnostic,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: gcp.iam.activity_log.delete_policy;gcp.logging.audit.sink_delete,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: oci.identity.audit.policy_delete;oci.audit.chain.disable_delete,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: ibm.iam.activity_log.delete_policy;ibm.activity_tracker.audit.delete_route,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: alicloud.ram.activity_log.delete_policy_version;alicloud.actiontrail.audit.delete_trail,"SKIP: Control is a process for developing plans of action, not a specific resource configuration.",NEW: k8s.rbac.audit.delete_clusterrole;k8s.audit.chain.rolebinding_impersonate
NIST_800_171,3.12.3,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,automated,6,0,0,aws.cloudtrail.trail.log_file_validation_enabled;aws.cloudtrail.trail.is_multi_region_trail_enabled;aws.cloudtrail.trail.management_events_logged,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.delete_security_solution,NEW: azure.monitor.activity_log.disable_diagnostic;azure.authorization.audit.elevate_access,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.iam.audit.set_iam_policy;gcp.logging.chain.disable_sink_delete_logs,oci.monitoring.alarm.alert_delete_security_solution;oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr,NEW: oci.audit.chain.disable_delete;oci.identity.audit.update_customer_secret_key,ibm.activity_tracker.route.configured;ibm.cloud_monitoring.alert.configured,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.stop_logging,alicloud.actiontrail.trail.log_file_validation_enabled;alicloud.actiontrail.trail.is_multi_region_trail_enabled,NEW: alicloud.actiontrail.audit.delete_trail;alicloud.ram.chain.assume_role_delete_key,PARTIAL: k8s.audit.log.policy_configured | verifies audit log policy configuration exists but not continuous monitoring execution,NEW: k8s.rbac.audit.create_clusterrolebinding;k8s.audit.chain.privileged_pod_logs
NIST_800_171,3.13.7,"Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks (i.e., split tunneling).",automated,0,3,1,NEW: aws.vpn.client_endpoint.split_tunnel,,NEW: azure.vpn.virtual_network_gateway.split_tunnel,,NEW: gcp.vpn.ha_vpn_gateway.split_tunnel,,"PARTIAL: oci.network.vpn_connection.configuration | verifies VPN connection configuration for split tunneling flags, but may not cover all client endpoint types",,"PARTIAL: ibm.network.vpn_gateway.policy | verifies VPN gateway policy configuration for split tunneling, but coverage is service/feature dependent",,"PARTIAL: alicloud.vpn.gateway.ipsec_config | verifies IPsec configuration for split tunneling settings, but client-side enforcement may be partial",,"SKIP: Control governs host/underlying network connectivity, which is outside the scope of Kubernetes resource configurations and network policies.",
NIST_800_171,3.13.9,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,automated,6,0,1,aws.vpc.network.security_monitored,,azure.network.vnet.subnet.nsg.association.check;azure.network.firewall.no_permit_any_any;azure.network.firewall.logging_enabled,,gcp.compute.firewall.no_permit_all;gcp.compute.firewall.no_rdp_all;gcp.compute.firewall.no_ssh_all,,oci.network_firewall.network_firewall.multi_az;oci.network_firewall.network_firewall.in_all_vcn;oci.network_firewall.network_firewall.firewall_no_permit_any,,ibm.vpc.subnet.not_using_default_network_acl,,alicloud.cfw.network.firewall_no_permit_any_any,,"SKIP: <Control verifies runtime network session termination, which is a workload/OS behavior, not a configurable platform resource state>",
NIST_800_171,3.13.10,Establish and manage cryptographic keys for cryptography employed in organizational systems.,automated,0,6,1,NEW: aws.kms.key.key_manager,,NEW: azure.keyvault.vault.key_management,,NEW: gcp.kms.cryptokey.key_management,,NEW: oci.kms.key.key_manager,,NEW: ibm.kms.key.key_manager,,NEW: alicloud.kms.key.key_manager,,"SKIP: <Key management for cryptographic keys is not a native K8s resource configuration; it relies on external KMS providers or secrets, which are platform-specific and not uniformly verifiable via a standard K8s resource>",
NIST_800_171,3.13.12,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,manual,0,0,7,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",,"SKIP: Control pertains to physical collaborative computing devices, not cloud resource configuration.",
NIST_800_171,3.13.13,Control and monitor the use of mobile code.,automated,6,0,1,aws.cloudtrail.trail_enabled;aws.cloudtrail.trail_log_file_validation_enabled;aws.cloudtrail.trail_encryption_enabled,NEW: aws.lambda.activity_log.create_function;aws.lambda.audit.update_function_code,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,NEW: azure.automation.activity_log.create_runbook;azure.web.audit.deploy_code,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.cloudfunctions.audit.create;gcp.cloudfunctions.audit.update,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,NEW: oci.functions.audit.create_function;oci.functions.audit.update_function,ibm.activity_tracker.route_enabled;ibm.activity_tracker.event_retention;ibm.cloudant.audit_logging_enabled,NEW: ibm.functions.activity_log.create_action;ibm.functions.audit.update_action,alicloud.actiontrail.trail_enabled;alicloud.actiontrail.trail_log_file_validation_enabled;alicloud.actiontrail.trail_oss_bucket_logging_enabled,NEW: alicloud.fc.audit.create_service;alicloud.fc.audit.update_function,"SKIP: <Control is focused on monitoring mobile code execution, which is an application-level concern not directly verifiable via Kubernetes resource configurations or audit logging.>",NEW: k8s.workload.chain.create_configmap_then_pod
NIST_800_171,3.13.14,Control and monitor the use of Voice over Internet Protocol (VoIP) technologies.,automated,3,0,1,PARTIAL: aws.cloudtrail.trail.enabled | verifies logging exists for network activity but not VoIP-specific monitoring,NEW: aws.ec2.activity_log.create_vpc_endpoint;aws.chime.audit.create_meeting,azure.monitor.alert.delete_public_ip;azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions,NEW: azure.communication.audit.create_voip_resource;azure.network.activity_log.modify_nsg_voip,gcp.monitoring.alert_policy.alert_alarm_actions_configured,NEW: gcp.compute.activity_log.create_firewall_voip;gcp.contactcenterinsights.audit.create_analysis,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_public_ip_address_rule,NEW: oci.compute.activity_log.create_security_list_voip;oci.announcements.audit.create_broadcast,PARTIAL: ibm.activity_tracker.event_routing.enabled | verifies audit logging exists for platform actions but not VoIP-specific monitoring,NEW: ibm.vpc.activity_log.create_security_group_voip;ibm.watson.audit.create_voice_gateway,PARTIAL: alicloud.actiontrail.trail.enabled | verifies audit trail exists for API calls but not VoIP-specific monitoring,NEW: alicloud.vpc.activity_log.modify_security_group_voip;alicloud.voicenavigator.audit.create_instance,SKIP: <VoIP technology use is application-level and not a direct Kubernetes resource or API object configuration.>,NEW: k8s.network.chain.voip_pod_deployment
NIST_800_171,3.14.5,"Perform periodic scans of organizational systems and real-time scans of files from external sources as files are downloaded, opened, or executed.",automated,0,4,0,NEW: aws.ec2.image.scan_on_launch,,NEW: azure.compute.virtual_machine.image_scan,,NEW: gcp.compute.instance.image_scan,,PARTIAL: oci.compute.instance.image_scan | verifies config exists for platform images but not custom images or real-time file scanning,,PARTIAL: ibm.is.instance.image_scan | verifies config exists for trusted platform images but not custom images or real-time file scanning,,PARTIAL: alicloud.ecs.instance.image_scan | verifies config exists for official marketplace images but not custom images or real-time file scanning,,NEW: k8s.container.security_context.read_only_root_filesystem,
CANADA_PBMM,AC-2(1),Account Management (1),automated,0,7,0,NEW: aws.iam.account.account_management_enabled,,NEW: azure.aad.user.account_management_enabled,,NEW: gcp.iam.service_account.account_management_enabled,,NEW: oci.identity.user.account_management_enabled,,NEW: ibm.iam.user.account_management_enabled,,NEW: alicloud.ram.user.account_management_enabled,,NEW: k8s.rbac.user.account_management_enabled,
CANADA_PBMM,AC-2(2),Account Management (2),automated,0,6,1,NEW: aws.iam.account.password_policy.minimum_length,,NEW: azure.aad.identity_protection.password_policy.minimum_length,,NEW: gcp.iam.account.password_policy.minimum_length,,NEW: oci.identity.auth_policy.password_policy.minimum_length,,NEW: ibm.iam.account.password_policy.minimum_length,,NEW: alicloud.ram.security_preference.password_policy.minimum_length,,"SKIP: Account and password policy management is a cloud provider or external identity system function, not a native Kubernetes construct.",
