rule_id,csp,reality,type,dedup,winner_rule,note
alicloud.slb.listeners.tls_enabled,alicloud,REAL,config,UNIQUE,,Verifies TLS is enabled on SLB listeners (refined check).
alicloud.slb.load_balancer.backend_server,alicloud,NONSENSE,config,UNIQUE,,Intent is partial/truncated; mentions backend health but is incomplete.
alicloud.vpc.activity_log.security_group_update,alicloud,REAL,ciem,UNIQUE,,Detects overly permissive security group rule creation events.
alicloud.vpc.audit.modify_security_group_rule,alicloud,REAL,ciem,UNIQUE,,Detects security group rule updates allowing non-SSL traffic.
alicloud.vpc.different.regions,alicloud,NONSENSE,config,UNIQUE,,"Vague intent (""Network Security"") and not a verifiable check."
alicloud.vpc.endpoint.for_ecs_enabled,alicloud,REAL,config,UNIQUE,,Checks if VPC endpoint for ECS is enabled.
alicloud.vpc.endpoint.services_allowed_principals_trust_boundaries,alicloud,REAL,config,UNIQUE,,Checks VPC endpoint service allowed principals for trust boundaries.
alicloud.vpc.flow.log_service_integration_check,alicloud,REAL,config,UNIQUE,,Checks if VPC flow log service is enabled.
alicloud.vpc.network_acl.configured,alicloud,NONSENSE,config,UNIQUE,,"Empty/tautological intent (""(refined)"")."
alicloud.vpc.network_acl.entry_policy,alicloud,REAL,config,UNIQUE,,Checks Network ACL entries enforce deny-by-default policy.
alicloud.vpc.peering.routing_tables_with_least_privilege,alicloud,NONSENSE,config,UNIQUE,,"Vague intent (""Network Security"") and not a verifiable check."
alicloud.vpc.peering_connection.accept_status,alicloud,REAL,config,UNIQUE,,Checks VPC peering connections are in 'Accepted' state only after review.
alicloud.vpc.route.table_least_access_check,alicloud,REAL,config,DUP,alicloud.vpc.peering.routing_tables_with_least_privilege,Semantically same as rule 9 (least privilege/access for peering routing).
alicloud.vpc.security_group.configured,alicloud,NONSENSE,config,UNIQUE,,"Empty/tautological intent (""(refined)"")."
alicloud.vpc.security_group.deny_all_ingress,alicloud,REAL,config,UNIQUE,,Checks security group denies all inbound traffic by default.
alicloud.vpc.security_group.ingress_restricted,alicloud,REAL,config,UNIQUE,,Checks security groups restrict inbound traffic to authorized sources.
alicloud.vpc.security_group.least_functionality,alicloud,REAL,config,DUP,alicloud.vpc.security_group.ingress_restricted,Semantically same as rule 14 (checking inbound traffic is not overly permissive).
aws.cloudtrail.activity_log.audit_policy_change,aws,REAL,ciem,UNIQUE,,"Detects changes to CloudTrail configuration (e.g., stopped/deleted trails)."
aws.cloudtrail.activity_log.critical_event_missing,aws,REAL,ciem,UNIQUE,,Detects missing critical audit events and anomalous privileged actions.
aws.cloudtrail.activity_log.delete,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.timestamp_tampering,"Detects log deletion/modification, semantically same as timestamp/log tampering (rule 6)."
aws.cloudtrail.activity_log.disable,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.audit_policy_change,"Detects CloudTrail disabled/stopped, semantically same as audit policy change (rule 1)."
aws.cloudtrail.activity_log.periodic_review,aws,REAL,ciem,UNIQUE,,Detects missing periodic log reviews and anomalous privileged actions.
aws.cloudtrail.activity_log.timestamp_tampering,aws,REAL,ciem,UNIQUE,,Detects attempts to manipulate or delete timestamps/logs to evade audit.
aws.cloudtrail.audit.config_deletion,aws,REAL,ciem,UNIQUE,,Detects deletion of critical logging/security configurations.
aws.cloudtrail.audit.console_login_root,aws,REAL,ciem,UNIQUE,,Detects root console logins and privileged actions without MFA.
aws.cloudtrail.audit.console_login_without_mfa,aws,REAL,ciem,DUP,aws.cloudtrail.audit.console_login_root,"Detects console logins/role assumption without MFA, semantically same as rule 8."
aws.cloudtrail.audit.console_signin_failure,aws,REAL,ciem,UNIQUE,,Detects multiple failed IAM authentication and console sign-in attempts.
aws.cloudtrail.audit.deactivate_trail,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.audit_policy_change,"Detects cross-account role assumption followed by trail deactivation, covered by rule 1."
aws.cloudtrail.audit.defense_evasion,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.audit_policy_change,"Detects cross-account AssumeRole and log deletion/stopping, covered by rule 1."
aws.cloudtrail.audit.delete_trail,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.timestamp_tampering,"Detects role assumption followed by log deletion, semantically same as rule 6."
aws.cloudtrail.audit.log_deletion,aws,REAL,ciem,DUP,aws.cloudtrail.activity_log.timestamp_tampering,"Detects CloudTrail log deletion/stop and critical privilege use, covered by rule 6."
aws.cloudtrail.audit.log_rotation,aws,REAL,ciem,UNIQUE,,Detects CloudTrail log file rotation anomalies and disable/bypass attempts.
aws.cloudtrail.audit.log_rotation_failure,aws,REAL,ciem,UNIQUE,,Detects log rotation failure and chained disabling actions.
aws.cloudtrail.audit.log_rotation_modified,aws,REAL,ciem,UNIQUE,,Detects changes to log rotation settings and deletion sequences.
aws.cloudtrail.audit.logging_disruption,aws,NONSENSE,ciem,UNIQUE,,Vague; time sync disruption unrelated to CloudTrail service.
aws.cloudtrail.audit.policy_override,aws,REAL,ciem,UNIQUE,,Detects policy changes and log tampering affecting access.
aws.cloudtrail.audit.privileged_action_anomaly,aws,REAL,ciem,UNIQUE,,Detects missing audit events and anomalous privileged actions.
aws.cloudtrail.audit.privileged_context_modify,aws,REAL,ciem,UNIQUE,,Detects privileged role assumption and IAM context changes.
aws.cloudtrail.audit.reduction,aws,REAL,ciem,DUP,aws.cloudtrail.audit.log_rotation_failure,Semantically same as rule 1 (log deletion/suppression).
aws.cloudtrail.audit.session_lock_bypass,aws,NONSENSE,ciem,UNIQUE,,MFA/console session evasion not a CloudTrail-specific check.
aws.cloudtrail.audit.stop_logging,aws,REAL,ciem,DUP,aws.cloudtrail.chain.log_tampering,Semantically same as rule 13 (disable/delete logging).
aws.cloudtrail.audit.vpc_flow_log_disable,aws,NONSENSE,ciem,UNIQUE,,VPC flow logs and security groups are separate services.
aws.cloudtrail.chain.anomaly,aws,REAL,ciem,DUP,aws.cloudtrail.audit.log_rotation_failure,Semantically same as rule 1 (log suppression & evasion).
aws.cloudtrail.chain.audit_disable,aws,REAL,ciem,DUP,aws.cloudtrail.chain.log_tampering,Semantically same as rule 13 (multi-step disable attempts).
aws.cloudtrail.chain.log_tampering,aws,REAL,ciem,UNIQUE,,Detects log deletion/stopping and multi-step disable attempts.
aws.cloudtrail.chain.privilege_retention_evasion,aws,REAL,ciem,UNIQUE,,Detects IAM review overrides and privilege retention evasion.
aws.cloudtrail.chain.replay_auth_anomaly,aws,REAL,ciem,UNIQUE,,Detects replay attempts via duplicate/out-of-sequence auth.
aws.cloudtrail.trail.cloudwatch_logs_configured,aws,REAL,config,UNIQUE,,Checks if CloudTrail logs are sent to CloudWatch for monitoring.
aws.cloudtrail.trail.enabled,aws,REAL,config,UNIQUE,,"Checks if CloudTrail is enabled, a core logging requirement."
aws.cloudtrail.trail.kubernetes_logging,aws,NONSENSE,config,UNIQUE,,"""kubernetes_logging"" is not a valid or standard aspect of AWS CloudTrail."
aws.ec2.activity_log.auditd_disable,aws,REAL,ciem,UNIQUE,,Detects disabling of Linux audit logging service.
aws.ec2.activity_log.create_vpc_endpoint,aws,REAL,ciem,UNIQUE,,Detects creation of VPC endpoints for specific services.
aws.ec2.activity_log.delete_volume,aws,REAL,ciem,UNIQUE,,Detects volume deletion without proper data hygiene.
aws.ec2.activity_log.disable_antimalware,aws,REAL,ciem,UNIQUE,,Detects disabling of antivirus or SSM malware protection.
aws.ec2.activity_log.disable_guardduty,aws,REAL,ciem,UNIQUE,,Detects attempts to disable or evade AWS GuardDuty.
aws.ec2.activity_log.disable_txt,aws,REAL,ciem,DUP,aws.ec2.audit.modify_instance_capabilities,Semantically identical to rule 14 (disable Intel TXT).
aws.ec2.activity_log.import_image,aws,REAL,ciem,UNIQUE,,Detects import of VM images or diagnostic commands.
aws.ec2.activity_log.modify_instance_capability,aws,REAL,ciem,DUP,aws.ec2.audit.nested_virtualization_enable,Semantically identical to rule 15 (enable nested virtualization).
aws.ec2.activity_log.modify_network_interface,aws,REAL,ciem,UNIQUE,,Detects network changes that could disable TLS/SSL.
aws.ec2.activity_log.modify_time_sync,aws,REAL,ciem,UNIQUE,,Detects interference with time synchronization services.
aws.ec2.activity_log.run_instances,aws,REAL,ciem,UNIQUE,,Detects instance launches and SSM command execution.
aws.ec2.activity_log.security_group_modify,aws,REAL,ciem,UNIQUE,,Detects risky security group changes and flow log disablement.
aws.ec2.audit.log_config_change,aws,REAL,ciem,UNIQUE,,Detects audit log path changes and CloudTrail disablement attempts.
aws.ec2.audit.modify_instance_capabilities,aws,REAL,ciem,UNIQUE,,Detects attempts to disable Intel TXT (winner for dup group 6).
aws.ec2.audit.nested_virtualization_enable,aws,REAL,ciem,UNIQUE,,Detects attempts to enable nested virtualization (winner for dup group 8).
aws.ec2.audit.patch_override,aws,REAL,ciem,UNIQUE,,Detects privileged actions overriding patch states via SSM.
aws.ec2.config_file.permissions,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""refined"")."
aws.ec2.image.baseline_approved,aws,REAL,config,UNIQUE,,Checks EC2 instances launched from approved baseline AMI.
aws.ec2.image.scan_on_launch,aws,REAL,config,UNIQUE,,Checks AMI vulnerability scanning enabled on launch.
aws.ec2.image.scan_on_push,aws,NONSENSE,config,UNIQUE,,"Rule is misapplied (ECR is container service, not EC2)."
aws.ec2.image.trusted_launch_enabled,aws,NONSENSE,config,UNIQUE,,"Rule is misapplied (Trusted Launch is Azure, not AWS)."
aws.ec2.instance.antimalware_agent,aws,REAL,config,DUP,aws.ec2.instance.antivirus_installed,Checks anti-malware agent; same intent as rule 8.
aws.ec2.instance.antivirus_installed,aws,REAL,config,UNIQUE,,Checks antivirus/anti-malware agent installed and running.
aws.ec2.instance.ebs_encryption,aws,REAL,config,UNIQUE,,Checks EBS volume encryption enabled.
aws.ec2.instance.inventory,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""refined"")."
aws.ec2.instance.maintenance_behavior,aws,REAL,config,UNIQUE,,Checks instance stop/terminate vs hibernate for maintenance.
aws.ec2.instance.maintenance_policy,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""refined"")."
aws.ec2.instance.namespace,aws,NONSENSE,config,UNIQUE,,"Rule name/description is incomplete/vague (""refined"")."
aws.ec2.instance.patch_management,aws,REAL,config,UNIQUE,,Checks automated patch management via Systems Manager.
aws.ec2.instance.recovery_behavior,aws,REAL,config,UNIQUE,,Checks termination protection for stop/terminate recovery.
aws.ec2.instance.recovery_instance,aws,REAL,config,UNIQUE,,Checks for recovery automation via SSM.
aws.ec2.instance.required_ami,aws,REAL,config,UNIQUE,,Checks for approved AMI usage.
aws.ec2.instance.required_tags,aws,REAL,config,UNIQUE,,Checks for required tagging.
aws.ec2.instance.security_group.least_functionality,aws,REAL,config,UNIQUE,,Checks for overly permissive security groups.
aws.ec2.instance.time_sync,aws,REAL,config,UNIQUE,,Checks for time sync configuration.
aws.ec2.instance.vulnerability_scan,aws,REAL,config,UNIQUE,,Checks for existing vulnerability findings.
aws.ec2.instance.vulnerability_scan_enabled,aws,REAL,config,UNIQUE,,Checks for vulnerability scan configuration.
aws.ec2.security_group.no_public_ingress,aws,REAL,config,DUP,aws.ec2.securitygroup.allow_wide_open_public_ipv4,Partial check for public ingress; rule 9 is the more complete/clear winner.
aws.ec2.securitygroup.allow_wide_open_public_ipv4,aws,REAL,config,UNIQUE,,Checks for wide-open public IPv4 ingress (CC6.6 control).
aws.ec2.securitygroup.not_used,aws,NONSENSE,config,UNIQUE,,"Description ""Network Security"" is vague/tautological, not a verifiable check."
aws.ec2.volume.delete_on_termination,aws,REAL,config,UNIQUE,,Checks for EBS delete-on-termination setting.
aws.ec2.vpc_peering_connection.require_encryption,aws,REAL,config,UNIQUE,,Checks for VPC peering encryption requirement.
aws.ecs.activity_log.privileged_container_launch,aws,REAL,ciem,UNIQUE,,Detects privileged container launch events (behavioral).
aws.ecs.task_definition.container_definition.health_check_command,aws,REAL,config,UNIQUE,,Checks health check command configuration (static state).
aws.ecs.task_definition.container_definition.streaming_connection_idle_timeout,aws,REAL,config,DUP,aws.ecs.task_definition.container_definition.health_check_command,Refined version of rule 2; both check container health check config.
aws.guardduty.activity_log.finding_creation,aws,REAL,ciem,UNIQUE,,Detects privileged actions suppressing/deleting findings.
aws.guardduty.audit.disable,aws,REAL,ciem,UNIQUE,,Detects attempts to disable malware logs or delete CloudTrail logs.
aws.guardduty.audit.suspend,aws,REAL,ciem,UNIQUE,,Detects attempts to disable Security Hub or suspend GuardDuty.
aws.guardduty.detector.status,aws,REAL,config,UNIQUE,,Checks GuardDuty is enabled and monitoring correctly.
aws.iam.activity_log.assume_role,aws,REAL,ciem,UNIQUE,,Detects privileged role assumption and CloudTrail disable attempts.
aws.iam.activity_log.assume_role_anomaly,aws,REAL,ciem,DUP,aws.iam.activity_log.assume_role,Anomaly detection is a subset of the privileged role assumption and log tampering in rule 1.
aws.iam.activity_log.assume_role_high_privilege,aws,REAL,ciem,UNIQUE,,"Detects privileged role/console login without MFA, a specific control failure."
aws.iam.activity_log.assume_role_without_mfa,aws,REAL,ciem,DUP,aws.iam.activity_log.assume_role_high_privilege,"Detects privileged actions without MFA, semantically identical to rule 3's intent."
aws.iam.activity_log.console_login_followed_by_disable,aws,REAL,ciem,UNIQUE,,Detects specific sequence: dormant login followed by immediate disable action.
aws.iam.activity_log.deactivate_mfa,aws,REAL,ciem,UNIQUE,,Detects MFA deactivation during an active console session.
aws.iam.activity_log.delete_mfa,aws,REAL,ciem,DUP,aws.iam.activity_log.assume_role,"Detects MFA disable/CloudTrail stop, overlapping with rule 1's defense evasion theme."
aws.iam.activity_log.delete_policy_version,aws,REAL,ciem,UNIQUE,,Detects policy weakening via version deletion and log disable attempts.
aws.iam.activity_log.failed_auth_attempts,aws,REAL,ciem,UNIQUE,,Detects brute-force authentication attempts.
aws.iam.activity_log.guest_user_creation,aws,REAL,ciem,UNIQUE,,Detects creation of guest users and subsequent privilege escalation.
aws.iam.activity_log.policy_modify,aws,REAL,ciem,DUP,aws.iam.activity_log.delete_policy_version,"Detects policy changes and log tampering, overlapping with rule 8's core intent."
