rule_id,csp,service,type,action,frameworks,framework_count,control_count,mapped_controls,suggested_intent
alicloud.ram.activity_log.create_accesskey,alicloud,ram,activity_log,create_accesskey,CANADA_PBMM,1,2,CANADA_PBMM/CA-7(1);CANADA_PBMM/IA-2(1),Detect RAM user access key creation and stoppage of an ActionTrail trail.; Detect AccessKey creation for privileged RAM user and chained ECS privileged login
alicloud.ram.chain.privilege_escalation,alicloud,ram,chain,privilege_escalation,CANADA_PBMM;CIS,2,2,CANADA_PBMM/IR-7(2);CIS/8.1.16,"Detect disabling of Security Center (SAS) or RAM privilege escalation chains aimed at evading external attack surface detection.; Detect deletion of ActionTrail logs or RAM privilege escalation chains, evading incident detection"
aws.cloudtrail.audit.deactivate_trail,aws,cloudtrail,audit,deactivate_trail,CANADA_PBMM,1,2,CANADA_PBMM/CA-7(1);CANADA_PBMM/SI-4(4),Detect privileged cross-account role assumption followed by deactivation of audit logging.; Detect cross-account role assumption followed by CloudTrail logging deactivation as a potential defense evasion chain.
aws.cloudtrail.audit.defense_evasion,aws,cloudtrail,audit,defense_evasion,CANADA_PBMM,1,2,CANADA_PBMM/SI-4(23);CANADA_PBMM/SI-4(5),Detect anomalous cross-account AssumeRole and CloudTrail log deletion/stopping.; Detect anomalous AssumeRole patterns and CloudTrail log deletion/modification attempts
aws.cloudtrail.audit.privileged_action_anomaly,aws,cloudtrail,audit,privileged_action_anomaly,PCI_DSS,1,2,PCI_DSS/10.2.2;PCI_DSS/10.4.2.1,Detect missing critical audit events and anomalous privileged actions in CloudTrail logs; Detect missing periodic log reviews and anomalous privileged actions across AWS services.
aws.cloudtrail.audit.reduction,aws,cloudtrail,audit,reduction,CANADA_PBMM;NIST_800_171,2,2,CANADA_PBMM/AU-7(1);NIST_800_171/3.3.6,Detect CloudTrail log deletion or suppression and correlate with privileged actions to identify audit record reduction attempts.; Detect suppression of CloudTrail logs and anomalous multi-step patterns to evade audit collection
aws.cloudtrail.chain.log_tampering,aws,cloudtrail,chain,log_tampering,CANADA_PBMM,1,2,CANADA_PBMM/AU-9(2);CANADA_PBMM/AU-9(4),"Detect deletion or stopping of CloudTrail logs, and multi-step attempts to disable logging before privileged actions.; Detect CloudTrail log deletion or tampering attempts via multi-step actions (e.g., stop logging, delete bucket, disable encryption) that compromise audit integrity."
aws.ec2.activity_log.disable_guardduty,aws,ec2,activity_log,disable_guardduty,CANADA_PBMM,1,2,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(7),Detect attempts to disable or circumvent AWS GuardDuty malware protection or delete associated IAM roles.; Detect attempts to disable or circumvent GuardDuty malware protection or delete associated IAM roles.
aws.ec2.activity_log.modify_time_sync,aws,ec2,activity_log,modify_time_sync,NIST_800_171;PCI_DSS,2,2,NIST_800_171/3.3.7;PCI_DSS/10.6.1,"Detect attempts to disable or interfere with time synchronization services (e.g., EC2 instance time sync) and CloudTrail logging disruptions that could affect audit timestamps.; Detect attempts to disable time synchronization on EC2 instances or stop CloudTrail logging to evade time-based audit trails."
aws.ecs.activity_log.privileged_container_launch,aws,ecs,activity_log,privileged_container_launch,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Detect privileged container launches in ECS/EKS via RunTask/CreatePod events; Detect privileged container launch in ECS/EKS via API or console activity logs
aws.eks.audit.privileged_pod_create,aws,eks,audit,privileged_pod_create,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Detect privileged container launches in ECS/EKS via RunTask/CreatePod events; Detect privileged container launch in ECS/EKS via API or console activity logs
aws.iam.activity_log.assume_role_anomaly,aws,iam,activity_log,assume_role_anomaly,CANADA_PBMM,1,2,CANADA_PBMM/SI-4(23);CANADA_PBMM/SI-4(5),Detect anomalous cross-account AssumeRole and CloudTrail log deletion/stopping.; Detect anomalous AssumeRole patterns and CloudTrail log deletion/modification attempts
aws.iam.activity_log.assume_role_without_mfa,aws,iam,activity_log,assume_role_without_mfa,CANADA_PBMM,1,2,CANADA_PBMM/AC-6(2);CANADA_PBMM/AC-6(9),Detect privileged actions without MFA and root console logins violating least privilege; <detect privileged actions without MFA and root console logins>
aws.iam.audit.delete_malware_protection_role,aws,iam,audit,delete_malware_protection_role,CANADA_PBMM,1,2,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(7),Detect attempts to disable or circumvent AWS GuardDuty malware protection or delete associated IAM roles.; Detect attempts to disable or circumvent GuardDuty malware protection or delete associated IAM roles.
azure.aad.audit.privileged_role_activation,azure,aad,audit,privileged_role_activation,CANADA_PBMM,1,2,CANADA_PBMM/AC-6(10);CANADA_PBMM/AC-6(9),<detect PIM role activation followed by sensitive resource modifications>; Monitor privileged role activations and attempts to bypass Just-In-Time (JIT) VM access controls.
azure.aks.audit.privileged_pod_creation,azure,aks,audit,privileged_pod_creation,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Monitor AKS and Container Instances for privileged container deployments; Monitor AKS and Container Instances for privileged container creation events
azure.containerinstances.activity_log.privileged_container_start,azure,containerinstances,activity_log,privileged_container_start,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Monitor AKS and Container Instances for privileged container deployments; Monitor AKS and Container Instances for privileged container creation events
azure.monitor.activity_log.delete,azure,monitor,activity_log,delete,CANADA_PBMM,1,2,CANADA_PBMM/AU-3(1);CANADA_PBMM/SI-4(7),Detect deletion of Activity Log alerts combined with new privileged role assignments.; Detect deletion of activity logs or disabling of diagnostic settings that could compromise audit record content
azure.monitor.activity_log.delete_alert,azure,monitor,activity_log,delete_alert,CANADA_PBMM,1,2,CANADA_PBMM/AU-6(1);CANADA_PBMM/SI-4(2),Detect deletion of activity log alerts combined with policy exemption to bypass security monitoring; Detect deletion of activity log alerts and disabling of Azure Security Center to evade monitoring
azure.monitor.activity_log.delete_diagnostic_setting,azure,monitor,activity_log,delete_diagnostic_setting,NIST_800_171;SOC2,2,2,NIST_800_171/3.6.3;SOC2/P6.6,Identify actions that remove monitoring or disable Azure Security Center alerts to hinder incident detection.; Detect deletion of diagnostic settings or disabling of Azure Security Center to obstruct incident visibility
azure.monitor.activity_log.disable,azure,monitor,activity_log,disable,CANADA_PBMM;CIS,2,2,CANADA_PBMM/SI-4(16);CIS/2.1.2,"Detect attempts to disable Azure Monitor logs or delete Policy assignments that enforce logging; Detect Log Analytics workspace deletion or diagnostic setting removal, and changes to activity log profile that stop collection of critical logs."
azure.monitor.audit.diagnostic_delete,azure,monitor,audit,diagnostic_delete,CANADA_PBMM,1,2,CANADA_PBMM/CA-7(1);CANADA_PBMM/IR-7(1),Alert on emergency access activation and deletion of diagnostic logs during incident handling|; Detect privileged user sign-in from unexpected location and subsequent deletion of diagnostic settings.
azure.monitor.audit.diagnostic_disable,azure,monitor,audit,diagnostic_disable,CIS;NIST_800_171,2,2,CIS/2.4;NIST_800_171/3.3.7,"Monitor PIM role activations and diagnostic setting changes impacting access policy visibility; Detect modifications to VM time configuration (e.g., disabling Windows Time service) and disabling of diagnostic/logging settings that could compromise timestamp integrity."
azure.security.audit.disable_va,azure,security,audit,disable_va,CANADA_PBMM,1,2,CANADA_PBMM/RA-5(2);CANADA_PBMM/RA-5(3),"Identify actions that disable Azure Security Center vulnerability assessments or modify Network Security Groups to block scanning sources.; Detect disabling of vulnerability assessments (e.g., Defender for Cloud) or modifications to Network Security Groups to block scanner access."
azure.vm.activity_log.modify_time_config,azure,vm,activity_log,modify_time_config,NIST_800_171;PCI_DSS,2,2,NIST_800_171/3.3.7;PCI_DSS/10.6.1,"Detect modifications to VM time synchronization settings or disabling of log profiles that could disrupt time-correlated security monitoring.; Detect modifications to VM time configuration (e.g., disabling Windows Time service) and disabling of diagnostic/logging settings that could compromise timestamp integrity."
gcp.cloudaudit.audit.set_iam_policy,gcp,cloudaudit,audit,set_iam_policy,CANADA_PBMM,1,2,CANADA_PBMM/AC-6(1);CANADA_PBMM/AC-6(5),Detect service account key creation and IAM policy changes by privileged identities indicating potential privilege abuse.; Detect service account key creation and IAM policy changes that grant broad permissions.
gcp.gke.audit.privileged_pod_creation,gcp,gke,audit,privileged_pod_creation,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Identify privileged container creation in GKE and Cloud Run revisions; Detect GKE privileged pod creation and Compute Engine privileged container launches
gcp.iam.activity_log.disable_audit,gcp,iam,activity_log,disable_audit,CANADA_PBMM;CIS,2,2,CANADA_PBMM/IR-7(2);CIS/2.2.1,"Detect deletion of log sinks or disabling of Data Access audit logs for GKE clusters.; Detect disabling of audit logs or deletion of log sinks, impeding post-incident analysis"
gcp.iam.activity_log.service_account_key_creation,gcp,iam,activity_log,service_account_key_creation,CANADA_PBMM,1,2,CANADA_PBMM/AC-6(2);CANADA_PBMM/IA-2(1),Detect service account key creation and impersonation chains for privilege escalation; Detect service account key creation and OS login by service account from external IP
gcp.iam.activity_log.set_iam_policy,gcp,iam,activity_log,set_iam_policy,CANADA_PBMM,1,2,CANADA_PBMM/AU-6(1);CANADA_PBMM/SI-4(16),Detect privilege escalation via IAM policy modification combined with logging sink deletion to obscure actions; Detect IAM policy changes that grant excessive permissions and deletion of log sinks to obstruct audit review
gcp.iam.chain.privilege_escalation,gcp,iam,chain,privilege_escalation,CANADA_PBMM;PCI_DSS,2,2,CANADA_PBMM/AU-2(3);PCI_DSS/10.4.2.1,"Detect deletion or modification of Log Sinks, and chained events suggesting privilege escalation via service account key creation and use.; Monitor for deviations from defined log review schedules and detect privilege escalation chains in GCP audit logs."
gcp.logging.audit.sink_config_change,gcp,logging,audit,sink_config_change,CIS,1,2,CIS/1.2.22;CIS/3.2.2,Detect changes to Log Sink configurations that reduce retention/backups and chained attempts to disrupt log exports.; Detect modifications to Log Sinks or exclusion filters and sequences where sink deletion/alteration precedes high-risk activities in projects.
gcp.logging.audit.sink_modification,gcp,logging,audit,sink_modification,CANADA_PBMM,1,2,CANADA_PBMM/SI-4(20);CANADA_PBMM/SI-4(23),Detect anomalous service account key creation and logging sink modification/deletion.; Detect anomalous service account key creation and log sink modifications to evade detection.
gcp.logging.audit.sink_modify,gcp,logging,audit,sink_modify,CIS;NIST_800_171,2,2,CIS/2.4;NIST_800_171/3.3.9,"Track IAM policy modifications and log sink alterations that could obscure access policy reviews; Detect modifications to Log Sinks or exclusion filters, and IAM changes that could bypass logging."
gcp.logging.audit.sink_tamper,gcp,logging,audit,sink_tamper,CANADA_PBMM;NIST_800_171,2,2,CANADA_PBMM/AU-7(1);NIST_800_171/3.3.6,Detect tampering with Log Sinks or exclusions and correlate with anomalous IAM grant patterns to bypass audit.; Detect audit log sink deletions or exclusions and anomalous privileged IAM actions to reduce visibility
gcp.osconfig.audit.patch_execution,gcp,osconfig,audit,patch_execution,NIST_800_171,1,2,NIST_800_171/3.4.8;NIST_800_171/3.7.4,Track Compute Engine instance creation and OS Config patch executions to enforce software allow/deny policies.; Flag custom image creation from external sources and OS patch/package operations that could deploy untested diagnostic programs.
gcp.securitycenter.audit.disable,gcp,securitycenter,audit,disable,CIS;PCI_DSS,2,2,CIS/8.1.16;PCI_DSS/5.3.4,Detect disabling of Security Command Center services or service account impersonation chains that could bypass external asset monitoring.; Detect disabling of Security Command Center malware event logging or deletion of log sinks routing anti-malware audit logs.
ibm.activity_tracker.audit.delete,ibm,activity_tracker,audit,delete,CANADA_PBMM,1,2,CANADA_PBMM/IR-4(1);CANADA_PBMM/IR-7(2),"Identify privileged API key generation and Activity Tracker log deletion to hide incident evidence; Detect disabling of MFA or deletion of Activity Tracker events, compromising incident response capabilities"
ibm.activity_tracker.audit.delete_route,ibm,activity_tracker,audit,delete_route,NIST_800_171;SOC2,2,2,NIST_800_171/3.12.2;SOC2/P6.6,Detect removal of IAM access policies and deletion of Activity Tracker routes to suppress logs related to vulnerability remediation efforts.; Detect activity tracker route deletion and IAM privilege escalation to suppress breach alerts
ibm.activitytracker.activity_log.route_delete,ibm,activitytracker,activity_log,route_delete,CANADA_PBMM;CIS,2,2,CANADA_PBMM/AU-3(1);CIS/1.2.20,Detect deletion of Activity Tracker routes or chained actions disabling log exports to obscure audit content; Detect Activity Tracker route deletions and IAM-privilege chains to disable logging.
ibm.activitytracker.audit.event_routing_disable,ibm,activitytracker,audit,event_routing_disable,CANADA_PBMM,1,2,CANADA_PBMM/AU-2(3);CANADA_PBMM/AU-9(4),"Detect disabling of event routing in Activity Tracker, and anomalous chain of IAM policy changes and resource deletions.; Detect disabling of event routing or configuration changes that could lead to loss of audit logs."
ibm.activitytracker.audit.stop_logging,ibm,activitytracker,audit,stop_logging,CANADA_PBMM,1,2,CANADA_PBMM/RA-5(6);CANADA_PBMM/RA-5(8),Detect changes to security group rules that block scanner IPs or stopping of Activity Tracker logging to hide evasion attempts.; Detect changes to security groups that block scanner IPs or stopping of Activity Tracker logging to hide scanning evasion attempts.
ibm.containerservice.audit.privileged_pod_creation,ibm,containerservice,audit,privileged_pod_creation,CIS,1,2,CIS/2.1.1;CIS/5.2.1,Monitor IBM Kubernetes Service for privileged pod deployments; Detect privileged workload creation in IKS/OpenShift and Code Engine
ibm.iam.activity_log.api_key_creation,ibm,iam,activity_log,api_key_creation,CANADA_PBMM,1,2,CANADA_PBMM/AC-6(9);CANADA_PBMM/SI-4(23),<detect API key creation and role assignment patterns leading to privilege expansion>; Detect privileged API key creation and Activity Tracker route deletion to evade logging.
ibm.vpc.audit.disable_security_group,ibm,vpc,audit,disable_security_group,CANADA_PBMM,1,2,CANADA_PBMM/SI-3(1);CANADA_PBMM/SI-3(2),Detect disabling security group with malware rules or modifying instance profiles to remove security roles; Detect disabling of security group logging or IAM modifications that could bypass IBM Cloud Security & Compliance Center malware rules.
k8s.apiserver.chain.audit_disable,k8s,apiserver,chain,audit_disable,CIS,1,2,CIS/1.2.20;CIS/3.1.13,Detect audit policy ConfigMap changes and API server flag/chain attempts to disable audit logging.; Detect kube-apiserver audit policy/log size changes and multi-step attempts to disable audit mechanisms
