control_id,family,cspm_scope,title,aws_checks,aws_match_confidence,azure_checks,azure_match_confidence,gcp_checks,gcp_match_confidence,oracle_checks,oracle_match_confidence,ibm_checks,ibm_match_confidence,alicloud_checks,alicloud_match_confidence,k8s_checks,k8s_match_confidence,aws_ciem_checks,azure_ciem_checks,gcp_ciem_checks,oracle_ciem_checks,ibm_ciem_checks,alicloud_ciem_checks,k8s_ciem_checks
SC-7(3),SC,yes,Boundary Protection | Access Points,aws.iam.role.least_privilege;aws.iam.policy.editors_rbac_least_privilege;aws.iam.role.scopes_or_s_least_privilege,0.75,azure.ad.role.least_privilege;azure.backup.policy.access_backup_vault_rbac_least_privilege;azure.storage.table.data_protection_rbac_least_privilege,0.67,gcp.trace.trace.trace_access_rbac_least_privilege;gcp.iam.policy.rbac_policy_conditions_used_where_applicable;gcp.trace.trace.monitoring_access_rbac_least_privilege,0.60,oci.identity.policy.policy_editors_rbac_least_privilege_required;oci.identity.policy.policy_admin_rbac_least_privilege_required;oci.database.database.database_policy_least_privilege_required,0.43,ibm.iam.policy.rbac_least_privilege;ibm.iam.role.least_privilege,refined,alicloud.dataworks.lineage.access_rbac_least_privilege;alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege;alicloud.cas.cas_private_ca.private_ca_ca_access_rbac_least_privilege,0.50,k8s.rbac.role.least_privilege_enforced;k8s.role.permission.secrets_access_restricted;k8s.rbac.serviceaccount.least_privilege,0.60,,,,,,,
SC-7(4),SC,yes,Boundary Protection (4),NEW: aws.vpc.network_acl.deny_all_ingress,0.00,NEW: azure.network.nsg.deny_all_inbound,0.00,NEW: gcp.compute.firewall.deny_all_ingress,0.00,NEW: oci.core.security_list.deny_all_ingress,0.00,NEW: ibm.vpc.security_group.deny_all_inbound,0.00,NEW: alicloud.vpc.security_group.deny_all_ingress,0.00,NEW: k8s.network.network_policy.deny_all_ingress,0.00,,,,,,,
SC-7(5),SC,yes,Boundary Protection (5),NEW: aws.vpc.network_acl.deny_all_inbound,0.00,NEW: azure.network.network_security_group.deny_all_inbound,0.00,NEW: gcp.compute.firewall.deny_all_ingress,0.00,NEW: oci.core.security_list.deny_all_ingress,0.00,NEW: ibm.vpc.security_group.deny_all_inbound,0.00,NEW: alicloud.vpc.security_group.deny_all_inbound,0.00,NEW: k8s.network.network_policy.deny_all_ingress,0.00,,,,,,,
SC-7(7),SC,yes,Boundary Protection (7),NEW: aws.vpc.security_group.ingress_restricted,0.00,NEW: azure.network.nsg.ingress_restricted,0.00,NEW: gcp.compute.firewall.ingress_restricted,0.00,NEW: oci.core.security_list.ingress_restricted,0.00,NEW: ibm.vpc.security_group.ingress_restricted,0.00,NEW: alicloud.vpc.security_group.ingress_restricted,0.00,NEW: k8s.network.network_policy.ingress_restricted,0.00,,,,,,,
SC-7(8),SC,yes,Boundary Protection (8),NEW: aws.vpc.security_group.ingress_restricted,0.00,NEW: azure.network.nsg.ingress_restricted,0.00,NEW: gcp.compute.firewall.ingress_restricted,0.00,NEW: oci.core.security_list.ingress_restricted,0.00,NEW: ibm.vpc.security_group.ingress_restricted,0.00,NEW: alicloud.vpc.security_group.ingress_restricted,0.00,NEW: k8s.network.network_policy.ingress_restricted,0.00,,,,,,,
SC-7(12),SC,yes,Boundary Protection (12),NEW: aws.vpc.security_group.ingress_restricted,0.00,NEW: azure.network.nsg.ingress_restricted,0.00,NEW: gcp.compute.firewall.ingress_restricted,0.00,NEW: oci.core.security_list.ingress_restricted,0.00,NEW: ibm.vpc.security_group.ingress_restricted,0.00,NEW: alicloud.vpc.security_group.ingress_restricted,0.00,NEW: k8s.network.network_policy.ingress_restricted,0.00,,,,,,,
SC-7(13),SC,yes,Boundary Protection (13),NEW: aws.vpc.security_group.ingress_restricted,0.00,NEW: azure.network.nsg.ingress_restricted,0.00,NEW: gcp.compute.firewall.ingress_restricted,0.00,NEW: oci.core.security_list.ingress_restricted,0.00,NEW: ibm.vpc.security_group.ingress_restricted,0.00,NEW: alicloud.vpc.security_group.ingress_restricted,0.00,NEW: k8s.network.network_policy.ingress_restricted,0.00,,,,,,,
SC-7(18),SC,yes,Boundary Protection (18),NEW: aws.vpc.security_group.ingress_restricted,0.00,NEW: azure.network.nsg.ingress_restricted,0.00,NEW: gcp.compute.firewall.ingress_restricted,0.00,NEW: oci.core.security_list.ingress_restricted,0.00,NEW: ibm.vpc.security_group.ingress_restricted,0.00,NEW: alicloud.vpc.security_group.ingress_restricted,0.00,NEW: k8s.network.network_policy.ingress_restricted,0.00,,,,,,,
SC-8(1),SC,yes,Transmission Confidentiality and Integrity | Cryptographic or Alternate Physical Protection,NEW: aws.ec2.ebs.encryption_by_default,0.00,NEW: azure.storage.storage_account.minimum_tls_version,0.00,NEW: gcp.compute.disk.encryption_default,0.00,NEW: oci.objectstorage.bucket.tls_version,0.00,NEW: ibm.cos.bucket.tls_policy,0.00,NEW: alicloud.ecs.disk.encryption_enabled,0.00,NEW: k8s.networking.network_policy.default_deny,0.00,,,,,,,
SC-12(1),SC,yes,Cryptographic Key Establishment and Management (1),NEW: aws.kms.key.key_manager,0.00,NEW: azure.keyvault.vault.access_policy,0.00,NEW: gcp.kms.cryptokey.iam_member,0.00,NEW: oci.kms.key.key_version,0.00,NEW: ibm.kms.key.dual_auth_delete,0.00,NEW: alicloud.kms.key.automatic_rotation,0.00,NEW: k8s.secret.type,0.00,,,,,,,
SC-12(2),SC,yes,Cryptographic Key Establishment and Management (2),NEW: aws.kms.key.key_manager,0.00,NEW: azure.keyvault.key.key_type,0.00,NEW: gcp.kms.cryptokey.key_rotation_period,0.00,NEW: oci.kms.key.key_shape,0.00,NEW: ibm.kms.key.dual_auth_delete,0.00,NEW: alicloud.kms.key.automatic_rotation,0.00,"SKIP: Cryptographic key management is a platform/infrastructure service; Kubernetes workloads rely on external KMS providers or cloud-native services for key establishment and management, which are verified at the CSP level.",0.00,,,,,,,
SC-12(3),SC,yes,Cryptographic Key Establishment and Management (3),NEW: aws.kms.key.key_manager,0.00,NEW: azure.keyvault.key.rotation_policy,0.00,NEW: gcp.kms.cryptokey.rotation_schedule,0.00,NEW: oci.kms.key.rotation_interval,0.00,NEW: ibm.kms.key.rotation_policy,0.00,NEW: alicloud.kms.key.automatic_rotation,0.00,SKIP: Cryptographic key management is a platform/infrastructure service; Kubernetes workloads consume keys but do not natively manage key establishment or rotation policies.,0.00,,,,,,,
SC-18(3),SC,yes,Mobile Code (3),"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,"SKIP: Mobile code control pertains to application-level execution and trust, not directly to cloud resource configuration.",0.00,,,,,,,
SC-18(4),SC,yes,Mobile Code (4),"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,"SKIP: Control pertains to mobile code restrictions, which is an application-level or organizational policy not directly enforceable via cloud resource configuration.",0.00,,,,,,,
SC-19,SC,yes,(title not in local sources),SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,SKIP: Control ID SC-19 title and intent not provided; cannot map to a specific cloud resource configuration.,0.00,,,,,,,
SC-23(1),SC,yes,Session Authenticity (1),NEW: aws.iam.account_password_policy.minimum_password_length,0.00,NEW: azure.aad.password_policy.minimum_password_length,0.00,NEW: gcp.iam.password_policy.minimum_password_length,0.00,NEW: oci.iam.password_policy.minimum_password_length,0.00,PARTIAL: ibm.iam.password_policy.minimum_password_length | verifies config exists but not testing execution,0.00,NEW: alicloud.ram.password_policy.minimum_password_length,0.00,"SKIP: Session authenticity is an application/ingress-controller level concern, not a native K8s resource control; no equivalent to a centralized, configurable password policy exists.",0.00,,,,,,,
SC-28(1),SC,yes,Protection of Information at Rest | Cryptographic Protection,NEW: aws.ec2.ebs.encryption_by_default,0.00,NEW: azure.storage.storage_account.blob_encryption_enabled,0.00,NEW: gcp.compute.disk.encryption_default,0.00,NEW: oci.object_storage.bucket.encryption_state,0.00,NEW: ibm.cos.bucket.encryption_state,0.00,NEW: alicloud.ecs.disk.encryption_state,0.00,PARTIAL: k8s.storage.persistent_volume.encryption_state | verifies storage class encryption config but not underlying provider-managed encryption,0.00,,,,,,,
SI-2(2),SI,yes,Flaw Remediation (2),NEW: aws.ec2.instance.patch_management,0.00,NEW: azure.compute.virtual_machine.patch_assessment,0.00,NEW: gcp.compute.instance.patch_management,0.00,"PARTIAL: oci.compute.instance.management_agent | verifies OS Management Service agent is installed and configured for patching, but not patch execution state",0.00,"PARTIAL: ibm.vpc.instance.metadata_service | verifies instance metadata service is enabled for patch orchestration tools, but not patch compliance state",0.00,"PARTIAL: alicloud.ecs.instance.cloud_assistant | verifies Cloud Assistant agent is installed for patch operations, but not patch assessment status",0.00,NEW: k8s.node.automatic_updates,0.00,,,,,,,
SI-2(3),SI,yes,Flaw Remediation (3),NEW: aws.ec2.instance.patch_management,0.00,NEW: azure.compute.virtual_machine.patch_assessment,0.00,NEW: gcp.compute.instance.patch_management,0.00,NEW: oci.compute.instance.patch_management,0.00,NEW: ibm.vpc.vsi.patch_management,0.00,NEW: alicloud.ecs.instance.patch_management,0.00,NEW: k8s.container.node_auto_upgrade,0.00,,,,,,,
SI-3(1),SI,yes,Malicious Code Protection (1),NEW: aws.ec2.instance.antivirus_installed,0.00,NEW: azure.compute.virtual_machine.antimalware_enabled,0.00,NEW: gcp.compute.instance.antivirus_osconfig,0.00,PARTIAL: oci.compute.instance.agent_installed | verifies management agent is present but not specific antimalware execution,0.00,PARTIAL: ibm.vpc.instance.trusted_profile_attached | verifies identity/compliance profile association but not antimalware state,0.00,PARTIAL: alicloud.ecs.instance.security_center_linked | verifies integration with security service but not active protection,0.00,NEW: k8s.pod.security_context.readonly_root_filesystem,0.00,NEW: aws.ec2.activity_log.disable_guardduty;aws.iam.audit.delete_malware_protection_role,NEW: azure.security.audit.disable_antimalware;azure.policy.chain.bypass_defender,NEW: gcp.compute.audit.disable_osconfig;gcp.security.chain.suspend_scc,NEW: oci.events.audit.disable_vulnerability_scanning;oci.compute.chain.remove_agent,NEW: ibm.vpc.audit.disable_security_group;ibm.iam.chain.modify_shield_rules,NEW: alicloud.security.audit.stop_anti_bot;alicloud.ram.chain.delete_malware_policy,NEW: k8s.rbac.audit.escalate_malware_pod;k8s.admission.chain.bypass_opa
SI-3(2),SI,yes,Malicious Code Protection (2),NEW: aws.ec2.instance.antivirus_installed,0.00,NEW: azure.vm.guest_config.antimalware_enabled,0.00,NEW: gcp.compute.instance.guest_policy_antivirus,0.00,PARTIAL: oci.compute.instance.agent_installed | verifies OCI Management Agent is present for potential third-party AV integration but not the AV state itself,0.00,PARTIAL: ibm.vpc.instance.monitoring_agent | verifies IBM Cloud Monitoring Agent is installed for potential third-party AV integration but not the AV state itself,0.00,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent | verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the AV state itself,0.00,NEW: k8s.pod.security_context.read_only_root_filesystem,0.00,NEW: aws.ec2.activity_log.disable_antimalware;aws.ssm.audit.delete_association,NEW: azure.security.audit.disable_antimalware;azure.compute.chain.disable_and_deallocate,NEW: gcp.compute.audit.disable_shielded_vm;gcp.compute.activity_log.delete_os_policy,NEW: oci.compute.audit.disable_scanning_agent;oci.events.chain.agent_stop_and_tag,NEW: ibm.vpc.audit.disable_security_group;ibm.iam.activity_log.modify_instance_profile,NEW: alicloud.ecs.audit.uninstall_cloudmonitor;alicloud.actiontrail.chain.uninstall_and_stop,NEW: k8s.pod.audit.disable_security_context;k8s.admission.chain.privilege_escalation
SI-3(7),SI,yes,Malicious Code Protection (7),NEW: aws.ec2.instance.antivirus_installed,0.00,NEW: azure.virtual_machine.antimalware_enabled,0.00,NEW: gcp.compute.instance.osconfig_agent,0.00,"PARTIAL: oci.compute.instance.agent_status | verifies management agent is installed and running, but does not confirm specific antimalware software or signatures",0.00,"PARTIAL: ibm.vpc.instance.trusted_profile_attachment | verifies instance uses a trusted profile for secure, automated management, but does not confirm specific antimalware installation",0.00,"PARTIAL: alicloud.ecs.instance.cloud_assistant_status | verifies the Cloud Assistant agent is installed for command delivery, but does not confirm specific security software execution",0.00,NEW: k8s.pod.security_context,0.00,NEW: aws.ec2.activity_log.disable_guardduty;aws.iam.audit.delete_malware_protection_role,NEW: azure.security.audit.disable_antimalware;azure.policy.chain.evade_asc_policies,NEW: gcp.compute.activity_log.disable_osconfig_malware;gcp.iam.chain.bypass_scanner_roles,NEW: oci.compute.audit.disable_scanning_agent;oci.vulnerability_scanning.chain.agent_tamper,NEW: ibm.vpc.activity_log.disable_security_group_logging;ibm.iam.chain.evade_malware_monitoring,NEW: alicloud.ecs.audit.stop_security_agent;alicloud.actiontrail.chain.delete_malware_logs,NEW: k8s.rbac.audit.escalate_malware_scan;k8s.admission.chain.disable_opa_policies
SI-4(1),SI,yes,Information System Monitoring (1),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.instance.provisioned,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.audit_log.policy.enabled,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_delete,NEW: oci.audit.chain.compartment_delete,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.audit.chain.privilege_escalation
SI-4(2),SI,yes,Information System Monitoring (2),NEW: aws.cloudtrail.trail.is_multi_region_trail,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.route.global_events,0.00,NEW: alicloud.actiontrail.trail.is_organization_trail,0.00,NEW: k8s.audit.policy.log_all_requests,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.delete_alert;azure.policy.audit.exempt,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.audit.chain.config_change_then_event_rule_delete,NEW: ibm.iam.activity_log.api_key_create;ibm.activitytracker.audit.event_route_delete,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.privileged_policy_attach,NEW: k8s.audit.chain.secret_access_then_audit_policy_patch
SI-4(4),SI,yes,Information System Monitoring (4),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.route.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.audit_log.policy.status,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deactivate_trail,NEW: azure.monitor.activity_log.disable_diagnostic;azure.authorization.audit.elevate_access,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.audit.chain.config_change_by_new_api_session,NEW: ibm.iam.activity_log.api_key_create;ibm.activitytracker.audit.route_delete,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.attach_policy,NEW: k8s.rbac.audit.clusterrole_bind;k8s.audit.chain.configmap_sensitive_access
SI-4(5),SI,yes,Information System Monitoring | System-Generated Alerts,NEW: aws.cloudwatch.alarm.action_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.vm.memory_alerts,0.60,gcp.monitoring.alert_policy.anomaly_alerts_configured;gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.monitoring.alert.action_enabled,0.00,NEW: alicloud.cms.alarm.contact_groups,0.00,k8s.monitoring.alerts.configured;k8s.network.monitoring.alerts_configured;k8s.monitoring.prometheus.alerts_configured,0.50,NEW: aws.iam.activity_log.assume_role_anomaly;aws.cloudtrail.audit.defense_evasion,NEW: azure.monitor.activity_log.alert_rule_deletion;azure.aad.audit.conditional_access_bypass,NEW: gcp.iam.audit.service_account_key_creation;gcp.logging.chain.log_sink_deletion_modify,NEW: oci.audit.chain.compartment_deletion_log_disable,NEW: ibm.iam.activity_log.api_key_creation_anomaly,NEW: alicloud.actiontrail.audit.trail_stop_delete,NEW: k8s.audit.chain.privileged_pod_logs_delete
SI-4(7),SI,yes,Information System Monitoring (7),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.route.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.audit_log.policy.status,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.delete;azure.authorization.audit.role_assignment,NEW: gcp.iam.audit.service_account_key_create;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.update;oci.identity.audit.user_capability_change,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.event_routes_update,NEW: alicloud.actiontrail.audit.trail_update;alicloud.ram.audit.attach_policy,NEW: k8s.rbac.audit.clusterrole_binding;k8s.audit.chain.privilege_escalation
SI-4(11),SI,yes,Information System Monitoring (11),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.instance.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.kubernetes.audit_log.status,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_delete,NEW: oci.audit.chain.compartment_bypass,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.audit.chain.privilege_escalation
SI-4(14),SI,yes,Information System Monitoring (14),NEW: aws.cloudtrail.trail.is_multi_region_trails_enabled,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.route.global_events_enabled,0.00,NEW: alicloud.actiontrail.trail.is_multi_region_enabled,0.00,NEW: k8s.audit_logging.policy.log_all_requests,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,NEW: azure.monitor.activity_log.alert_delete;azure.aad.audit.credential_add,NEW: gcp.iam.audit.service_account_key;gcp.logging.chain.sink_route_delete,NEW: oci.audit.chain.compartment_delete,NEW: ibm.iam.activity_log.api_key_create,NEW: alicloud.actiontrail.audit.trail_update,NEW: k8s.rbac.audit.clusterrole_binding;k8s.audit.chain.privilege_escalation
SI-4(16),SI,yes,Information System Monitoring (16),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.instance.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.falco.daemonset.status,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.stop_logging,NEW: azure.monitor.activity_log.disable;azure.policy.audit.delete_assignment,NEW: gcp.iam.activity_log.set_iam_policy;gcp.logging.audit.sink_delete,NEW: oci.audit.audit.update_configuration;oci.events.audit.delete_rule,NEW: ibm.iam.activity_log.api_key_create;ibm.activity_tracker.audit.route_delete,NEW: alicloud.actiontrail.audit.delete_trail;alicloud.ram.activity_log.attach_policy,NEW: k8s.rbac.audit.create_clusterrole;k8s.audit.chain.disable_audit_logging
SI-4(20),SI,yes,Information System Monitoring (20),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.instance.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.falco.deployment.status,0.00,NEW: aws.iam.activity_log.assume_role;aws.cloudtrail.audit.deletion,NEW: azure.monitor.activity_log.alert_rule_change;azure.activity_log.chain.privilege_escalation,NEW: gcp.iam.audit.service_account_key;gcp.logging.audit.sink_modification,NEW: oci.audit.chain.defense_evasion;oci.identity.audit.policy_bypass,NEW: ibm.activity_log.chain.privileged_action,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.audit.privilege_anomaly,NEW: k8s.audit.chain.privilege_escalation;k8s.audit.activity_log.secret_access
SI-4(23),SI,yes,Information System Monitoring (23),NEW: aws.guardduty.detector.status,0.00,azure.monitor.alert.alarm_configured;azure.monitor.alert.alarm_actions;azure.monitor.alert.destinations_authenticated,0.60,gcp.monitoring.alert_policy.alert_alarm_actions_configured,0.38,oci.monitoring.alarm.monitoring_alert_destinations_enabled;oci.monitoring.alarm.alert_delete_sqlserver_fr;oci.monitoring.alarm.alert_delete_nsg,0.50,NEW: ibm.activity_tracker.instance.status,0.00,NEW: alicloud.actiontrail.trail.status,0.00,NEW: k8s.kubernetes.audit_log.policy,0.00,NEW: aws.iam.activity_log.assume_role_anomaly;aws.cloudtrail.audit.defense_evasion,NEW: azure.monitor.activity_log.alert_delete;azure.authorization.audit.role_assignment_chain,NEW: gcp.iam.activity_log.service_account_key_anomaly;gcp.logging.audit.sink_modification,NEW: oci.audit.activity_log.compartment_delete;oci.identity.audit.policy_modification,NEW: ibm.iam.activity_log.api_key_creation;ibm.activity_tracker.audit.route_deletion,NEW: alicloud.actiontrail.audit.trail_stop;alicloud.ram.chain.attach_policy_anomaly,NEW: k8s.rbac.audit.clusterrolebinding_escalation;k8s.audit.chain.resource_deletion_evasion
SI-6,SI,yes,(title not in local sources),NEW: aws.guardduty.detector.status,0.00,NEW: azure.security_center.standard_pricing_tier,0.00,NEW: gcp.security_command_center.enabled,0.00,NEW: oci.cloud_guard.configuration.status,0.00,NEW: ibm.security_and_compliance_center.account_settings,0.00,NEW: alicloud.sas.service_status,0.00,PARTIAL: k8s.security.audit.log.policy | <verifies audit logging is configured but not the active verification/testing of security functions>,0.00,,,,,,,
SI-7(1),SI,yes,"Software, Firmware, and Information Integrity (1)",NEW: aws.ec2.instance.image_trusted_ami,0.00,NEW: azure.compute.virtual_machine.trusted_image,0.00,NEW: gcp.compute.instance.trusted_image,0.00,NEW: oci.compute.instance.trusted_image,0.00,"NEW: ibm.is.virtual_server.trusted_image;ibm.is.instance.trusted_image ||| <IBM Cloud VPC Virtual Servers can verify trusted images via catalog or custom images, similar to other CSPs compute services.>",0.00,NEW: alicloud.ecs.instance.trusted_image,0.00,NEW: k8s.workload.container.image_digest,0.00,,,,,,,
SI-7(7),SI,yes,"Software, Firmware, and Information Integrity (7)",NEW: aws.ec2.instance.image_trusted_ami,0.00,NEW: azure.compute.virtual_machine.trusted_image,0.00,NEW: gcp.compute.instance.trusted_image,0.00,NEW: oci.compute.instance.trusted_image,0.00,NEW: ibm.vpc.instance.trusted_image,0.00,NEW: alicloud.ecs.instance.trusted_image,0.00,NEW: k8s.workload.container.image_digest,0.00,,,,,,,
SI-8(1),SI,yes,Spam Protection (1),"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,"SKIP: Spam protection is typically an application-level or managed service feature, not a direct cloud resource configuration check.",0.00,,,,,,,
SI-8(2),SI,yes,Spam Protection (2),"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,"SKIP: Spam protection is an application/email service feature, not a core cloud resource configuration check.",0.00,,,,,,,
