rule_id,csp,service,resource,attribute,frameworks,framework_count,control_count,mapped_controls,suggested_intent
aws.ec2.ebs.encryption_by_default,aws,ec2,ebs,encryption_by_default,CANADA_PBMM,1,2,CANADA_PBMM/SC-28(1);CANADA_PBMM/SC-8(1),Check that EBS encryption is enabled by default in the region.
aws.ec2.image.baseline_approved,aws,ec2,image,baseline_approved,CANADA_PBMM,1,2,CANADA_PBMM/CM-2(3);CANADA_PBMM/CM-2(7),Check that EC2 instances are launched from an approved baseline AMI.; Check that EC2 AMIs are from an approved baseline list.; (refined)
aws.ec2.instance.image_id,aws,ec2,instance,image_id,CANADA_PBMM,1,2,CANADA_PBMM/CM-2(2);CANADA_PBMM/CM-3(6),Check that EC2 instances are launched from an approved baseline AMI.; (refined); Check that EC2 instances are launched from approved AMIs.
aws.ec2.instance.image_trusted_ami,aws,ec2,instance,image_trusted_ami,CANADA_PBMM,1,2,CANADA_PBMM/SI-7(1);CANADA_PBMM/SI-7(7),"Check that EC2 instances are launched from trusted AMIs (e.g., approved, hardened images).; Check that EC2 instances launch from approved/trusted AMIs."
aws.ec2.instance.patch_management,aws,ec2,instance,patch_management,CANADA_PBMM,1,2,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),Check that EC2 instances have automated patch management enabled via Systems Manager.; Check that EC2 instances have patch management enabled via Systems Manager or similar service.; (refined)
aws.ec2.instance.recovery_behavior,aws,ec2,instance,recovery_behavior,CANADA_PBMM,1,2,CANADA_PBMM/CP-2(4);CANADA_PBMM/CP-2(6),"Check EC2 instances are configured for stop/terminate recovery via termination protection or Auto Scaling.; Check EC2 instances are configured for recovery (e.g., termination protection, stop/start behavior)"
aws.ec2.instance.recovery_instance,aws,ec2,instance,recovery_instance,CANADA_PBMM,1,2,CANADA_PBMM/CP-2(3);CANADA_PBMM/CP-2(5),Check that EC2 instances are configured with recovery automation via AWS Systems Manager Automation documents.
aws.ec2.instance.recovery_instances,aws,ec2,instance,recovery_instances,CANADA_PBMM,1,2,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(2),"Check that EC2 instances have recovery automation configured (e.g., via AWS Systems Manager Automation documents).; Check that EC2 instances have recovery automation enabled via AWS Systems Manager Automation documents.; (refined)"
aws.eks.node_group.kubelet_config_permissions,aws,eks,node_group,kubelet_config_permissions,CIS;CIS_AWS,2,2,CIS/3.1.3;CIS_AWS/3.1.3,Check that the kubelet configuration file on EKS worker nodes has permissions set to 644 or more restrictive.; (refined)
aws.guardduty.detector.enabled,aws,guardduty,detector,enabled,CIS;NIST_800_171,2,2,CIS/8.1.16;NIST_800_171/3.7.4,PARTIAL: aws.guardduty.detector.enabled ||| verifies threat detection for uploaded objects but not specific media scanning; (refined)
aws.iam.account_password_policy.minimum_length,aws,iam,account_password_policy,minimum_length,CANADA_PBMM,1,2,CANADA_PBMM/IA-2(6);CANADA_PBMM/IA-5(1),Check that the AWS account password policy enforces a minimum password length.; Ensure IAM password policy enforces a minimum password length of 14 characters.; (refined)
aws.iam.account_password_policy.minimum_password_length,aws,iam,account_password_policy,minimum_password_length,CANADA_PBMM,1,2,CANADA_PBMM/IA-2(8);CANADA_PBMM/SC-23(1),Ensure IAM password policy enforces a minimum password length to support session authenticity.; Ensure IAM password policy enforces a minimum password length of 14 characters.
aws.iam.policy.deny_maintenance_tools,aws,iam,policy,deny_maintenance_tools,CANADA_PBMM,1,2,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),Check IAM policies for explicit denies on actions used by unauthorized maintenance tools.; Check IAM policies for explicit denies on maintenance tool actions.; (refined)
aws.iam.policy.sas_token_expiry,aws,iam,policy,sas_token_expiry,CIS,1,2,CIS/11.2;CIS/17.1.4,(refined)
aws.iam.role.trust_policy_external_principals,aws,iam,role,trust_policy_external_principals,CANADA_PBMM,1,2,CANADA_PBMM/SA-9(4);CANADA_PBMM/SA-9(5),Check IAM role trust policies for unauthorized external principals.
aws.s3.bucket.sas_token_expiry,aws,s3,bucket,sas_token_expiry,CIS,1,2,CIS/11.2;CIS/17.1.4,(refined)
azure.aad.password_policy.minimum_password_length,azure,aad,password_policy,minimum_password_length,CANADA_PBMM,1,2,CANADA_PBMM/IA-2(8);CANADA_PBMM/SC-23(1),Ensure Azure AD password policy enforces a minimum password length of 14 characters.; Ensure Azure AD password policy enforces a minimum password length to support session authenticity.
azure.authorization.role_definition.deny_maintenance_tools,azure,authorization,role_definition,deny_maintenance_tools,CANADA_PBMM,1,2,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),Check custom RBAC role definitions for denies on compute/disk maintenance actions.; Check RBAC custom role definitions for denies on maintenance resource actions.; (refined)
azure.compute.virtual_machine.image_reference,azure,compute,virtual_machine,image_reference,CANADA_PBMM,1,2,CANADA_PBMM/CM-2(2);CANADA_PBMM/CM-3(6),Check that VMs are deployed from approved images.; Check that VMs are deployed from an approved baseline image.; (refined)
azure.compute.virtual_machine.patch_assessment,azure,compute,virtual_machine,patch_assessment,CANADA_PBMM,1,2,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),Check that Azure VMs have patch assessment enabled via Azure Update Management.; (refined)
azure.compute.virtual_machine.trusted_image,azure,compute,virtual_machine,trusted_image,CANADA_PBMM,1,2,CANADA_PBMM/SI-7(1);CANADA_PBMM/SI-7(7),"Check that Virtual Machines use approved/trusted images from Azure Marketplace or Shared Image Gallery.; Check that Virtual Machines are deployed from trusted images (e.g., approved Marketplace or custom images)."
azure.management.subscription.entra_tenant_transfer_restriction,azure,management,subscription,entra_tenant_transfer_restriction,CIS;CIS_AZURE,2,2,CIS/5.25;CIS_AZURE/5.25,(refined); Check that subscription transfers to/from Microsoft Entra tenants are prohibited.
azure.network.virtual_network_peering.allow_forwarded_traffic,azure,network,virtual_network_peering,allow_forwarded_traffic,CANADA_PBMM,1,2,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),Check that virtual network peering does not allow forwarded traffic from outside.
gcp.compute.disk.encryption_default,gcp,compute,disk,encryption_default,CANADA_PBMM,1,2,CANADA_PBMM/SC-28(1);CANADA_PBMM/SC-8(1),Check that new Compute Engine disks are encrypted with customer-managed keys by default.; Check that new persistent disks are encrypted with customer-managed keys by default.
gcp.compute.firewall.deny_all_ingress,gcp,compute,firewall,deny_all_ingress,CANADA_PBMM,1,2,CANADA_PBMM/SC-7(4);CANADA_PBMM/SC-7(5),Check that the default VPC firewall rule denies all inbound traffic.; Check that a VPC firewall rule with priority 65535 denies all ingress.
gcp.compute.instance.patch_management,gcp,compute,instance,patch_management,CANADA_PBMM,1,2,CANADA_PBMM/SI-2(2);CANADA_PBMM/SI-2(3),(refined); Check that Compute Engine VMs have OS patch management enabled via OS Config.; Check that Compute Engine VMs have patch management enabled via OS Config.
gcp.compute.instance.source_image,gcp,compute,instance,source_image,CANADA_PBMM,1,2,CANADA_PBMM/CM-2(2);CANADA_PBMM/CM-3(6),Check that Compute Engine VMs use an approved baseline image.; Check that Compute Engine VMs use approved images.; (refined)
gcp.compute.instance.trusted_image,gcp,compute,instance,trusted_image,CANADA_PBMM,1,2,CANADA_PBMM/SI-7(1);CANADA_PBMM/SI-7(7),"Check that Compute Engine VMs use approved/trusted images from Cloud Marketplace or custom image families.; Check that Compute Engine VMs use trusted images (e.g., approved public or custom images)."
gcp.compute.instance_template.metadata_streaming_connection_idle_timeout,gcp,compute,instance_template,metadata_streaming_connection_idle_timeout,CIS;CIS_GCP,2,2,CIS/3.2.5;CIS_GCP/3.2.5,Ensure GCE instance templates do not set streaming connection idle timeout to 0.; (refined)
gcp.compute.network_peering.export_custom_routes,gcp,compute,network_peering,export_custom_routes,CANADA_PBMM,1,2,CANADA_PBMM/CA-3(3);CANADA_PBMM/CA-3(5),Check that VPC network peering does not export custom routes to the peer network.; Check that VPC network peering does not export custom routes.
gcp.container.node_pool.kubelet_kubeconfig_ownership,gcp,container,node_pool,kubelet_kubeconfig_ownership,CIS;CIS_GCP,2,2,CIS/3.1.2;CIS_GCP/3.1.2,Check that the kubelet kubeconfig file ownership is set to root:root for GKE node pools.; (refined)
gcp.container.node_pool.rotate_certificates,gcp,container,node_pool,rotate_certificates,CIS;CIS_GCP,2,2,CIS/3.2.8;CIS_GCP/3.2.8,Check that GKE node pools have auto certificate rotation enabled.; (refined)
gcp.container.node_pool.rotate_kubelet_server_certificate,gcp,container,node_pool,rotate_kubelet_server_certificate,CIS;CIS_GCP,2,2,CIS/3.2.9;CIS_GCP/3.2.9,Check that GKE node pools have RotateKubeletServerCertificate enabled for secure certificate rotation.; (refined)
gcp.iam.account.password_policy.minimum_length,gcp,iam,account,password_policy.minimum_length,CANADA_PBMM,1,2,CANADA_PBMM/AC-2(2);CANADA_PBMM/AC-2(3),Check Google Cloud IAM password policy enforces a minimum password length.; Ensure project-level password policy enforces a minimum password length.; (refined)
gcp.iam.password_policy.minimum_password_length,gcp,iam,password_policy,minimum_password_length,CANADA_PBMM,1,2,CANADA_PBMM/IA-2(8);CANADA_PBMM/SC-23(1),Ensure IAM password policy enforces a minimum password length to support session authenticity.; Ensure IAM password policy enforces a minimum password length of 14 characters.
gcp.iam.policy.deny_maintenance_tools,gcp,iam,policy,deny_maintenance_tools,CANADA_PBMM,1,2,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),Check IAM policy bindings for denies on maintenance-related permissions.; Check IAM policy bindings for denies on compute/disk maintenance permissions.; (refined)
gcp.iam.policy.temporary_token_expiry,gcp,iam,policy,temporary_token_expiry,CIS,1,2,CIS/11.2;CIS/17.1.4,(refined)
gcp.iam.policy_binding.external_members,gcp,iam,policy_binding,external_members,CANADA_PBMM,1,2,CANADA_PBMM/SA-9(2);CANADA_PBMM/SA-9(5),Check IAM policy bindings for members from unauthorized external domains or identities.; Check IAM policy bindings for unauthorized external members.
gcp.iam.project.password_policy.minimum_length,gcp,iam,project,password_policy.minimum_length,CANADA_PBMM,1,2,CANADA_PBMM/AC-2(10);CANADA_PBMM/IA-2(3),Ensure project-level password policy requires a minimum length for user passwords.; Ensure project-level password policy enforces a minimum password length of 14 or greater.
gcp.logging.sink.destination_and_filter,gcp,logging,sink,destination_and_filter,CANADA_PBMM;NIST_800_171,2,2,CANADA_PBMM/AU-2(3);NIST_800_171/3.4.3,Check that a Logging sink is configured to export all relevant audit logs to an immutable destination for change tracking.; Ensure a Log Sink exists that routes all audit log entries to a secure destination.; (refined)
gcp.logging.sink.destination_encryption,gcp,logging,sink,destination_encryption,CANADA_PBMM,1,2,CANADA_PBMM/AU-9(2);CANADA_PBMM/AU-9(4),Check that Cloud Logging sinks are configured to write to encrypted destinations.; Check that Cloud Logging sinks are configured to write to an encrypted destination.; (refined)
gcp.storage.bucket.signed_url_expiry,gcp,storage,bucket,signed_url_expiry,CIS,1,2,CIS/11.2;CIS/17.1.4,(refined)
ibm.iam.account.password_policy.minimum_length,ibm,iam,account,password_policy.minimum_length,CANADA_PBMM,1,2,CANADA_PBMM/AC-2(10);CANADA_PBMM/AC-2(2),(refined)
ibm.iam.authorization_policy.external_principals,ibm,iam,authorization_policy,external_principals,CANADA_PBMM,1,2,CANADA_PBMM/AC-20(1);CANADA_PBMM/AC-20(2),(refined)
ibm.iam.password_policy.minimum_password_length,ibm,iam,password_policy,minimum_password_length,CANADA_PBMM,1,2,CANADA_PBMM/IA-2(8);CANADA_PBMM/SC-23(1),PARTIAL: ibm.iam.password_policy.minimum_password_length ||| verifies config exists but not testing execution; PARTIAL: ibm.iam.password_policy.minimum_password_length ||| verifies config exists but not testing execution (global account setting)
ibm.iam.policy.deny_maintenance_tools,ibm,iam,policy,deny_maintenance_tools,CANADA_PBMM,1,2,CANADA_PBMM/MA-3(1);CANADA_PBMM/MA-3(2),(refined)
ibm.iam.policy.external_entities,ibm,iam,policy,external_entities,CANADA_PBMM,1,2,CANADA_PBMM/AC-20(1);CANADA_PBMM/AC-20(2),(refined)
ibm.iam.policy.temporary_token_expiry,ibm,iam,policy,temporary_token_expiry,CIS,1,2,CIS/11.2;CIS/17.1.4,(refined)
ibm.iam.role.least_privilege,ibm,iam,role,least_privilege,CIS,1,2,CIS/4.1.1;CIS/5.4.4,(refined)
ibm.kms.key.dual_auth_delete,ibm,kms,key,dual_auth_delete,CANADA_PBMM,1,2,CANADA_PBMM/SC-12(1);CANADA_PBMM/SC-12(2),Check that IBM Cloud Key Protect keys have dual authorization delete policy enabled for key deletion protection.; Check that Key Protect keys have dual authorization delete policy enabled.
ibm.vpc.security_group.deny_all_inbound,ibm,vpc,security_group,deny_all_inbound,CANADA_PBMM,1,2,CANADA_PBMM/SC-7(4);CANADA_PBMM/SC-7(5),Check that a security group has a rule denying all inbound traffic.; Check that a security group denies all inbound traffic from the internet.
k8s.audit.log.analysis_configured,k8s,audit,log,analysis_configured,CANADA_PBMM,1,2,CANADA_PBMM/AU-6(1);CANADA_PBMM/AU-6(3),PARTIAL: k8s.audit.log.analysis_configured ||| verifies audit log policy is configured but not the automated review and reporting process; PARTIAL: k8s.audit.log.analysis_configured ||| verifies audit log configuration exists but not the active analysis and reporting process
k8s.audit_log.policy.status,k8s,audit_log,policy,status,CANADA_PBMM,1,2,CANADA_PBMM/SI-4(4);CANADA_PBMM/SI-4(7),check that an audit logging policy is configured for the Kubernetes cluster; check that Kubernetes audit logging policy is enabled and configured
k8s.cluster.api_server.allow_privileged,k8s,cluster,api_server,allow_privileged,CIS;CIS_K8S,2,2,CIS/2.1.1;CIS_K8S/2.1.1,Check that the Kubernetes API server's --allow-privileged argument is set to false.; (refined)
k8s.compute.node.rotate_kubelet_server_certificate,k8s,compute,node,rotate_kubelet_server_certificate,CIS;CIS_K8S,2,2,CIS/4.2.12;CIS_K8S/4.2.12,Verify the kubelet server certificate rotation is enabled on Kubernetes nodes.; (refined)
k8s.control_plane.api_server.client_ca_file,k8s,control_plane,api_server,client_ca_file,CIS;CIS_K8S,2,2,CIS/2.1.4;CIS_K8S/2.1.4,verify the kube-apiserver is configured with a client certificate authority file for authentication; (refined)
k8s.control_plane.kube_apiserver.event_qps,k8s,control_plane,kube_apiserver,event_qps,CIS;CIS_K8S,2,2,CIS/2.1.11;CIS_K8S/2.1.11,Ensure the kube-apiserver --event-qps argument is set to 0 to limit event creation.; (refined)
k8s.control_plane.scheduler.file_ownership,k8s,control_plane,scheduler,file_ownership,CIS;CIS_K8S,2,2,CIS/1.4.6;CIS_K8S/1.4.6,Check that the kube-scheduler static pod manifest file is owned by root:root; (refined)
k8s.etcd.configuration.data_directory_permissions,k8s,etcd,configuration,data_directory_permissions,CIS;CIS_K8S,2,2,CIS/1.4.11;CIS_K8S/1.4.11,Check etcd data directory file permissions are set to 700 or more restrictive; (refined)
k8s.etcd.data_directory.permissions,k8s,etcd,data_directory,permissions,CIS;CIS_K8S,2,2,CIS/1.1.11;CIS_K8S/1.1.11,Check etcd data directory file permissions are set to 700 or more restrictive; (refined)
k8s.kube_apiserver.argument.streaming_connection_idle_timeout,k8s,kube_apiserver,argument,streaming_connection_idle_timeout,CIS;CIS_K8S,2,2,CIS/2.1.6;CIS_K8S/2.1.6,Ensure kube-apiserver --streaming-connection-idle-timeout is not set to 0; (refined)
k8s.kubeconfig.file.permissions,k8s,kubeconfig,file,permissions,CIS;CIS_K8S,2,2,CIS/4.1.3;CIS_K8S/4.1.3,Check proxy kubeconfig file permissions are 600 or more restrictive; (refined)
k8s.kubelet.config.cadvisor_port,k8s,kubelet,config,cadvisor_port,CIS;CIS_K8S,2,2,CIS/2.1.13;CIS_K8S/2.1.13,Ensure the kubelet's --cadvisor-port argument is disabled (set to 0) to prevent unauthorized access to container metrics.; (refined)
k8s.kubelet.config.cipher_suites,k8s,kubelet,config,cipher_suites,CIS;CIS_K8S,2,2,CIS/4.2.13;CIS_K8S/4.2.13,Check kubelet configuration file for strong cryptographic ciphers.; (refined)
k8s.kubelet.config.file_ownership,k8s,kubelet,config,file_ownership,CIS;CIS_K8S,2,2,CIS/4.1.10;CIS_K8S/4.1.10,validate kubelet config.yaml file ownership is set to root:root; (refined)
k8s.kubelet.config.rotate_certificates,k8s,kubelet,config,rotate_certificates,CIS;CIS_K8S,2,2,CIS/4.2.11;CIS_K8S/4.2.11,Ensure kubelet does not have rotate-certificates set to false; (refined)
k8s.kubelet.file.ownership_root_root,k8s,kubelet,file,ownership_root_root,CIS;CIS_K8S,2,2,CIS/2.2.4;CIS_K8S/2.2.4,Check that the kubelet configuration file is owned by root:root.; (refined)
k8s.kubernetes.api_server.authorization_mode,k8s,kubernetes,api_server,authorization_mode,CIS,1,2,CIS/1.2.5;CIS/4.2.2,PARTIAL: k8s.kubernetes.api_server.authorization_mode ||| May verify pod spec or configuration but cannot fully audit runtime arguments on self-managed cluster; PARTIAL: k8s.kubernetes.api_server.authorization_mode ||| May verify pod spec or cluster configuration but cannot directly audit runtime arguments of self-mana
k8s.kubernetes.api_server.streaming_connection_idle_timeout,k8s,kubernetes,api_server,streaming_connection_idle_timeout,CIS;CIS_K8S,2,2,CIS/4.2.5;CIS_K8S/4.2.5,Ensure the kube-apiserver --streaming-connection-idle-timeout argument is not set to 0; (refined)
k8s.kubernetes.apiserver.client_ca_file,k8s,kubernetes,apiserver,client_ca_file,CIS;CIS_K8S,2,2,CIS/4.2.3;CIS_K8S/4.2.3,Ensure the Kubernetes API server is configured with a client certificate authority file for authentication.; (refined)
