rule_a,rule_b,csp,rule_type,decision,winner,reason
alicloud.ecs.instance.baseline_image,alicloud.ecs.instance.trusted_image,alicloud,config,SAME,A,Both check ECS instances launched from approved/trusted images; A's name is more conventional.
alicloud.ecs.instance.cloud_assistant,alicloud.ecs.instance.cloud_assistant_status,alicloud,config,SAME,B,Both check Cloud Assistant status; B's name is more specific and conventional.
alicloud.ecs.instance.cloud_assistant,alicloud.ecs.instance.cloud_monitor_agent,alicloud,config,DIFFERENT,A,"A checks Cloud Assistant agent, B checks Cloud Monitor Agent; distinct monitoring agents."
alicloud.ecs.instance.cloud_monitor_agent,alicloud.ecs.instance.security_agent,alicloud,config,DIFFERENT,A,"A checks Cloud Monitor Agent, B checks Security Agent; distinct security and monitoring agents."
alicloud.ecs.instance.disaster_recovery,alicloud.ecs.instance.recovery_setting,alicloud,config,DIFFERENT,A,"Rule A checks for disaster recovery via snapshots or auto-scaling, while rule B checks for release protection or scaling group membership."
alicloud.ecs.instance.image_baseline,alicloud.ecs.instance.image_id,alicloud,config,SAME,B,"Both check for approved baseline images, but rule B's description is refined, making it slightly clearer."
alicloud.ecs.instance.image_baseline,alicloud.ecs.instance.image_scan,alicloud,config,DIFFERENT,A,"Rule A checks for approved baseline images, while rule B checks for official image scanning configuration."
alicloud.ecs.instance.image_baseline,alicloud.ecs.instance.required_image,alicloud,config,SAME,B,"Both check for approved images, but rule B's description is more precise with ""created from approved images only."""
alicloud.ecs.instance.image_baseline,alicloud.ecs.instance.trusted_image,alicloud,config,SAME,B,"Both check for approved/trusted images, but rule B's description includes examples, making it more informative."
alicloud.ecs.instance.image_id,alicloud.ecs.instance.image_scan,alicloud,config,DIFFERENT,A,"Rule A checks for approved baseline images, while rule B checks for official image scanning configuration."
alicloud.ecs.instance.image_id,alicloud.ecs.instance.required_image,alicloud,config,SAME,B,"Both check for approved images, but rule B's description is more direct with ""created from approved images only."""
alicloud.ecs.instance.image_id,alicloud.ecs.instance.trusted_image,alicloud,config,SAME,B,"Both check for approved/trusted images, but rule B's description includes examples, making it more detailed."
alicloud.ecs.instance.image_scan,alicloud.ecs.instance.required_image,alicloud,config,DIFFERENT,A,"Rule A checks for image scan configuration, while rule B checks for approved image usage."
alicloud.ecs.instance.image_scan,alicloud.ecs.instance.trusted_image,alicloud,config,DIFFERENT,A,"Rule A checks for image scan configuration, while rule B checks for trusted image usage."
alicloud.ecs.instance.maintenance_behavior,alicloud.ecs.instance.maintenance_window,alicloud,config,DIFFERENT,A,"Rule A checks maintenance behavior, while rule B checks maintenance window configuration."
alicloud.ecs.instance.required_image,alicloud.ecs.instance.required_tags,alicloud,config,DIFFERENT,A,"Rule A checks approved image usage, while rule B checks required tagging."
alicloud.ecs.instance.required_image,alicloud.ecs.instance.trusted_image,alicloud,config,SAME,B,Both check for approved/trusted image usage; rule B's description is more explicit.
alicloud.ecs.instance.security_agent,alicloud.ecs.instance.security_center_linked,alicloud,config,DIFFERENT,A,"Rule A checks security agent installation, while rule B checks integration with Security Center."
alicloud.ecs.snapshot.snapshot_policy,alicloud.ecs.snapshot_policy.auto_snapshot_policy,alicloud,config,SAME,B,Both check for automatic snapshot policy configuration; rule B's name is more specific.
alicloud.oos.audit.execute_template,alicloud.oos.audit.template_execution,alicloud,ciem,UNSURE,A,"Both involve OOS template execution monitoring, but descriptions differ slightly; rule A is clearer."
alicloud.oss.chain.log_lifecycle,alicloud.oss.chain.log_tamper,alicloud,ciem,DIFFERENT,A,"Rule A focuses on lifecycle rules targeting audit logs, while rule B focuses on bucket modifications including deletion and encryption changes."
alicloud.oss.bucket.default_encryption,alicloud.oss.bucket.encryption_enabled,alicloud,config,SAME,B,"Both check for OSS bucket encryption, but rule B's name ""encryption_enabled"" is more conventional and clear than ""default_encryption""."
alicloud.oss.bucket.default_encryption,alicloud.oss.bucket.kms_encryption,alicloud,config,DIFFERENT,A,"Rule A checks for default encryption, while rule B specifically checks for KMS encryption, which is a subset of encryption methods."
alicloud.oss.bucket.default_encryption,alicloud.oss.s3.bucket_encryption_enabled,alicloud,config,SAME,B,"Both check for bucket encryption, but rule B's name ""bucket_encryption_enabled"" is more explicit and aligns with standard naming."
alicloud.oss.bucket.encryption_enabled,alicloud.oss.bucket.kms_encryption,alicloud,config,DIFFERENT,B,"Rule A checks general encryption, while rule B specifically checks for KMS encryption, making them distinct in scope."
alicloud.oss.bucket.encryption_enabled,alicloud.oss.bucket.replication_enabled,alicloud,config,DIFFERENT,A,"Rule A checks encryption for data protection, while rule B checks replication for disaster recovery, addressing different security aspects."
alicloud.oss.bucket.encryption_enabled,alicloud.oss.bucket.versioning.enabled,alicloud,config,DIFFERENT,A,"Rule A checks encryption for data security, while rule B checks versioning for data integrity and recovery, serving different purposes."
alicloud.oss.bucket.encryption_enabled,alicloud.oss.bucket.versioning_enabled,alicloud,config,DIFFERENT,A,"Rule A checks encryption for data confidentiality, while rule B checks versioning for backup, focusing on different security controls."
alicloud.oss.bucket.encryption_enabled,alicloud.oss.s3.bucket_encryption_enabled,alicloud,config,SAME,A,Rule A uses the more conventional naming for OSS bucket encryption without the 's3' prefix.
alicloud.oss.bucket.kms_encryption,alicloud.oss.s3.bucket_encryption_enabled,alicloud,config,DIFFERENT,B,"Rule A checks for KMS-specific encryption, while rule B checks for any bucket encryption."
alicloud.oss.bucket.object_versioning,alicloud.oss.bucket.versioning,alicloud,config,SAME,B,Rule B uses the more standard and concise naming convention for versioning.
alicloud.oss.bucket.object_versioning,alicloud.oss.bucket.versioning.enabled,alicloud,config,SAME,B,Rule B uses the more precise and standard naming convention for versioning.
alicloud.oss.bucket.object_versioning,alicloud.oss.bucket.versioning_enabled,alicloud,config,SAME,B,Rule B uses the more standard naming convention for versioning.
alicloud.oss.bucket.replication_enabled,alicloud.oss.bucket.versioning.enabled,alicloud,config,DIFFERENT,A,"Rule A checks for replication (disaster recovery), while rule B checks for versioning (backup)."
alicloud.oss.bucket.replication_enabled,alicloud.oss.bucket.versioning_enabled,alicloud,config,DIFFERENT,A,"Rule A checks for replication (disaster recovery), while rule B checks for versioning (backup)."
alicloud.oss.bucket.replication_enabled,alicloud.oss.s3.bucket_encryption_enabled,alicloud,config,DIFFERENT,A,"Rule A checks for replication (disaster recovery), while rule B checks for encryption (data protection)."
alicloud.oss.bucket.secure_transport,alicloud.oss.bucket.secure_transport_policy,alicloud,config,SAME,A,"Both check OSS bucket secure transport, but A's name is more direct and conventional."
alicloud.oss.bucket.sts_token_expiry,alicloud.oss.bucket.temporary_token_expiry,alicloud,config,SAME,A,"Both check temporary/STS token expiry for OSS buckets, with A using the more standard ""sts_token"" terminology."
alicloud.oss.bucket.versioning,alicloud.oss.bucket.versioning.enabled,alicloud,config,SAME,A,"Both check OSS bucket versioning enabled, but A's name is simpler and more conventional."
alicloud.oss.bucket.versioning,alicloud.oss.bucket.versioning_enabled,alicloud,config,SAME,A,"Both check OSS bucket versioning enabled, with A's name being the standard, concise form."
alicloud.oss.bucket.versioning.enabled,alicloud.oss.bucket.versioning_enabled,alicloud,config,SAME,A,"Both check OSS bucket versioning enabled, but A's name follows a clearer, more structured naming convention."
alicloud.ram.activity_log.attach_policy,alicloud.ram.activity_log.attach_policy_to_user,alicloud,ciem,DIFFERENT,A,"Rule A detects policy attachments combined with audit trail deletion, while B focuses on direct user attachments and console sign-ins."
alicloud.ram.activity_log.attach_policy,alicloud.ram.activity_log.delete_policy_version,alicloud,ciem,DIFFERENT,A,"Rule A combines policy attachments with audit trail deletion, whereas B combines policy version deletion with audit trail deletion."
alicloud.ram.activity_log.attach_policy,alicloud.ram.audit.attach_policy,alicloud,ciem,SAME,B,"Both detect policy attachments combined with audit trail actions, but B's description is more specific about stopping the trail."
alicloud.ram.activity_log.attach_policy,alicloud.ram.chain.attach_policy,alicloud,ciem,DIFFERENT,A,"Rule A combines policy attachments with audit trail deletion, while B combines user creation with external email and policy attachments."
alicloud.ram.activity_log.attach_policy_to_user,alicloud.ram.activity_log.user_creation,alicloud,ciem,DIFFERENT,A,"Rule A detects direct policy attachments to users and console sign-ins, whereas B detects user creation with external email and policy attachments."
alicloud.ram.activity_log.attach_policy_to_user,alicloud.ram.audit.attach_policy_to_user,alicloud,ciem,SAME,B,"Both detect direct policy attachments to users, but B's description includes additional context about bypassing permission chains."
alicloud.ram.activity_log.console_login_inactive_user,alicloud.ram.activity_log.user_creation,alicloud,ciem,DIFFERENT,A,"Rule A detects console logins by inactive users and policy attachments, while B detects user creation with external email and policy attachments."
alicloud.ram.activity_log.create_accesskey,alicloud.ram.audit.create_accesskey,alicloud,ciem,SAME,B,"Both detect access key creation combined with ActionTrail modifications, but B's description is more precise about obstructing incident response."
alicloud.ram.activity_log.login_attempt_limit,alicloud.ram.password_policy.login_attempt_limit,alicloud,ciem,DIFFERENT,B,"A monitors login failure events, B checks password policy configuration."
alicloud.ram.audit.attach_policy,alicloud.ram.audit.attach_policy_to_user,alicloud,ciem,DIFFERENT,B,"A detects audit log tampering with policy attach, B detects direct user policy attachments."
alicloud.ram.audit.attach_policy,alicloud.ram.audit.policy_alter,alicloud,ciem,DIFFERENT,B,"A detects audit log tampering with policy attach, B monitors policy alteration patterns."
alicloud.ram.audit.attach_policy,alicloud.ram.audit.privileged_policy_attach,alicloud,ciem,SAME,B,Both detect ActionTrail deactivation followed by high-privilege policy attachment; B name is more specific.
alicloud.ram.audit.attach_policy,alicloud.ram.chain.attach_policy,alicloud,ciem,DIFFERENT,B,"A detects audit log tampering with policy attach, B detects new user creation with immediate policy attach."
alicloud.ram.audit.attach_policy,alicloud.ram.chain.attach_policy_anomaly,alicloud,ciem,SAME,B,Both detect ActionTrail stopping and anomalous policy attachment; B name is more descriptive.
alicloud.ram.audit.attach_policy,alicloud.ram.chain.attach_policy_evasion,alicloud,ciem,DIFFERENT,B,"A detects audit log tampering with policy attach, B monitors attachment chains evading review."
