rule_id,provider,complexity,severity,rule_type,controls_unlocked,frameworks_unlocked,framework_sample,control_sample
ibm.kms.key.key_manager_configured,ibm,L2_API_CONFIG,HIGH,config,1,1,NIST_800_171,NIST_800_171/3_13_10
ibm.kubernetes.cluster.namespace_default_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
ibm.kubernetes.pod.security_context_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.3
ibm.kubernetes.pod_security_policy.allow_privilege_escalation_restricted,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.2.5
ibm.load.balancer.desync_mitigation_mode_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.2.1.5
ibm.logdna.ingestion_key.retention_days_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1)
ibm.monitoring.log.metric_filter_authentication_failures_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,HIPAA,HIPAA/164_308_a_5_ii_c
ibm.monitoring.notification_channel.configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.15
ibm.network.vpn_gateway.policy_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_7
ibm.ocp.api.service_account_lookup_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.25
ibm.ocp.controller.service_account_credentials_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.3.2
ibm.ocp.kube.controller_manager_bind_address_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.3.5
ibm.ocp.vm.check_shareable_disks_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/3.2
ibm.openshift.admission.control_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.10
ibm.openshift.admission.plugin_noderestriction_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.15
ibm.openshift.admission.securitycontextconstraint_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.14
ibm.openshift.anonymous.access_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/1.2.1
ibm.openshift.api.server_tls_security_profile_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/1.2.35
ibm.openshift.apiserver.basic_auth_file_absence_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.2
ibm.openshift.apiserver.client_ca_tls_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/1.2.29
ibm.openshift.cdi.access_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.14
ibm.openshift.cluster.rbac_status_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.8
ibm.openshift.controller.manager_bind_address_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.3.7
ibm.openshift.etcd.auto_tls_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/2.3
ibm.openshift.etcd.tls_configuration_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/2.1
ibm.openshift.etcd.tls_encryption_check,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/1.2.30
ibm.openshift.etcd.unique_ca_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/2.7
ibm.openshift.hyperconverged.ksm_configuration_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.7
ibm.openshift.image.provenance_registry_sources_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.5.1
ibm.openshift.insecure.registry_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.5
ibm.openshift.kube.apiserver_token_auth_file_absence_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.3
ibm.openshift.kubeproxy.config_permission_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.1.3
ibm.openshift.network.policy_compliance_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.3.2
ibm.openshift.networkpolicy.check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.3
ibm.openshift.networkpolicy.cni_support_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.3.1
ibm.openshift.pod.seccomp_profile_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.7.2
ibm.openshift.pod.security_context_audit_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.7.3
ibm.openshift.rbac.cluster_admin_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.1.1
ibm.openshift.scc.enforce_non_root_containers_configured,ibm,L2_API_CONFIG,HIGH,config,1,1,CIS_IBM,CIS_IBM/5.2.6
ibm.openshift.scc.host_ipc_restriction_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.2.3
ibm.openshift.scc.host_network_disabled_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.2.4
ibm.openshift.scc.net_raw_capability_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.2.7
ibm.openshift.secrets.as_files_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.4.1
ibm.openshift.service.account_usage_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/5.1.5
ibm.openshift.vlan.configuration_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.1
ibm.openshift.vnc.access_restriction_check,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.12
ibm.scc.collector.enabled,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/8.1.16
ibm.secretsmanager.secret.expiration_set,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/5.4.2
ibm.vpc.instance.compliance_managed_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_53,NIST_800_53/CM-8(2)
ibm.vpc.instance.older_than_specific_days_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/6.3.3
ibm.vpc.vpn.connection_tunnels_up_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(3)
ibm.vpc.vsi.maintenance_behavior_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(2)
ibm.vsi.instance.older_than_specific_days_configured,ibm,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_4_2
k8s.admission.control.windows_hostprocess_restriction_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/5.2.11
k8s.cluster.api_server.allow_privileged_restricted,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/2.1.1
k8s.cluster.audit_policy_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/2.2.1
k8s.control_plane.kube_apiserver.event_qps_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_K8S,CIS_K8S/2.1.11
k8s.core.namespace.backup_label_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(5)
k8s.core.service_account.name_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_1
k8s.falco.daemonset.status_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-4(20)
k8s.monitoring.prometheus.enabled,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-7(1)
k8s.namespace.annotation.audit_retention_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1)
k8s.namespace.default_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
k8s.namespace.labels_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.1
k8s.network.service.external_traffic_policy_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(2)
k8s.node.cni.version_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.3.1
k8s.pod.required_labels_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-6(1)
k8s.pod.spec.containers_image_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-2(2)
k8s.rbac.namespace_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.1
k8s.rbac.role.administrators_cannot_update_cluster_role_binding_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/1.3
k8s.rbac.role.rules_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-6
k8s.rbac.role.verbs_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/3.2.2
k8s.rbac.role_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_4_4
k8s.rbac.rolebinding.annotations_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(1)
k8s.rbac.token.review_expiration_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_1_11
k8s.secret.type_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-12(1)
k8s.storage.persistent_volume.encryption_state_configured,k8s,L2_API_CONFIG,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-28(1)
k8s.storage.persistentvolume.reclaim_policy_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,SOC2,SOC2/PI1.5
k8s.workload.backup_annotation_configured,k8s,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(1)
oci.artifacts.container.image_scan_on_push_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/11.3.1.3
oci.blockstorage.volume.backup_policy_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-9(1)
oci.blockstorage.volume.encryption_at_rest_configured,oracle,L2_API_CONFIG,HIGH,config,1,1,NIST_800_171,NIST_800_171/3_8_1
oci.compute.instance.backup_policy_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(2)
oci.compute.instance.fault_domain_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(6)
oci.compute.instance.maintenance_behavior_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(2)
oci.compute.instance.maintenance_policy_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(3)
oci.compute.instance.management_agent_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(2)
oci.compute.instance.namespace_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.1
oci.compute.instance.recovery_attributes_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-2(4)
oci.disaster_recovery.dr_protection_group.config_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(1)
oci.events.rule.enabled,oracle,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_7_4
oci.iam.policy.system_authenticated_non_default_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.1.10
oci.iam.user.allow_customer_secret_keys_restricted,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(9)
oci.iam.user.last_successful_login_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.5
oci.iam.user.name_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_5_1
oci.iam.user.security_key_enforcement_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/1.3
oci.iam.user.service_account_default_check,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/4.1.5
oci.identity.group.restrict_user_access_features_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.18
oci.identity.namespace.default_not_used_restricted,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.4
oci.identity.policy.change_control_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-3(4)
oci.identity.policy.token_actions_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/4.1.6
oci.identity.user.inactive_disable_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-2(5)
oci.identity.user.namespace_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.6.1
oci.identity.user.password_policy_enforce_change_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/8.2.2
oci.identity.user.service_account_default_check,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/4.1.5
oci.kms.key.key_manager_configured,oracle,L2_API_CONFIG,HIGH,config,1,1,NIST_800_171,NIST_800_171/3_13_10
oci.kms.key.key_shape_configured,oracle,L2_API_CONFIG,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-12(2)
oci.kms.key.key_version_configured,oracle,L2_API_CONFIG,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-12(1)
oci.logging.log_group.retention_duration_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AU-8(1)
oci.network.security_list.restrict_default_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AZURE,CIS_AZURE/5.4.4
oci.objectstorage.backup.bucket_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,SOC2,SOC2/A1.3
oci.objectstorage.bucket.tls_version_configured,oracle,L2_API_CONFIG,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-8(1)
oci.objectstorage.preauthenticated_request.allowed_protocols_https_only,oracle,L2_API_CONFIG,HIGH,config,1,1,CIS_AZURE,CIS_AZURE/2.1.1.1
oci.oke.cluster.authorization_mode_check,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.2.2
oci.oke.cluster.namespace_default_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.4
oci.oke.cluster.node_pool_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.1.3
oci.oke.node.config_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_OCI,CIS_OCI/3.1.4
oci.oke.pod.security_context_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/4.6.3
oci.oke.pod_security_policy.allow_privilege_escalation_restricted,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/5.2.5
oci.oke.service_account.token_volume_projection_configured,oracle,L2_API_CONFIG,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/6.6.5
oci.vulnerabilityscanning.host_scan_target.enabled,oracle,L2_API_CONFIG,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/6.3.1
alicloud.ecs.securitygroup.with_many_ingress_egress_rules_configured,alicloud,L3_API_LIST_CROSS,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/7.1
aws.ec2.securitygroup.allow_wide_open_public_ipv4_restricted,aws,L3_API_LIST_CROSS,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/11.4.7
aws.ec2.vpc_peering_connection.require_encryption_enabled,aws,L3_API_LIST_CROSS,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-3(3)
aws.vpc.network_acl.rule_action_configured,aws,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-4(21)
aws.vpc.peering_connection.require_acceptance_configured,aws,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CA-3(5)
aws.vpn.client_endpoint.split_tunnel_configured,aws,L3_API_LIST_CROSS,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_7
azure.network.load_balancer.https_redirect_configured,azure,L3_API_LIST_CROSS,HIGH,config,1,1,PCI_DSS,PCI_DSS/10.2.1.5
gcp.compute.firewall.rule_direction_configured,gcp,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-4(21)
ibm.iks.endpoints.not_publicly_accessible_enforced,ibm,L3_API_LIST_CROSS,HIGH,config,1,1,CIS_AZURE,CIS_AZURE/2.1.3
ibm.is.vpc.load_balancer_pool_session_persistence_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(2)
ibm.is.vpc.security_group_rule_direction_configured,ibm,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS AC-4(21)
ibm.vsi.networkacl.allow_ingress_any_port_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_6
ibm.vsi.securitygroup.allow_ingress_from_internet_to_high_risk_tcp_ports_restricted,ibm,L3_API_LIST_CROSS,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_13_6
k8s.network.ingress.tls_secret_configured,k8s,L3_API_LIST_CROSS,HIGH,config,1,1,CIS_AWS,CIS_AWS/10.3
k8s.rbac.network_policy_configured,k8s,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(6)
oci.loadbalancer.policy.failover_configured,oracle,L3_API_LIST_CROSS,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CP-8(3)
aws.iam.policy.condition_external_accounts_configured,aws,L4_POLICY_PARSE,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.4.2
aws.iam.policy.condition_source_ip_configured,aws,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(6)
aws.iam.role.trust_policy_change_control_configured,aws,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-3(4)
aws.iam.role.trust_policy_token_actions_configured,aws,L4_POLICY_PARSE,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/4.1.6
azure.rbac.role.custom_role_permissions_restricted,azure,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-6
gcp.iam.policy.condition_ip_configured,gcp,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(6)
gcp.iam.role.custom_role_change_control_configured,gcp,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS CM-3(4)
gcp.iam.role.custom_role_permissions_restricted,gcp,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-6
gcp.kms.cryptokey.iam_member_configured,gcp,L4_POLICY_PARSE,HIGH,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-12(1)
ibm.iam.custom_role.policies_configured,ibm,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SC-6
ibm.iam.policy.condition_ip_configured,ibm,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(6)
ibm.iam.policy.wildcard_action_configured,ibm,L4_POLICY_PARSE,HIGH,config,1,1,CIS_GCP,CIS_GCP/4.1.3
oci.iam.policy.deny_maintenance_tools_restricted,oracle,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(2)
oci.identity.policy.condition_ip_configured,oracle,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-4(6)
oci.identity.policy.deny_maintenance_tools_restricted,oracle,L4_POLICY_PARSE,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS MA-3(1)
alicloud.ack.cluster.pki_ownership_enforced,alicloud,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_ALICLOUD,CIS_ALICLOUD/1.1.19
alicloud.ecs.instance.cloud_monitor_agent_configured,alicloud,L5_NEEDS_AGENT,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
alicloud.ecs.instance.guest_config_configured,alicloud,L5_NEEDS_AGENT,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.6.1
alicloud.nas.file_system.encryption_enabled,alicloud,L5_NEEDS_AGENT,HIGH,config,1,1,CIS_OCI,CIS_OCI/5.3.1
aws.ec2.instance.time_sync_configured,aws,L5_NEEDS_AGENT,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.6.1
aws.eks.kubelet.rotate_certificates_check,aws,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_AWS,CIS_AWS/3.2.8
aws.eks.node_group.kubelet_config_ownership_enforced,aws,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.4
azure.aks.node_pool.kubelet_config_ownership_enforced,azure,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.4
azure.aks.node_pool.kubelet_config_permissions_restricted,azure,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.3
azure.compute.virtual_machine.time_sync_configured,azure,L5_NEEDS_AGENT,MEDIUM,config,1,1,PCI_DSS,PCI_DSS/10.6.1
azure.vm.guest_config.antimalware_enabled,azure,L5_NEEDS_AGENT,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-3(2)
gcp.compute.instance.os_config_time_sync_configured,gcp,L5_NEEDS_AGENT,MEDIUM,config,1,1,NIST_800_171,NIST_800_171/3_3_7
gcp.compute.instance_template.metadata_streaming_connection_idle_timeout_configured,gcp,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.2.5
gcp.gke.node_pool.event_record_qps_configured,gcp,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.2.7
gcp.gke.node_pool.kubelet_config_permissions_restricted,gcp,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.3
gcp.gke.node_pool.kubelet_kubeconfig_ownership_enforced,gcp,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_GCP,CIS_GCP/3.1.2
ibm.ocp.kubelet.tls_security_profile_check,ibm,L5_NEEDS_AGENT,HIGH,config,1,1,CIS_IBM,CIS_IBM/4.2.13
ibm.openshift.cni.file_ownership_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.10
ibm.openshift.etcd.permissions_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.11
ibm.openshift.kubelet.anonymous_auth_check,ibm,L5_NEEDS_AGENT,HIGH,config,1,1,CIS_IBM,CIS_IBM/4.2.2
ibm.openshift.kubelet.cert_rotation_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.10
ibm.openshift.kubelet.certificate_authentication_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.2.5
ibm.openshift.kubelet.cipher_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.12
ibm.openshift.kubelet.client_ca_file_verification_enabled,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.4
ibm.openshift.kubelet.conf_permissions_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.1.5
ibm.openshift.kubelet.make_iptables_util_chains_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.7
ibm.openshift.kubelet.read_only_port_disabled,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.5
ibm.openshift.kubelet.rotate_certificate_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.11
ibm.openshift.kubelet.service_file_ownership_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.1.2
ibm.openshift.node.streaming_connection_idle_timeout_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/4.2.6
ibm.openshift.pki.certificate_permissions_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.20
ibm.openshift.pki.keyfile_permissions_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.21
ibm.openshift.scheduler.file_ownership_check,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CIS_IBM,CIS_IBM/1.1.6
ibm.vpc.vsi.patch_management_configured,ibm,L5_NEEDS_AGENT,MEDIUM,config,1,1,CANADA_PBMM,CANADA_PBMM/CCCS SI-2(3)
