unique_id,control_id,source,title,final_approach,original_approach,review_validation,technical_accuracy_score,confidence_level,program_name,review_recommendation
2.1.2.1.1__ensure-critical-data-is-encrypted-with-microsoft-managed-keys-(mmk),2.1.2.1.1,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure Critical Data is Encrypted with Microsoft Managed Keys (MMK),Automated,Automated,AGREE,9,HIGH,azure_storage_account_encryption_microsoft_managed_keys_enabled,"- Keep as-is with a minor suggestion to enhance the clarity of the query description by explicitly stating the need to check for `""keySource"": ""Microsoft.Storage""` within the `encryption` property.
- "
10.3.2.1__ensure-private-endpoints-are-used-to-access-storage-accounts,10.3.2.1,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure Private Endpoints are used to access Storage Accounts,Automated,Automated,AGREE,9,HIGH,azure_storage_account_private_endpoint_used,Keep as-is
9.1.3.3__ensure-that-'endpoint-protection'-component-status-is-set-to-'on',9.1.3.3,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Endpoint protection' component status is set to 'On',Automated,Automated,AGREE,8,HIGH,azure_defender_for_cloud_endpoint_protection_enabled,"- Modify: Simplify the CLI command example for clarity and efficiency. Consider using Azure CLI commands directly where possible, and enhance the program name for better clarity. Additionally, include"
3.2.4__ensure-that-the---read-only-port-is-secured,3.2.4,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Ensure that the --read-only-port is secured,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
6.15__ensure-that-'guest-users-access-restrictions'-is-set-to-'guest-user-access-is-restricted-to-properties-and-memberships-of-their-own-directory-objects',6.15,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Guest users access restrictions' is set to 'Guest user access is restricted to properties and memberships of their own directory objects',Automated (Verify),Automated,PARTIALLY_AGREE,6,MEDIUM,azure_entra_user_guest_access_restriction_verified,- Modify: Update the automation details to reflect the correct Azure AD settings or Microsoft Graph API endpoints that specifically address guest user access restrictions. Ensure that the script or co
2.4.1__ensure-'java-version'-is-currently-supported-(if-in-use),2.4.1,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Java version' is currently supported (if in use),Automated,Automated,AGREE,8,MEDIUM,azure_appservice_java_version_supported_verified,Modify
6.14__ensure-that-'users-can-register-applications'-is-set-to-'no',6.14,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that 'Users can register applications' is set to 'No',Automated,Automated,AGREE,7,MEDIUM,azure_enentra_id_application_registration_disabled,- **Modify:** Update the command used in the automation details to accurately reflect the method for checking the `UsersCanRegisterApplications` setting. Ensure the automation script is aligned with t
6.1.6__ensure-permissions-on-_etc_shadow--are-configured,6.1.6,1. NIST SP 800-53 Rev. 5: AC-3. MP-2,Ensure permissions on /etc/shadow- are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Enhance the assessment by incorporating Azure Automation or scripting approaches to automate the SSH and file permission verification process. This will provide a more robust and scalabl
2.8__ensure-app-service-environment-has-internal-encryption-enabled,2.8,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service Environment has internal encryption enabled,Automated,Automated,Unknown,0,MEDIUM,azure_app_service_environment_internal_encryption_enabled,
3.1.2__ensure-that-the-kubelet-kubeconfig-file-ownership-is-set-to-root:root,3.1.2,1. https://kubernetes.io/docs/admin/kube-proxy/ 2. https://docs.microsoft.com/security/benchmark/azure/security-controls-v2- posture-vulnerability-management#pv-3-establish-secure-configurations-for- compute-resources,Ensure that the kubelet kubeconfig file ownership is set to root:root,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Incorporate automation options using Azure CLI and Azure Policy to check and enforce the kubelet kubeconfig file ownership. Provide guidance on setting up Azure Monitor alerts for config
2.1.20__ensure-all-traffic-is-routed-through-the-virtual-network,2.1.20,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure all traffic is routed through the virtual network,Automated,Automated,Unknown,0,MEDIUM,azure_appservice_traffic_routed_through_vnet,
2.3.9__ensure-'remote-debugging'-is-set-to-'off',2.3.9,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Remote debugging' is set to 'Off',Automated,Automated,AGREE,9,HIGH,azure_function_app_remote_debugging_disabled,- **Keep as-is:** The assessment is technically sound and correctly classified as Automated. The current approach effectively utilizes Azure's capabilities to ensure compliance with the control requir
2.2.18__ensure-nfs-utils-is-not-installed-or-the-nfs-server-service-is-masked,2.2.18,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure nfs-utils is not installed or the nfs-server service is masked,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
7.8__ensure-'infrastructure-double-encryption'-for-postgresql-database-server-is-'enabled'-(single-server-only),7.8,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure 'Infrastructure double encryption' for PostgreSQL Database Server is 'Enabled' (Single Server Only),Automated,Automated,Unknown,0,HIGH,azure_postgresql_server_infrastructure_encryption_enabled,
6.1.2__ensure-permissions-on-_etc_passwd--are-configured,6.1.2,1. NIST SP 800-53 Rev. 5: AC-3. MP-2,Ensure permissions on /etc/passwd- are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- Modify: Include an automated approach using Azure CLI or PowerShell scripts that can be executed via Azure Automation or Azure Runbooks. This will make the process more efficient and scalable. Addit
2.2.7__ensure-'https-only'-is-set-to-'on',2.2.7,,Ensure 'HTTPS Only' is set to 'On',Automated,Automated,AGREE,9,HIGH,azure_app_service_https_only_enabled,"- **Modify:** While the assessment is largely accurate, it could be enhanced by including PowerShell as an alternative automation tool and detailing error handling strategies. Additionally, a brief me"
1.1.3.2__ensure-nosuid-option-set-on-_dev_shm-partition,1.1.3.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure nosuid option set on /dev/shm partition,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
17.1.2__ensure-'allowed-protocols'-for-shared-access-signature-(sas)-tokens-is-set-to-'https-only',17.1.2,CIS_MICROSOFT_AZURE_STORAGE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_191043.json,Ensure 'Allowed Protocols' for shared access signature (SAS) tokens is set to 'HTTPS Only',Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.3.7__ensure-'minimum-inbound-tls-version'-is-set-to-'1.2'-or-higher,2.3.7,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure 'Minimum Inbound TLS Version' is set to '1.2' or higher,Automated,Automated,AGREE,9,HIGH,azure_functionapp_tls_minimum_version_configured,- Keep as-is with a minor suggestion to include PowerShell alternatives and error handling considerations. The current assessment is robust and effectively utilizes Azure's automation capabilities to 
2.7__ensure-app-service-environment-is-provisioned-with-v3-or-higher,2.7,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service Environment is provisioned with v3 or higher,Automated,Automated,AGREE,9,HIGH,azure_app_service_environment_version_verified,Modify
2.10__ensure-app-service-environment-has-tls-cipher-suite-ordering-configured,2.10,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure App Service Environment has TLS cipher suite ordering configured,Automated,Automated,AGREE,8,HIGH,azure_app_service_environment_tls_cipher_suite_ordering_configured,- **Modify:** Clarify the purpose of the CLI update command as a remediation step rather than part of the audit process. Ensure that the automation script includes error handling and uses the correct 
10.2__ensure-no-azure-sql-databases-allow-ingress-from-0.0.0.0_0-(any-ip),10.2,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure no Azure SQL Databases allow ingress from 0.0.0.0/0 (ANY IP),Automated,Automated,AGREE,9,HIGH,azure_sql_database_firewall_rules_verified,Keep as-is
7.1.4__ensure-that-azure-monitor-resource-logging-is-enabled-for-all-services-that-support-it,7.1.4,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure that Azure Monitor Resource Logging is Enabled for All Services that Support it,Automated,Automated,AGREE,8,HIGH,azure_monitor_resource_logging_enabled,Modify
2.2.17__ensure-cross-origin-resource-sharing-does-not-allow-all-origins,2.2.17,,Ensure cross-origin resource sharing does not allow all origins,Automated,Automated,AGREE,8,HIGH,azure_app_service_cors_allowed_origins_configured,"- **Modify:** While the overall approach is correct, I recommend enhancing the automation details by including commands for setting CORS configurations, and considering Azure Policy as an additional t"
6.2.1__ensure-password-fields-are-not-empty,6.2.1,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure password fields are not empty,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,"- **Re-classify:** The assessment should be re-classified to highlight the potential for automation. While manual checks are valid, the use of Azure's automation tools should be considered to enhance "
2.3.3__ensure-talk-client-is-not-installed,2.3.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure talk client is not installed,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- **Re-classify:** Reclassify the approach from Manual to Automated. Implement an automated solution using Azure Policy or Azure Automation to regularly check for the ""talk"" package on AKS nodes.
- **"
1.4.5__ensure-permissions-on-_etc_issue.net-are-configured,1.4.5,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/issue.net are configured,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,Modify
10.3__ensure-sql-server's-transparent-data-encryption-(tde)-protector-is-encrypted-with-customer-managed-key,10.3,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted with Customer-managed key,Automated,Automated,AGREE,8,HIGH,azure_sql_server_tde_protector_customer_managed_key_verified,Modify
5.1.6__ensure-permissions-on-_etc_cron.monthly-are-configured,5.1.6,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/cron.monthly are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.6.2__apply-security-context-to-your-pods-and-containers,4.6.2,CIS AZURE KUBERNETES SERVICE (AKS) BENCHMARK V1.7.0 PDF_updated_20250825_190647.json,Apply Security Context to Your Pods and Containers,Automated,Automated,AGREE,8,HIGH,azure_aks_security_context_applied,Modify
2.4__ensure-that-'access-policies'-are-implemented-and-reviewed-periodically,2.4,CIS_MICROSOFT_AZURE_DATABASE_SERVICES_BENCHMARK_V1.0.0_updated_20250825_190935.json,Ensure that 'Access Policies' are implemented and reviewed periodically,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
9.3.9__ensure-automatic-key-rotation-is-enabled-within-azure-key-vault,9.3.9,CIS_MICROSOFT_AZURE_FOUNDATIONS_BENCHMARK_V4.0.0_updated_20250825_190952.json,Ensure automatic key rotation is enabled within Azure Key Vault,Automated,Automated,AGREE,9,HIGH,azure_keyvault_keys_rotation_enabled,Modify
5.2.15__ensure-ssh-warning-banner-is-configured,5.2.15,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH warning banner is configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
4.1.1.2__ensure-rsyslog-service-is-enabled,4.1.1.2,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure rsyslog service is enabled,Manual (Verify),Manual,PARTIALLY_AGREE,6,MEDIUM,,Modify
6.2.8__ensure-root-is-the-only-uid-0-account,6.2.8,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure root is the only UID 0 account,Manual (Under Review),Manual,DISAGREE,6,MEDIUM,,"- **Re-classify:** Change the approach from ""Manual"" to ""Automated"" by incorporating Azure CLI, Azure PowerShell, and Azure Policy to automate the compliance check.
- **Modify:** Update the assessment"
2.1.18__ensure-app-is-integrated-with-a-virtual-network,2.1.18,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure app is integrated with a virtual network,Automated,Automated,AGREE,8,HIGH,azure_app_service_vnet_integration_configured,"- **Modify:** Enhance the audit by including checks for app service plan compatibility with VNet integration and consider the use of Azure Policy for ongoing compliance monitoring. Additionally, refin"
5.2.6__ensure-ssh-pam-is-enabled,5.2.6,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH PAM is enabled,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Suggest developing an automated solution using Azure Automation or Azure CLI to perform these checks across multiple VMs. This would involve creating a script that can be executed remote
5.2.16__ensure-ssh-maxauthtries-is-set-to-4-or-less,5.2.16,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH MaxAuthTries is set to 4 or less,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,- **Modify:** Incorporate automated checks using Azure Policy and Azure CLI/PowerShell scripts to reduce manual effort and increase scalability. Emphasize the use of Azure-native tools for monitoring 
6.2.4__ensure-that-a-multifactor-authentication-policy-exists-for-all-users,6.2.4,1. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-policy-all-users-mfa 2. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/troubleshoot-conditional-access-what-if 3. https://docs.microsoft.com/en-us/azure/active-directory/conditional- access/howto-conditional-access-insights-reporting 4. https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-identity- management#im-7-restrict-resource-access-based-on--conditions Additional Information: These policies should be tested by using the What If tool in the References. Setting these can and will create issues with logging in for users until they use an MFA device linked to their accounts. Further testing can also be done via the insights and reporting resource in the References which monitors Azure sign ins.,Ensure that a multifactor authentication policy exists for all users,Automated,Automated,AGREE,8,HIGH,azure_entra_conditional_access_mfa_policy_enabled,Modify
1.4.3__ensure-permissions-on-_etc_motd-are-configured,1.4.3,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure permissions on /etc/motd are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
6.1.5__ensure-permissions-on-_etc_shadow-are-configured,6.1.5,"1. NIST SP 800-53 Rev. 5: AC-3, MP-2",Ensure permissions on /etc/shadow are configured,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
5.2.9__ensure-ssh-permitemptypasswords-is-disabled,5.2.9,CIS_AKS_OPTIMIZED_AZURE_LINUX_BENCHMARK_V1.0.0_updated_20250825_190750.json,Ensure SSH PermitEmptyPasswords is disabled,Manual (Verify),Manual,PARTIALLY_AGREE,7,MEDIUM,,Modify
2.2.15__ensure-configuration-is-routed-through-the-virtual-network-integration,2.2.15,CIS_MICROSOFT_AZURE_COMPUTE_SERVICES_BENCHMARK_V2.0.0_updated_20250825_190920.json,Ensure configuration is routed through the virtual network integration,Automated,Automated,AGREE,8,HIGH,azure_webapp_configuration_routed_through_vnet,"- Modify: Improve the CLI command syntax for clarity and accuracy as suggested. Consider enhancing the program name for better descriptiveness, such as `azure_webapp_vnet_integration_compliance`.
- En"
